plot_row,plot_column,plant_id,plot_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,accession_photoperiod,accession_type,accession_origin,accession_race,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
29,25,PI_508366,SF-BE-r1-p1177,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Mali,Guinea,,1 of 4,,,SF-BE-r1-p1177,
29,26,PI_569455,SF-BE-r1-p1225,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,,1 of 4,,,SF-BE-r1-p1225,
29,27,PI_329865,SF-BE-r1-p1273,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,1 of 4,,,SF-BE-r1-p1273,
29,28,PI_562998,SF-BE-r1-p1321,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,1 of 4,,,SF-BE-r1-p1321,
29,29,PI_585608,SF-BE-r1-p1369,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Rwanda,Caudatum,,1 of 4,,,SF-BE-r1-p1369,
29,30,PI_329465,SF-BE-r1-p1417,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,1 of 4,,,SF-BE-r1-p1417,
29,31,PI_156871,SF-BE-r1-p1465,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Zaire,Caudatum,,1 of 4,,,SF-BE-r1-p1465,
29,32,PI_562991,SF-BE-r1-p1513,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,1 of 4,,,SF-BE-r1-p1513,
30,1,PI_583832,SF-BE-r1-p0026,,,,,,,,,,,,,0.31763,0.53203,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,2 of 4,,,,
30,2,PI_152730,SF-BE-r1-p0074,,,,,,,,,,0.79444,0.10836,,0.28258,0.43682,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum-bicolor,,2 of 4,,,,
30,3,PI_514456,SF-BE-r1-p0122,,,,,,,,,,0.4295,0.032304,,0.33112,0.35773,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Senegal,Guinea,,2 of 4,,,,
30,4,PI_569447,SF-BE-r1-p0170,,,,,,,,,,0.10865,0.061669,,0.27075,0.30267,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,2 of 4,,,,
30,5,PI_329699,SF-BE-r1-p0218,,,,,,,,,,0.3145,0.061472,,0.33216,0.70695,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,,2 of 4,,,,
30,6,PI_329256,SF-BE-r1-p0266,,,,,,,,,,0.053713,0.093419,,0.40761,0.50516,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,2 of 4,,,,
30,7,PI_585461,SF-BE-r1-p0314,,,,,,,,,,0.24329,0.050583,,0.32788,0.33182,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ghana,Guinea,,2 of 4,,,,
30,8,PI_641909,SF-BE-r1-p0362,,,,,,,,,,0.51146,0.041355,,0.3579,0.50171,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Sudan,,,2 of 4,,,,
30,9,PI_521019,SF-BE-r1-p0410,,,,,,,,,,0.1751,0.056,,0.37779,0.50502,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-caudatum,,2 of 4,,,,
30,10,PI_563355,SF-BE-r1-p0458,,,,,,,,,,0.67252,0.051842,,0.38979,0.50523,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Burkina Faso,Guinea-caudatum,,2 of 4,,,,
30,11,PI_569460,SF-BE-r1-p0506,,,,,,,,,,0.33833,0.041946,,0.43497,0.22503,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,2 of 4,,,,
30,12,PI_157030,SF-BE-r1-p0554,,,,,,,,,,0.9479,0.045149,,0.36919,0.45613,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum,,2 of 4,,,,
30,13,PI_329644,SF-BE-r1-p0602,,,,,,,,,,0.34006,0.069449,,0.35011,0.38081,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,2 of 4,,,,
30,14,PI_273465,SF-BE-r1-p0650,,,,,,,,,,0.99799,0.036342,,0.40025,0.5196,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,,,2 of 4,,,,
30,15,PI_569421,SF-BE-r1-p0698,,,,,,,,,,0.51878,0.055329,,0.30002,0.37473,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,2 of 4,,,,
30,16,PI_329440,SF-BE-r1-p0746,,,,,,,,,,0.3489,0.051764,,0.28661,0.33013,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,,2 of 4,,,,
30,17,PI_329394,SF-BE-r1-p0794,,,,,,,,,,0.043304,0.032063,,0.41095,0.37151,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,2 of 4,,,,
30,18,PI_329510,SF-BE-r1-p0842,,,,,,,,,,0.36857,0.052649,,0.38373,0.41534,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,2 of 4,,,,
30,19,PI_521280,SF-BE-r1-p0890,,,,,,,,,,0.6564,0.036597,,0.34838,0.45645,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-bicolor,,2 of 4,,,,
30,20,PI_330169,SF-BE-r1-p0938,,,,,,,,,,0.6148,0.048388,,0.45468,0.39409,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,2 of 4,,,,
30,21,PI_329506,SF-BE-r1-p0986,,,,,,,,,,0.095664,0.08239,,0.15851,0.14834,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,2 of 4,,,,
30,22,PI_152967,SF-BE-r1-p1034,,,,,,,,,,0.5096,0.054652,,0.32697,0.51897,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,,2 of 4,,,,
30,23,PI_266927,SF-BE-r1-p1082,,,,,,,,,,0.21463,0.064659,,0.26668,0.76103,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,India,,,2 of 4,,,,
30,24,PI_155149,SF-BE-r1-p1130,,,,,,,,,,0.4976,0.056924,,0.30893,0.40227,,,,PHOTOPERIOD_SENSITIVE,Sweet,Yemen,,,2 of 4,,,,
30,25,PI_508366,SF-BE-r1-p1178,,,,,,,,,,0.45509,0.059048,,0.30819,0.47551,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Mali,Guinea,,2 of 4,,,,
30,26,PI_569455,SF-BE-r1-p1226,,,,,,,,,,0.40506,0.049121,,0.22331,0.19433,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,,2 of 4,,,,
30,27,PI_329865,SF-BE-r1-p1274,,,,,,,,,,0.56462,0.057827,,0.38258,0.41781,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,2 of 4,,,,
30,28,PI_562998,SF-BE-r1-p1322,,,,,,,,,,0.55084,0.045644,,0.30541,0.35246,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,2 of 4,,,,
30,29,PI_585608,SF-BE-r1-p1370,,,,,,,,,,0.60381,0.038379,,0.35137,0.48334,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Rwanda,Caudatum,,2 of 4,,,,
30,30,PI_329465,SF-BE-r1-p1418,,,,,,,,,,0.371,0.044434,,0.32614,0.25198,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,2 of 4,,,,
30,31,PI_156871,SF-BE-r1-p1466,,,,,,,,,,0.50638,0.041883,,0.16547,0.31884,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Zaire,Caudatum,,2 of 4,,,,
30,32,PI_562991,SF-BE-r1-p1514,,,,,,,,,,0.99519,0.039771,,0.28617,0.53073,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,2 of 4,,,,
31,1,PI_583832,SF-BE-r1-p0027,219,185,239,1.33,,1.11,,,,,,0.04706,,,,70.2658,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0027 && PAN.SF-BE-r1-p0027 && LEF.SF-BE-r1-p0027,ANTHESIS && MATURITY && 
31,2,PI_152730,SF-BE-r1-p0075,235,233,235,0.82,0.81,0.71,19,19,20,,,0.07063,,,,32.2101,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum-bicolor,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0075 && PAN.SF-BE-r1-p0075 && LEF.SF-BE-r1-p0075,ANTHESIS && MATURITY && 
31,3,PI_514456,SF-BE-r1-p0123,126,127,149,0.84,,0.68,,,,,,0.078299,,,,31.8371,,PHOTOPERIOD_SENSITIVE,Cellulosic,Senegal,Guinea,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0123 && PAN.SF-BE-r1-p0123 && LEF.SF-BE-r1-p0123,ANTHESIS && MATURITY && 
31,4,PI_569447,SF-BE-r1-p0171,110,103,111,0.79,,0.63,,,,,,0.099939,,,,53.4886,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0171 && PAN.SF-BE-r1-p0171 && LEF.SF-BE-r1-p0171,ANTHESIS && MATURITY && 
31,5,PI_329699,SF-BE-r1-p0219,274,264,273,1.38,1.36,1.19,15,13,15,,,0.06683,,,,80.1864,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0219 && PAN.SF-BE-r1-p0219 && LEF.SF-BE-r1-p0219,ANTHESIS && MATURITY && 
31,6,PI_329256,SF-BE-r1-p0267,175,174,139,1.56,,1.27,,,,,,0.070274,,,,42.3077,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0267 && PAN.SF-BE-r1-p0267 && LEF.SF-BE-r1-p0267,ANTHESIS && MATURITY && 
31,7,PI_585461,SF-BE-r1-p0315,113,135,136,0.87,,0.69,,,,,,0.086562,,,,53.7232,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ghana,Guinea,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0315 && PAN.SF-BE-r1-p0315 && LEF.SF-BE-r1-p0315,ANTHESIS && MATURITY && 
31,8,PI_641909,SF-BE-r1-p0363,214,201,207,1.30,1.14,0.94,16,17,20,,,0.090761,,,,54.7738,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Sudan,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0363 && PAN.SF-BE-r1-p0363 && LEF.SF-BE-r1-p0363,ANTHESIS && MATURITY && 
31,9,PI_521019,SF-BE-r1-p0411,199,201,199,2.12,,1.83,,,,,,0.075601,,,,40.9788,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0411 && PAN.SF-BE-r1-p0411 && LEF.SF-BE-r1-p0411,ANTHESIS && MATURITY && 
31,10,PI_563355,SF-BE-r1-p0459,183,166,167,1.52,,1.33,,,,,,0.099777,,,,73.2418,,PHOTOPERIOD_SENSITIVE,Cellulosic,Burkina Faso,Guinea-caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0459 && PAN.SF-BE-r1-p0459 && LEF.SF-BE-r1-p0459,ANTHESIS && MATURITY && 
31,11,PI_569460,SF-BE-r1-p0507,153,182,182,1.36,,1.12,,,,,,0.080766,,,,69.4828,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0507 && PAN.SF-BE-r1-p0507 && LEF.SF-BE-r1-p0507,ANTHESIS && MATURITY && 
31,12,PI_157030,SF-BE-r1-p0555,157,166,165,1.18,,0.97,,,,,,0.08261,,,,65.8959,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0555 && PAN.SF-BE-r1-p0555 && LEF.SF-BE-r1-p0555,ANTHESIS && MATURITY && 
31,13,PI_329644,SF-BE-r1-p0603,227,183,206,1.44,,1.21,,,,,,0.091394,,,,47.8788,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0603 && PAN.SF-BE-r1-p0603 && LEF.SF-BE-r1-p0603,ANTHESIS && MATURITY && 
31,14,PI_273465,SF-BE-r1-p0651,232,215,214,1.36,,1.20,,,,,,0.073545,,,,61.873,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0651 && PAN.SF-BE-r1-p0651 && LEF.SF-BE-r1-p0651,ANTHESIS && MATURITY && 
31,15,PI_569421,SF-BE-r1-p0699,160,158,170,1.05,,0.86,,,,,,0.10129,,,,56.6203,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0699 && PAN.SF-BE-r1-p0699 && LEF.SF-BE-r1-p0699,ANTHESIS && MATURITY && 
31,16,PI_329440,SF-BE-r1-p0747,81,88,86,0.13,0.05,0.04,22,20,18,,,0.061397,,,,1.2155,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0747 && PAN.SF-BE-r1-p0747 && LEF.SF-BE-r1-p0747,ANTHESIS && MATURITY && 
31,17,PI_329394,SF-BE-r1-p0795,200,169,190,2.32,,1.97,,,,,,0.090588,,,,52.7959,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0795 && PAN.SF-BE-r1-p0795 && LEF.SF-BE-r1-p0795,ANTHESIS && MATURITY && 
31,18,PI_329510,SF-BE-r1-p0843,197,187,205,1.48,,1.29,,,,,,0.075105,,,,67.0686,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0843 && PAN.SF-BE-r1-p0843 && LEF.SF-BE-r1-p0843,ANTHESIS && MATURITY && 
31,19,PI_521280,SF-BE-r1-p0891,117,129,119,0.84,,0.77,,,,,,0.072321,,,,33.4324,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-bicolor,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0891 && PAN.SF-BE-r1-p0891 && LEF.SF-BE-r1-p0891,ANTHESIS && MATURITY && 
31,20,PI_330169,SF-BE-r1-p0939,125,190,140,1.10,,0.93,,,,,,0.05971,,,,46.5514,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0939 && PAN.SF-BE-r1-p0939 && LEF.SF-BE-r1-p0939,ANTHESIS && MATURITY && 
31,21,PI_329506,SF-BE-r1-p0987,88,87,98,1.09,,0.90,,,,,,0.092453,,,,16.2987,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0987 && PAN.SF-BE-r1-p0987 && LEF.SF-BE-r1-p0987,ANTHESIS && MATURITY && 
31,22,PI_152967,SF-BE-r1-p1035,224,221,248,1.89,,1.66,,,,,,0.086817,,,,64.8865,,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1035 && PAN.SF-BE-r1-p1035 && LEF.SF-BE-r1-p1035,ANTHESIS && MATURITY && 
31,23,PI_266927,SF-BE-r1-p1083,208,215,195,1.48,,1.35,,,,,,0.035079,,,,40.9308,,PHOTOPERIOD_SENSITIVE,Cellulosic,India,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1083 && PAN.SF-BE-r1-p1083 && LEF.SF-BE-r1-p1083,ANTHESIS && MATURITY && 
31,24,PI_155149,SF-BE-r1-p1131,232,235,234,1.40,,1.15,,,,,,0.073414,,,,43.6947,,PHOTOPERIOD_SENSITIVE,Sweet,Yemen,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1131 && PAN.SF-BE-r1-p1131 && LEF.SF-BE-r1-p1131,ANTHESIS && MATURITY && 
31,25,PI_508366,SF-BE-r1-p1179,169,165,172,1.01,,0.85,,,,,,0.078406,,,,69.5759,,PHOTOPERIOD_SENSITIVE,Cellulosic,Mali,Guinea,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1179 && PAN.SF-BE-r1-p1179 && LEF.SF-BE-r1-p1179,ANTHESIS && MATURITY && 
31,26,PI_569455,SF-BE-r1-p1227,166,136,163,1.79,,1.45,,,,,,0.079604,,,,33.2946,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1227 && PAN.SF-BE-r1-p1227 && LEF.SF-BE-r1-p1227,ANTHESIS && MATURITY && 
31,27,PI_329865,SF-BE-r1-p1275,221,238,196,2.40,,2.08,,,,,,0.063803,,,,53.2307,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1275 && PAN.SF-BE-r1-p1275 && LEF.SF-BE-r1-p1275,ANTHESIS && MATURITY && 
31,28,PI_562998,SF-BE-r1-p1323,121,103,120,0.64,,0.49,,,,,,0.078867,,,,57.2451,55.0616,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1323 && PAN.SF-BE-r1-p1323 && LEF.SF-BE-r1-p1323,ANTHESIS && MATURITY && 
31,29,PI_585608,SF-BE-r1-p1371,157,170,148,1.61,,1.43,,,,,,0.097233,,,,27.3662,38.9894,PHOTOPERIOD_SENSITIVE,Cellulosic,Rwanda,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1371 && PAN.SF-BE-r1-p1371 && LEF.SF-BE-r1-p1371,ANTHESIS && MATURITY && 
31,30,PI_329465,SF-BE-r1-p1419,142,140,152,0.58,,0.49,,,,,,0.069387,,,,35.2769,41.7564,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1419 && PAN.SF-BE-r1-p1419 && LEF.SF-BE-r1-p1419,ANTHESIS && MATURITY && 
31,31,PI_156871,SF-BE-r1-p1467,159,149,166,0.88,,0.72,,,,,,0.088946,,,,44.8964,45.9876,PHOTOPERIOD_SENSITIVE,Cellulosic,Zaire,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1467 && PAN.SF-BE-r1-p1467 && LEF.SF-BE-r1-p1467,ANTHESIS && MATURITY && 
31,32,PI_562991,SF-BE-r1-p1515,128,115,136,1.27,,0.99,,,,,,0.029364,,,,61.3988,62.1929,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1515 && PAN.SF-BE-r1-p1515 && LEF.SF-BE-r1-p1515,ANTHESIS && MATURITY && 
32,1,PI_583832,SF-BE-r1-p0028,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,4 of 4,,,,
32,2,PI_152730,SF-BE-r1-p0076,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum-bicolor,,4 of 4,,,,
32,3,PI_514456,SF-BE-r1-p0124,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Senegal,Guinea,,4 of 4,,,,
32,4,PI_569447,SF-BE-r1-p0172,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,4 of 4,,,,
32,5,PI_329699,SF-BE-r1-p0220,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,,4 of 4,,,,
32,6,PI_329256,SF-BE-r1-p0268,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,4 of 4,,,,
32,7,PI_585461,SF-BE-r1-p0316,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ghana,Guinea,,4 of 4,,,,
32,8,PI_641909,SF-BE-r1-p0364,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Sudan,,,4 of 4,,,,
32,9,PI_521019,SF-BE-r1-p0412,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-caudatum,,4 of 4,,,,
32,10,PI_563355,SF-BE-r1-p0460,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Burkina Faso,Guinea-caudatum,,4 of 4,,,,
32,11,PI_569460,SF-BE-r1-p0508,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,4 of 4,,,,
32,12,PI_157030,SF-BE-r1-p0556,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Caudatum,,4 of 4,,,,
32,13,PI_329644,SF-BE-r1-p0604,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,4 of 4,,,,
32,14,PI_273465,SF-BE-r1-p0652,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,,,4 of 4,,,,
32,15,PI_569421,SF-BE-r1-p0700,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,,4 of 4,,,,
32,16,PI_329440,SF-BE-r1-p0748,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,,4 of 4,,,,
32,17,PI_329394,SF-BE-r1-p0796,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,4 of 4,,,,
32,18,PI_329510,SF-BE-r1-p0844,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,4 of 4,,,,
32,19,PI_521280,SF-BE-r1-p0892,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Kenya,Durra-bicolor,,4 of 4,,,,
32,20,PI_330169,SF-BE-r1-p0940,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,4 of 4,,,,
32,21,PI_329506,SF-BE-r1-p0988,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,4 of 4,,,,
32,22,PI_152967,SF-BE-r1-p1036,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,,4 of 4,,,,
32,23,PI_266927,SF-BE-r1-p1084,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,India,,,4 of 4,,,,
32,24,PI_155149,SF-BE-r1-p1132,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Sweet,Yemen,,,4 of 4,,,,
32,25,PI_508366,SF-BE-r1-p1180,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Mali,Guinea,,4 of 4,,,,
32,26,PI_569455,SF-BE-r1-p1228,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,,4 of 4,,,,
32,27,PI_329865,SF-BE-r1-p1276,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,,4 of 4,,,,
32,28,PI_562998,SF-BE-r1-p1324,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,4 of 4,,,,
32,29,PI_585608,SF-BE-r1-p1372,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Rwanda,Caudatum,,4 of 4,,,,
32,30,PI_329465,SF-BE-r1-p1420,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,4 of 4,,,,
32,31,PI_156871,SF-BE-r1-p1468,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Zaire,Caudatum,,4 of 4,,,,
32,32,PI_562991,SF-BE-r1-p1516,,,,,,,,,,,,,,,,,,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,,4 of 4,,,,
33,1,CHECK,SF-BE-r1-p0029,,,,,,,,,,,,0.036615,,,,64.8734,,,,,,,1 of 4,,,SF-BE-r1-p0029,
33,2,PI_585577,SF-BE-r1-p0077,,,,,,,,,,,,0.079316,,,,46.5441,,PHOTOPERIOD_SENSITIVE,Cellulosic,Burundi,Durra-caudatum,,1 of 4,,,SF-BE-r1-p0077,
33,3,PI_330184,SF-BE-r1-p0125,,,,,,,,,,,,0.088285,,,,32.7508,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,1 of 4,,,SF-BE-r1-p0125,
33,4,PI_329310,SF-BE-r1-p0173,,,,,,,,,,,,0.068997,,,,72.765,,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,,1 of 4,,,SF-BE-r1-p0173,
