plot_row,plot_column,plant_id,plot_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,accession_photoperiod,accession_type,accession_origin,accession_race,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
5,1,PI_534120,SF-BE-r1-p0001,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,1 of 4,,,SF-BE-r1-p0001,
5,2,PI_365512,SF-BE-r1-p0049,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,South Africa,Caudatum,,1 of 4,,,SF-BE-r1-p0049,
5,3,PI_535783,SF-BE-r1-p0097,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,1 of 4,,,SF-BE-r1-p0097,
5,4,PI_564163,SF-BE-r1-p0145,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,United States,,,1 of 4,,,SF-BE-r1-p0145,
5,5,PI_533902,SF-BE-r1-p0193,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,1 of 4,,,SF-BE-r1-p0193,
5,6,PI_181083,SF-BE-r1-p0241,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,India,Durra-bicolor,,1 of 4,,,SF-BE-r1-p0241,
5,7,PI_656065,SF-BE-r1-p0289,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,1 of 4,,,SF-BE-r1-p0289,
5,8,PI_526905,SF-BE-r1-p0337,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Zimbabwe,Caudatum,,1 of 4,,,SF-BE-r1-p0337,
5,9,PI_535793,SF-BE-r1-p0385,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,1 of 4,,,SF-BE-r1-p0385,
5,10,PI_593916,SF-BE-r1-p0433,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,1 of 4,,,SF-BE-r1-p0433,
5,11,PI_550604,SF-BE-r1-p0481,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Former Soviet Union,Caudatum,,1 of 4,,,SF-BE-r1-p0481,
5,12,PI_534165,SF-BE-r1-p0529,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Sudan,,,1 of 4,,,SF-BE-r1-p0529,
5,13,PI_542718,SF-BE-r1-p0577,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,China,,,1 of 4,,,SF-BE-r1-p0577,
5,14,PI_655972,SF-BE-r1-p0625,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,1 of 4,,,SF-BE-r1-p0625,
5,15,PI_656015,SF-BE-r1-p0673,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,1 of 4,,,SF-BE-r1-p0673,
5,16,PI_561840,SF-BE-r1-p0721,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,1 of 4,,,SF-BE-r1-p0721,
5,17,PI_527045,SF-BE-r1-p0769,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Zimbabwe,Caudatum,,1 of 4,,,SF-BE-r1-p0769,
5,18,PI_533998,SF-BE-r1-p0817,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,1 of 4,,,SF-BE-r1-p0817,
5,19,PI_535794,SF-BE-r1-p0865,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,1 of 4,,,SF-BE-r1-p0865,
5,20,PI_576401,SF-BE-r1-p0913,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,India,,,1 of 4,,,SF-BE-r1-p0913,
5,21,PI_154988,SF-BE-r1-p0961,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Swaziland,,,1 of 4,,,SF-BE-r1-p0961,
5,22,PI_535796,SF-BE-r1-p1009,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,1 of 4,,,SF-BE-r1-p1009,
5,23,PI_533792,SF-BE-r1-p1057,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,1 of 4,,,SF-BE-r1-p1057,
5,24,PI_152828,SF-BE-r1-p1105,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Zaire,,,1 of 4,,,SF-BE-r1-p1105,
5,25,PI_655978,SF-BE-r1-p1153,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,1 of 4,,,SF-BE-r1-p1153,
5,26,PI_329435,SF-BE-r1-p1201,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Ethiopia,,,1 of 4,,,SF-BE-r1-p1201,
5,27,PI_535792,SF-BE-r1-p1249,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,1 of 4,,,SF-BE-r1-p1249,
5,28,PI_180348,SF-BE-r1-p1297,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,India,Durra,,1 of 4,,,SF-BE-r1-p1297,
5,29,PI_576399,SF-BE-r1-p1345,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,,1 of 4,,,SF-BE-r1-p1345,
5,30,PI_656026,SF-BE-r1-p1393,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,1 of 4,,,SF-BE-r1-p1393,
5,31,CHECK,SF-BE-r1-p1441,,,,,,,,,,,,,,,,,,,,,,,1 of 4,,,SF-BE-r1-p1441,
5,32,PI_52606,SF-BE-r1-p1489,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,South Africa,Kafir,,1 of 4,,,SF-BE-r1-p1489,
6,1,PI_534120,SF-BE-r1-p0002,,,,,,,,,,,,0.044343,,,,5.243,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,2 of 4,,,,
6,2,PI_365512,SF-BE-r1-p0050,,,,,,,,,,,,0.060571,,,,3.5782,,PHOTOPERIOD_INSENSITIVE,Cellulosic,South Africa,Caudatum,,2 of 4,,,,
6,3,PI_535783,SF-BE-r1-p0098,,,,,,,,,,,,0.068853,,,,33.5356,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,2 of 4,,,,
6,4,PI_564163,SF-BE-r1-p0146,,,,,,,,,,,,0.086981,,,,41.6864,,PHOTOPERIOD_INSENSITIVE,GRAIN,United States,,,2 of 4,,,,
6,5,PI_533902,SF-BE-r1-p0194,,,,,,,,,,,,0.066721,,,,11.8802,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,2 of 4,,,,
6,6,PI_181083,SF-BE-r1-p0242,,,,,,,,,,,,0.069508,,,,9.7878,,PHOTOPERIOD_INSENSITIVE,Cellulosic,India,Durra-bicolor,,2 of 4,,,,
6,7,PI_656065,SF-BE-r1-p0290,,,,,,,,,,,,0.066281,,,,4.8346,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,2 of 4,,,,
6,8,PI_526905,SF-BE-r1-p0338,,,,,,,,,,,,0.076513,,,,21.6676,,PHOTOPERIOD_INSENSITIVE,GRAIN,Zimbabwe,Caudatum,,2 of 4,,,,
6,9,PI_535793,SF-BE-r1-p0386,,,,,,,,,,,,0.074749,,,,2.6936,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,2 of 4,,,,
6,10,PI_593916,SF-BE-r1-p0434,,,,,,,,,,,,0.069687,,,,21.8043,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,2 of 4,,,,
6,11,PI_550604,SF-BE-r1-p0482,,,,,,,,,,,,0.083589,,,,24.9722,,PHOTOPERIOD_INSENSITIVE,GRAIN,Former Soviet Union,Caudatum,,2 of 4,,,,
6,12,PI_534165,SF-BE-r1-p0530,,,,,,,,,,,,0.084007,,,,2.0267,,PHOTOPERIOD_INSENSITIVE,GRAIN,Sudan,,,2 of 4,,,,
6,13,PI_542718,SF-BE-r1-p0578,,,,,,,,,,,,0.066102,,,,30.1549,,PHOTOPERIOD_INSENSITIVE,GRAIN,China,,,2 of 4,,,,
6,14,PI_655972,SF-BE-r1-p0626,,,,,,,,,,,,0.061004,,,,38.0762,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,2 of 4,,,,
6,15,PI_656015,SF-BE-r1-p0674,,,,,,,,,,,,0.062465,,,,21.6823,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,2 of 4,,,,
6,16,PI_561840,SF-BE-r1-p0722,,,,,,,,,,,,0.061036,,,,26.6683,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,2 of 4,,,,
6,17,PI_527045,SF-BE-r1-p0770,,,,,,,,,,,,0.069093,,,,52.7159,,PHOTOPERIOD_INSENSITIVE,GRAIN,Zimbabwe,Caudatum,,2 of 4,,,,
6,18,PI_533998,SF-BE-r1-p0818,,,,,,,,,,,,0.062203,,,,2.2984,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,2 of 4,,,,
6,19,PI_535794,SF-BE-r1-p0866,,,,,,,,,,,,0.079281,,,,36.1488,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,2 of 4,,,,
6,20,PI_576401,SF-BE-r1-p0914,,,,,,,,,,,,0.062394,,,,17.4795,,PHOTOPERIOD_INSENSITIVE,GRAIN,India,,,2 of 4,,,,
6,21,PI_154988,SF-BE-r1-p0962,,,,,,,,,,,,0.070159,,,,30.584,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Swaziland,,,2 of 4,,,,
6,22,PI_535796,SF-BE-r1-p1010,,,,,,,,,,,,0.068524,,,,24.7086,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,2 of 4,,,,
6,23,PI_533792,SF-BE-r1-p1058,,,,,,,,,,,,0.048492,,,,0.60349,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,2 of 4,,,,
6,24,PI_152828,SF-BE-r1-p1106,,,,,,,,,,,,0.067863,,,,29.4093,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Zaire,,,2 of 4,,,,
6,25,PI_655978,SF-BE-r1-p1154,,,,,,,,,,,,0.058498,,,,2.3654,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,2 of 4,,,,
6,26,PI_329435,SF-BE-r1-p1202,,,,,,,,,,,,0.071839,,,,1.4286,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Ethiopia,,,2 of 4,,,,
6,27,PI_535792,SF-BE-r1-p1250,,,,,,,,,,,,0.077208,,,,1.1053,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,2 of 4,,,,
6,28,PI_180348,SF-BE-r1-p1298,,,,,,,,,,,,0.048558,,,,4.486,,PHOTOPERIOD_INSENSITIVE,Sweet,India,Durra,,2 of 4,,,,
6,29,PI_576399,SF-BE-r1-p1346,,,,,,,,,,,,0.062287,,,,3.145,,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,,2 of 4,,,,
6,30,PI_656026,SF-BE-r1-p1394,,,,,,,,,,,,0.076347,,,,27.6882,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,2 of 4,,,,
6,31,CHECK,SF-BE-r1-p1442,,,,,,,,,,,,0.057192,,,,26.697,,,,,,,2 of 4,,,,
6,32,PI_52606,SF-BE-r1-p1490,,,,,,,,,,,,0.050494,,,,6.8828,,PHOTOPERIOD_INSENSITIVE,GRAIN,South Africa,Kafir,,2 of 4,,,,
7,1,PI_534120,SF-BE-r1-p0003,72,68,82,0.35,0.30,0.23,31,34,24,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0003 && PAN.SF-BE-r1-p0003 && LEF.SF-BE-r1-p0003,ANTHESIS && MATURITY && 
7,2,PI_365512,SF-BE-r1-p0051,75,73,70,0.15,0.10,0.05,16,17,16,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,South Africa,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0051 && PAN.SF-BE-r1-p0051 && LEF.SF-BE-r1-p0051,ANTHESIS && MATURITY && 
7,3,PI_535783,SF-BE-r1-p0099,134,125,130,0.45,0.41,0.37,15,16,14,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0099 && PAN.SF-BE-r1-p0099 && LEF.SF-BE-r1-p0099,ANTHESIS && MATURITY && 
7,4,PI_564163,SF-BE-r1-p0147,105,102,103,0.20,0.10,0.10,29,27,29,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,United States,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0147 && PAN.SF-BE-r1-p0147 && LEF.SF-BE-r1-p0147,ANTHESIS && MATURITY && 
7,5,PI_533902,SF-BE-r1-p0195,85,98,99,0.72,0.59,0.42,32,34,35,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0195 && PAN.SF-BE-r1-p0195 && LEF.SF-BE-r1-p0195,ANTHESIS && MATURITY && 
7,6,PI_181083,SF-BE-r1-p0243,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,India,Durra-bicolor,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0243 && PAN.SF-BE-r1-p0243 && LEF.SF-BE-r1-p0243,ANTHESIS && MATURITY && 
7,7,PI_656065,SF-BE-r1-p0291,147,142,152,0.39,0.30,0.27,16,20,20,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0291 && PAN.SF-BE-r1-p0291 && LEF.SF-BE-r1-p0291,ANTHESIS && MATURITY && 
7,8,PI_526905,SF-BE-r1-p0339,110,106,100,0.64,0.52,0.47,17,19,20,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Zimbabwe,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0339 && PAN.SF-BE-r1-p0339 && LEF.SF-BE-r1-p0339,ANTHESIS && MATURITY && 
7,9,PI_535793,SF-BE-r1-p0387,109,118,118,0.23,0.19,0.17,24,18,17,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0387 && PAN.SF-BE-r1-p0387 && LEF.SF-BE-r1-p0387,ANTHESIS && MATURITY && 
7,10,PI_593916,SF-BE-r1-p0435,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,Looked like mixed plot,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0435 && PAN.SF-BE-r1-p0435 && LEF.SF-BE-r1-p0435,ANTHESIS && MATURITY && 
7,11,PI_550604,SF-BE-r1-p0483,128,126,132,0.29,0.18,0.16,32,32,28,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Former Soviet Union,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0483 && PAN.SF-BE-r1-p0483 && LEF.SF-BE-r1-p0483,ANTHESIS && MATURITY && 
7,12,PI_534165,SF-BE-r1-p0531,66,66,64,0.18,0.12,0.09,13,12,13,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Sudan,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0531 && PAN.SF-BE-r1-p0531 && LEF.SF-BE-r1-p0531,ANTHESIS && MATURITY && 
7,13,PI_542718,SF-BE-r1-p0579,125,146,141,0.28,0.12,0.11,22,20,16,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,China,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0579 && PAN.SF-BE-r1-p0579 && LEF.SF-BE-r1-p0579,ANTHESIS && MATURITY && 
7,14,PI_655972,SF-BE-r1-p0627,132,128,127,0.18,0.15,0.15,21,20,16,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0627 && PAN.SF-BE-r1-p0627 && LEF.SF-BE-r1-p0627,ANTHESIS && MATURITY && 
7,15,PI_656015,SF-BE-r1-p0675,143,142,140,0.55,0.39,0.36,17,17,17,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0675 && PAN.SF-BE-r1-p0675 && LEF.SF-BE-r1-p0675,ANTHESIS && MATURITY && 
7,16,PI_561840,SF-BE-r1-p0723,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,Mixed plot,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0723 && PAN.SF-BE-r1-p0723 && LEF.SF-BE-r1-p0723,ANTHESIS && MATURITY && 
7,17,PI_527045,SF-BE-r1-p0771,117,124,128,0.60,0.42,0.35,20,20,20,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Zimbabwe,Caudatum,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0771 && PAN.SF-BE-r1-p0771 && LEF.SF-BE-r1-p0771,ANTHESIS && MATURITY && 
7,18,PI_533998,SF-BE-r1-p0819,79,74,70,0.10,0.04,0.03,15,17,21,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0819 && PAN.SF-BE-r1-p0819 && LEF.SF-BE-r1-p0819,ANTHESIS && MATURITY && 
7,19,PI_535794,SF-BE-r1-p0867,114,107,108,0.23,0.22,0.19,21,19,19,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0867 && PAN.SF-BE-r1-p0867 && LEF.SF-BE-r1-p0867,ANTHESIS && MATURITY && 
7,20,PI_576401,SF-BE-r1-p0915,84,91,92,0.55,0.48,0.42,16,18,17,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,India,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0915 && PAN.SF-BE-r1-p0915 && LEF.SF-BE-r1-p0915,ANTHESIS && MATURITY && 
7,21,PI_154988,SF-BE-r1-p0963,158,133,141,0.34,0.26,0.21,24,25,20,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Swaziland,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p0963 && PAN.SF-BE-r1-p0963 && LEF.SF-BE-r1-p0963,ANTHESIS && MATURITY && 
7,22,PI_535796,SF-BE-r1-p1011,155,147,135,0.34,0.28,0.28,14,18,16,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1011 && PAN.SF-BE-r1-p1011 && LEF.SF-BE-r1-p1011,ANTHESIS && MATURITY && 
7,23,PI_533792,SF-BE-r1-p1059,,,,,,,,,,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,Mixed plot?,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1059 && PAN.SF-BE-r1-p1059 && LEF.SF-BE-r1-p1059,ANTHESIS && MATURITY && 
7,24,PI_152828,SF-BE-r1-p1107,133,130,140,0.50,0.43,0.42,20,18,15,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Zaire,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1107 && PAN.SF-BE-r1-p1107 && LEF.SF-BE-r1-p1107,ANTHESIS && MATURITY && 
7,25,PI_655978,SF-BE-r1-p1155,82,81,87,0.13,0.09,0.08,22,21,23,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1155 && PAN.SF-BE-r1-p1155 && LEF.SF-BE-r1-p1155,ANTHESIS && MATURITY && 
7,26,PI_329435,SF-BE-r1-p1203,96,88,99,0.12,0.04,0.03,22,26,23,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,Ethiopia,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1203 && PAN.SF-BE-r1-p1203 && LEF.SF-BE-r1-p1203,ANTHESIS && MATURITY && 
7,27,PI_535792,SF-BE-r1-p1251,80,78,94,0.41,0.35,0.26,18,21,19,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1251 && PAN.SF-BE-r1-p1251 && LEF.SF-BE-r1-p1251,ANTHESIS && MATURITY && 
7,28,PI_180348,SF-BE-r1-p1299,128,138,124,0.22,0.17,0.15,10,9,9,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,India,Durra,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1299 && PAN.SF-BE-r1-p1299 && LEF.SF-BE-r1-p1299,ANTHESIS && MATURITY && 
7,29,PI_576399,SF-BE-r1-p1347,154,149,158,0.28,0.21,0.20,14,16,17,,,,,,,,,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1347 && PAN.SF-BE-r1-p1347 && LEF.SF-BE-r1-p1347,ANTHESIS && MATURITY && 
7,30,PI_656026,SF-BE-r1-p1395,94,103,104,0.20,0.08,0.05,18,21,17,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1395 && PAN.SF-BE-r1-p1395 && LEF.SF-BE-r1-p1395,ANTHESIS && MATURITY && 
7,31,CHECK,SF-BE-r1-p1443,214,215,217,0.82,0.59,0.57,40,42,41,,,,,,,,,,,,,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1443 && PAN.SF-BE-r1-p1443 && LEF.SF-BE-r1-p1443,ANTHESIS && MATURITY && 
7,32,PI_52606,SF-BE-r1-p1491,116,119,131,0.49,0.42,0.38,23,20,19,,,,,,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,South Africa,Kafir,,3 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,BMS.SF-BE-r1-p1491 && PAN.SF-BE-r1-p1491 && LEF.SF-BE-r1-p1491,ANTHESIS && MATURITY && 
8,1,PI_534120,SF-BE-r1-p0004,,,,,,,,,,0.20598,0.057638,,0.23164,0.28323,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,4 of 4,,,,
8,2,PI_365512,SF-BE-r1-p0052,,,,,,,,,,0.4983,0.061963,,0.34256,0.50215,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,South Africa,Caudatum,,4 of 4,,,,
8,3,PI_535783,SF-BE-r1-p0100,,,,,,,,,,0.45008,0.045175,,0.18817,0.57839,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,4 of 4,,,,
8,4,PI_564163,SF-BE-r1-p0148,,,,,,,,,,0.61987,0.048202,,0.33212,0.42855,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,United States,,,4 of 4,,,,
8,5,PI_533902,SF-BE-r1-p0196,,,,,,,,,,0.68466,0.074037,,0.13951,0.23745,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Ethiopia,,,4 of 4,,,,
8,6,PI_181083,SF-BE-r1-p0244,,,,,,,,,,0.036834,0.07958,,0.31217,0.78497,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,India,Durra-bicolor,,4 of 4,,,,
8,7,PI_656065,SF-BE-r1-p0292,,,,,,,,,,0.32332,0.069261,,0.2008,0.26721,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,4 of 4,,,,
8,8,PI_526905,SF-BE-r1-p0340,,,,,,,,,,0.2772,0.062888,,0.10363,0.43919,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Zimbabwe,Caudatum,,4 of 4,,,,
8,9,PI_535793,SF-BE-r1-p0388,,,,,,,,,,0.56091,0.043126,,0.22121,0.37948,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,4 of 4,,,,
8,10,PI_593916,SF-BE-r1-p0436,,,,,,,,,,0.53066,0.054052,,0.35114,0.59526,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,4 of 4,,,,
8,11,PI_550604,SF-BE-r1-p0484,,,,,,,,,,0.28782,0.07406,,0.31048,0.54676,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Former Soviet Union,Caudatum,,4 of 4,,,,
8,12,PI_534165,SF-BE-r1-p0532,,,,,,,,,,0.56239,0.063039,,0.31519,0.52646,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,Sudan,,,4 of 4,,,,
8,13,PI_542718,SF-BE-r1-p0580,,,,,,,,,,0.74121,0.053309,,0.30079,0.82874,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,China,,,4 of 4,,,,
8,14,PI_655972,SF-BE-r1-p0628,,,,,,,,,,0.027001,0.058191,,0.27379,0.59966,,,,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,,4 of 4,,,,
8,15,PI_656015,SF-BE-r1-p0676,,,,,,,,,,0.43038,0.048201,,0.20947,0.60199,,,,PHOTOPERIOD_INSENSITIVE,Sweet,,,,4 of 4,,,,
8,16,PI_561840,SF-BE-r1-p0724,,,,,,,,,,0.68343,0.049017,,0.26723,0.6339,,,,PHOTOPERIOD_INSENSITIVE,GRAIN,,,,4 of 4,,,,
