


2014,dataset
output_label,AdaBoostRegressor,BaggingRegressor,DecisionTreeRegressor,ExtraTreeRegressor,ExtraTreesRegressor,GradientBoostingRegressor,HuberRegressor,KNeighborsRegressor,KernelRidge,LinearRegression,LinearSVR,MLPRegressor,NuSVR,PLSRegression,PassiveAggressiveRegressor,RANSACRegressor,RandomForestRegressor,SGDRegressor,SVR,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
output_label,AdaBoostRegressor,BaggingRegressor,DecisionTreeRegressor,ExtraTreeRegressor,ExtraTreesRegressor,GradientBoostingRegressor,HuberRegressor,KNeighborsRegressor,KernelRidge,LinearRegression,LinearSVR,MLPRegressor,NuSVR,PLSRegression,PassiveAggressiveRegressor,RANSACRegressor,RandomForestRegressor,SGDRegressor,SVR,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
ADF,0.273239067985,0.30511054095,-0.202105125378,-0.236010797502,0.333761442513,0.376062610093,-0.0044722539815,-0.471816082132,0.285626196567,-1.21919484668e+18,-0.664770593528,-3.15468185592,0.00849502333513,-27.0013345071,-0.984351484864,-0.0353909678813,0.28086074183,-2.86422886443e+42,0.0109973696465,0.386381738528,0.37769645871,0.395658557547,0.38682332099,0.400850305058,0.381947152842,0.399974038483,0.388318755527,0.37262550404,0.397435833908
AD_ICP,0.190108120978,0.198848930392,-0.450810574483,-0.323447425106,0.184429445558,0.268335979155,-0.765471693547,-0.466091015385,0.254124842756,-2.79188437632e+17,-41.6116943917,-18561.7250191,-0.00818375385212,-20.7660454115,-0.394129095186,0.0937392176064,0.195166221791,-3.18205052004e+45,0.0168763972757,0.298113453902,0.294711499481,0.308006638881,0.306000499586,0.312957685571,0.291447438079,0.309950638214,0.306874620122,0.298350194672,0.297097564135
Adj_CP,0.490951522041,0.518420702956,0.200783035622,0.158231310602,0.514563929628,0.616604291701,-0.00303992342409,-0.101362137293,0.529806306581,-1.92684839354e+17,-3.95507074736,-3.6466510944,0.0424816148305,-13.6899850493,-1.16766074428,0.459038409239,0.52051304496,-5.08797808961e+42,0.0531116479694,0.593786946897,0.591814581915,0.598950049793,0.599926268106,0.592859639652,0.596179829843,0.597793687643,0.601177744066,0.585777815961,0.59444152722
Ash,-0.014439151703,-0.203208957824,-1.06151452225,-0.797283405762,-0.179030878117,-0.00213315958313,-0.00360247025506,-0.570642749294,-0.0835895758672,-1.26447581676e+17,-8.43677770576,-419.2604284,-0.0108410902892,-30.1986445525,-0.543584815983,-0.203879008966,-0.155753553583,-3.58918672719e+43,-0.0181356813344,0.0657739680148,0.0725758619067,0.0637360329515,0.0680145825594,0.0719750197558,0.069363795885,0.0579089656665,0.0696174374947,0.0582400177134,0.0696144845928
Cellulose,0.283768751061,0.315000363326,-0.165945997781,-0.0948773336626,0.279787128855,0.369031944507,-0.00102839075795,-0.444654523188,0.3215818133,-9.98652856817e+17,-0.728751916373,-2.46012453895,0.00736680067934,-23.7134535528,-1.34775412794,0.106962250837,0.31774745801,-2.87865661147e+42,0.00876318145119,0.38769741948,0.391071900584,0.399578912452,0.384847270151,0.39174708659,0.396071173989,0.400364716803,0.394054430457,0.38174491217,0.403010897791
Crude_protein,0.478043186983,0.506079751943,0.07034480752,0.198653234671,0.518899487088,0.559229954847,-0.00155756165306,-0.0737942385318,0.465013848851,-3.4849903229e+17,-6.0353973613,-8.81006687438,0.0453080975915,-18.1966668023,-2.29320398416,0.434293362037,0.506335203756,-8.25787709375e+42,0.0599539374875,0.570152359717,0.565192376549,0.575818200533,0.574898823704,0.572173021106,0.566311166277,0.577607675288,0.57477540323,0.575162436368,0.566815331525
DCAD,-0.0311684973296,-0.111406753881,-0.862143815723,-0.901947228797,-0.104179498279,0.0590108153828,-0.0408902670454,-0.648352679104,0.0428802513899,-9.35237886616e+16,-2.52240373087,-0.653227607351,-0.00871648737289,-17.246845177,-0.972754585957,-0.223359116492,-0.0961084584576,-9.26527841409e+41,-0.0371743065773,0.0830946347021,0.0794906155052,0.0963216881233,0.0858221360616,0.0921723043027,0.0607736376557,0.0950587933771,0.0681137995717,0.0735084851446,0.0792640935828
Dry_Matter,0.019206071475,-0.0390372195742,-0.944999014502,-0.745419136304,-0.0657233972345,0.106560887649,-0.00733921636151,-0.508639397223,0.0457121612515,-8.58070494625e+15,-1.62968539023,-102.77950717,0.00497631028162,-28.2920884251,-1.61971392262,-0.21245136669,-0.0574909521118,-9.02211768699e+43,0.00825929574725,0.118884649293,0.122567220704,0.116718937139,0.127379025827,0.133652490055,0.122671730457,0.124433360632,0.126692420917,0.115733580415,0.120383633341
EE_Fat,0.397692144971,0.337876793237,-0.14586720378,0.0135858008046,0.368148463118,0.449471816865,0.0711746576237,-0.249164067138,0.414128949117,-9.67517571278e+16,-103.553464581,-48547.7522625,0.0382297750758,-11.7372419378,-0.225656552878,0.260222554532,0.346495986724,-4.44259973147e+45,0.0201588825179,0.446276408525,0.451205190805,0.449745941843,0.446309377701,0.457614743815,0.448139337498,0.460189748564,0.455001360946,0.453135568533,0.454983005416
Hemicellulose,0.161398276151,0.0638712829602,-0.663671314808,-0.708958082329,0.0149607617314,0.230296574572,-0.00904827083278,-0.396161675599,0.148623880909,-9.1488745748e+15,-0.876669485004,-85.4875839765,0.0212319427431,-23.5307645519,-0.842558517688,-0.0963484029239,0.0418439926551,-2.12723594697e+43,0.0189079690137,0.255603700086,0.267713089114,0.266953830829,0.267588106797,0.272154071099,0.256178757696,0.26630936709,0.264759399625,0.250518131751,0.24961780706
Lignin,0.233264942478,0.252271996912,-0.412896106593,-0.404779751518,0.220325457725,0.289855990194,-0.00721720550824,-0.403313867826,0.164371764278,-1.81241000209e+17,-20.4072818234,-189.077510928,0.0318233991946,-30.9935069274,-0.592608043893,-0.0132849125859,0.250304692732,-4.17212844278e+43,0.0281728355582,0.310459665836,0.302079391435,0.309316652325,0.308491278018,0.301301178846,0.307390584651,0.306609879842,0.31044492839,0.304401980158,0.303205439397
NEG_OARDC,0.278581365464,0.249060693611,-0.23608151894,-0.200319006377,0.287471145143,0.333865611198,-0.00407720913677,-0.460758715675,0.148231152908,-6.23581371463e+17,-0.283574656374,-4.3211163547,0.0161334180262,-31.5287062419,-0.947673143352,-0.0382161013832,0.252108732791,-2.56361472512e+42,0.0182024287637,0.340181011448,0.333925749807,0.343023143582,0.336377695051,0.344267118569,0.3284536424,0.336641891857,0.338049512985,0.327337941563,0.340171525041
NEL3x_ADF,0.0588824286505,-0.0294821687891,-0.869267771025,-0.540802470788,-0.00684869422704,0.0534107889126,-0.0539275176971,-0.449007777023,0.0505236110803,-2.41001211623e+15,-0.686433990819,-21.5656195096,-0.00632118253074,-12.3099705952,-1.18461914762,-0.360170439325,-0.0487089461677,-1.28269224576e+42,-0.0546513291008,0.137905617553,0.149897390624,0.127156412691,0.137429989712,0.140104488614,0.120636050501,0.148824638697,0.150961205237,0.145946341166,0.139707849793
NEL3x_OARDC,0.22975032618,0.261002416553,-0.185426475156,-0.288996030662,0.314959132154,0.352393310999,-0.00298389402007,-0.506028506445,0.0992490881852,-6.09947882885e+17,-0.452897527027,-7.1833130941,0.0149493083112,-43.8435667984,-0.638825059381,-0.0865184320177,0.279375238853,-7.99745220574e+42,0.0153019699792,0.355123526151,0.341758877553,0.343958571621,0.349175147448,0.345175200479,0.341608715283,0.351238236864,0.343725822884,0.3288369031,0.347666109398
NEM_OARDC,0.225832855168,0.232423625483,-0.29850384006,-0.222745043327,0.286461605897,0.329730417187,-0.00440790815383,-0.487061228485,0.0411038041455,-8.90496452902e+17,-0.572911849692,-6.03451425611,0.014738165822,-31.1743860023,-0.962329225056,0.0194017358695,0.2405137087,-2.93000458017e+42,0.0114517157191,0.344992420117,0.32843131493,0.340682482448,0.337548890215,0.332214694465,0.331290172671,0.335393138259,0.326455676389,0.318278872101,0.3340031203
NFC,0.422096206542,0.409737856421,0.0146083667074,0.035629163569,0.384409603632,0.480019286871,-0.0369893376637,-0.270085861536,0.430169970802,-3.82077832898e+17,-0.754823417405,-2.42227466535,0.00467240011458,-19.3821821203,-1.36752623107,0.215237909643,0.396924894172,-1.56804196992e+42,-0.0228347841789,0.511486501025,0.506978335877,0.514593012619,0.510406747163,0.507234521651,0.50637465957,0.516471698972,0.500651688386,0.500600528658,0.507716344081
SPCP,0.417500450753,0.375228476707,-0.0589041654527,-0.00801741142852,0.357518014197,0.461653250595,-0.00501559462457,-0.115352586414,0.352217815445,-6.05986725976e+17,-0.23983408474,-0.0509145269822,7.31839300416e-06,-20.833916691,-0.86903987312,0.200974898425,0.37841385488,-4.4566074657e+40,-0.00344334908447,0.483599710351,0.479716213946,0.483005363319,0.487051093286,0.482926295885,0.473674735506,0.489812268761,0.483612920237,0.484857361092,0.486505268992
Starch,0.0717177757985,-0.00599977950221,-0.643750707879,-0.708340606184,0.00293377986303,0.122064375544,-0.00309273454914,-0.624020594408,0.023059224755,-1.3792114992e+17,-3.12764681856,-839.289910385,-0.0364255071917,-23.5233132833,-0.421220697472,-0.228023755413,0.000523413103019,-2.4134894572e+44,-0.0264888002488,0.156040099075,0.153676616856,0.159654852298,0.163929108398,0.164653629755,0.148156810384,0.152924862231,0.156595179116,0.171025975235,0.155555956256
TDN_OARDC,0.116100298199,0.0583142197811,-0.73181469919,-0.504624617922,0.0788079032228,0.140838415287,-0.00657211677257,-0.446455578106,0.0725877813217,-1.65145895935e+17,-1.37246753636,-23.2843294479,0.0106705067037,-25.401508337,-2.08540423863,-0.0236932367823,0.0596663922672,-3.06300089661e+42,0.00852700656447,0.198679107183,0.196657619927,0.187357337261,0.186701531729,0.197268002706,0.18522654398,0.194114133247,0.198821209296,0.204612393582,0.202555711409
WSC_Sugar,0.452972464271,0.466496452443,0.0941730267222,0.154383188304,0.526827142542,0.544467841965,-0.0315180132136,-0.188745834144,0.474031633155,-1.59553651038e+17,-0.86929746362,-43.3936356014,-0.00828301118569,-19.7770483287,-1.47125962376,0.259228627099,0.460037953009,-1.60758367595e+42,-0.0314375044721,0.541594733937,0.548417386926,0.55270530093,0.54718321768,0.553136799368,0.553980209923,0.552885258507,0.546491724209,0.534497493773,0.550052843776
aNDFom,0.290559873331,0.357238355747,-0.151753864856,-0.0257866269547,0.310840460391,0.4112200635,-0.0105313110306,-0.431021969938,0.285291714858,-1.08548790885e+18,-0.439030428238,-8.45652277687,0.0050951835516,-28.7350216035,-1.36565387448,0.072996762646,0.363907192267,-1.89618886859e+42,0.00151735147007,0.42441591726,0.415702362773,0.442899847927,0.432697038573,0.425814747744,0.428339067908,0.434466420341,0.425847000997,0.414418900322,0.426193964653
zOverall,0.240288499021,0.215135599041,-0.366930832442,-0.292946298889,0.220443925495,0.31199957464,-0.0443622967907,-0.395834813566,0.217368868371,-3.91262981141e+17,-9.48670883331,-3280.03853403,0.00892420153484,-23.8988665189,-1.06178699949,0.0286076184511,0.215841752961,-3.85622585667e+44,0.00409696353176,0.33382112329,0.331965716949,0.336944846053,0.33545719756,0.33772633548,0.329248343476,0.338522543778,0.334811535242,0.328552920834,0.334571348175



2016.noHarvest.noAugmentMissing,dataset
output_label,AdaBoostRegressor,BaggingRegressor,DecisionTreeRegressor,ExtraTreeRegressor,ExtraTreesRegressor,GradientBoostingRegressor,HuberRegressor,KNeighborsRegressor,KernelRidge,LinearRegression,LinearSVR,MLPRegressor,NuSVR,PLSRegression,PassiveAggressiveRegressor,RANSACRegressor,RandomForestRegressor,SGDRegressor,SVR,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
ADF,0.247023261743,0.278065339825,-0.115928468186,-0.133849518671,0.298968648889,0.370783581921,-0.00447225383105,0.0134399713219,0.27619385365,0.294355934262,-0.775116830168,-255518255.46,0.0125119640835,-21.1398802088,-1.39569200336,-0.0523051014915,0.289312877501,-1.53091925516e+43,0.0151157202206,0.353182031003,0.362394198457,0.374980076407,0.363054013738,0.37450525857,0.354431386719,0.369582536455,0.366259651746,0.359416439788,0.37616399713
AD_ICP,0.181844982618,0.21110496705,-0.443815012338,-0.46828379473,0.204078975777,0.26565822592,-1.00274141257,0.0449564448123,0.29872576423,0.278297855155,-41.6116943917,-264953611526.0,0.000316338989699,-19.5660663292,-0.366167595329,0.0471422420262,0.208889757987,-8.4603221805e+45,0.00134193546674,0.290841525856,0.286369267722,0.294168620681,0.297292748779,0.291916955361,0.28719521163,0.302827146109,0.301177078917,0.289631836686,0.290169431622
Adj_CP,0.52969767075,0.528056283412,0.155710880134,0.194821799106,0.525100270573,0.610166734963,-0.00303985732129,0.270279264525,0.572318031519,0.580717963496,-3.04628322087,-226562160.784,0.0524015220829,-8.69777937944,-0.582706494456,0.526563495469,0.518754971257,-3.20688615496e+43,0.0638058638337,0.585652711539,0.586546843183,0.59671796496,0.58836186782,0.584314776925,0.588877018291,0.590022008598,0.587938958369,0.582336844711,0.5892977691
Ash,-0.01697098718,-0.102590667151,-0.989621197029,-0.712698709532,-0.0833120536849,-0.0343492910478,-0.00360247023892,-0.102331232718,-0.0159477477353,0.0097383379419,-8.43677770576,-3093720915.45,-0.0295338467846,-20.8649827353,-0.177565419375,-0.281384303335,-0.0739437511862,-5.42028720968e+43,-0.0271548266811,0.069180999834,0.0726953001433,0.0732291572324,0.070274013834,0.0700428788512,0.0787586796824,0.0712981295362,0.0731157400623,0.0692984875721,0.0696319141915
Cellulose,0.279059821414,0.288732701943,-0.337214891608,-0.0765011151356,0.335403365283,0.358363011244,-0.00191644493964,0.0185154249702,0.319982200089,0.325724263111,-0.730600523064,-133569550.024,0.0120774946705,-18.2158229422,-1.32519531671,0.0756282156532,0.287116634371,-1.53868406436e+43,0.0137282913329,0.369792437791,0.371112861554,0.385154515611,0.384517356607,0.376713078426,0.36245188316,0.38270248698,0.375663138692,0.364195295317,0.375862822683
Crude_protein,0.520497432297,0.50192178652,0.149500545686,0.183203918607,0.496491867857,0.559181039322,-0.000794467552994,0.274528540987,0.517879440831,0.523037796546,-7.77541327712,-406828129.881,0.056473664098,-10.4801637285,-1.08436163976,0.381749450118,0.510867714087,-4.00050479053e+43,0.069834525405,0.558105610075,0.556316908547,0.565977208575,0.558234694181,0.565187405356,0.558929493728,0.571814115494,0.560003570084,0.563168695598,0.56187553324
DCAD,-0.107599650941,-0.0849946800302,-0.822936864934,-1.07316253341,-0.0960427418819,0.020252419345,-0.0408902669866,-0.147623384402,0.0492717391883,0.0399875503412,-0.680473606928,-23276928.6698,-0.00867951821898,-11.7617800907,-0.693970119367,-0.27412568843,-0.0650417671767,-3.48148196288e+42,-0.0366864485067,0.0803252026407,0.0731116543179,0.084662167588,0.081571679384,0.0851448901989,0.0681766937731,0.0831907002772,0.0733867815906,0.0874537485621,0.0903114112886
Dry_Matter,0.023075195992,0.000274073563924,-0.779299837815,-0.713823953208,-0.037554825321,0.0945425906006,-0.00653254575911,-0.0880459997991,0.0913128169618,0.101704031383,-0.426238926646,-7596677348.33,-0.00618954201581,-25.7806999957,-0.772434350195,-0.371373083074,0.00524802613839,-5.68579447933e+44,-0.00603227269183,0.120489726068,0.122026592461,0.119107391838,0.125568100975,0.13317389584,0.12866715579,0.115559169012,0.108189638121,0.109703871796,0.117246605184
EE_Fat,0.371764747159,0.378438875478,-0.109182721152,-0.00777751554985,0.384644860781,0.437929912391,0.0350031291043,0.104403964316,0.414027081188,0.406496098364,-103.553464581,-160850231102.0,0.0385339758121,-9.02078197718,-0.143918208756,0.199528687683,0.382838025517,-8.95379410958e+45,0.0151053989892,0.428226120678,0.437936121083,0.443706796174,0.432211780926,0.44119906656,0.432752215615,0.445804659417,0.443115335335,0.43489768321,0.437908686101
Hemicellulose,0.17975293152,0.169515015645,-0.483661213785,-0.523931251306,0.0742831125597,0.207481080938,-0.00904827034809,-0.00698937506258,0.178395825827,0.166778301898,-1.84482349769,-452235543.65,0.0293676131905,-17.5955069835,-0.640193422787,-0.0972019640865,0.164581980687,-1.13695793303e+44,0.0272695022583,0.251538922248,0.261481786488,0.25434668767,0.254675234383,0.256274880779,0.246693851238,0.252840089003,0.261010131025,0.241484892465,0.245970518752
Lignin,0.194463170233,0.221701175076,-0.406872345448,-0.228368018419,0.207298536432,0.260361489366,-0.00721720531491,0.0418924674274,0.230829438419,0.249844200527,-20.4072818234,-1119450745.98,0.029662173761,-20.4635791375,-0.499373069913,-0.0801722998263,0.23055474596,-2.40678684079e+44,0.0281488417837,0.298033526821,0.292905804069,0.286342264165,0.297670094434,0.294384059425,0.284494482875,0.287976536181,0.292140888625,0.285636001419,0.291923630303
NEG_OARDC,0.24384490772,0.283256220048,-0.223733261775,-0.252068497934,0.312703112322,0.328446285338,-0.0040772017691,0.0790792930549,0.184659274902,0.251255247891,-1.48788343468,-79482414.882,0.0196549289521,-24.4443987596,-0.708157692688,0.0264995740968,0.256844246087,-1.97463674165e+43,0.0200130779513,0.328199270914,0.319113595765,0.315505922829,0.321808019915,0.318292725055,0.302859644158,0.318947722915,0.314150052309,0.304833019701,0.315946035875
NEL3x_ADF,-0.0462353579583,0.0173367027407,-0.826045178655,-0.842434311577,-0.00604692202633,0.0505928643886,-0.0488540382716,-0.140038209702,0.0517885962868,0.0599640206571,-0.585451084474,-31838202.461,-0.00322599914681,-10.2138427049,-0.690248359073,-0.239286814905,0.0217809499076,-8.83942294489e+42,-0.047543548981,0.131333240231,0.124269340584,0.128864712367,0.122032648203,0.134400067747,0.123839085714,0.132927133707,0.139678115809,0.138936935208,0.131547563294
NEL3x_OARDC,0.206172677053,0.267719122956,-0.269559036377,-0.260392768514,0.302071186709,0.345820784769,-0.00298342160626,0.0229804650442,0.187033341304,0.241324572585,-1.30581400852,-329243301.917,0.0184471681362,-34.2965300661,-0.187033887498,-0.033025618098,0.256684469797,-3.59335024164e+43,0.0195456391538,0.321044472076,0.320168264083,0.321462749718,0.315277698554,0.3238529286,0.31421625651,0.328030302455,0.316937107519,0.31367589012,0.315067110626
NEM_OARDC,0.238728606227,0.235062381636,-0.162370819991,-0.199886073641,0.317590114671,0.329070570834,-0.00440790814118,0.05050403297,0.174461637713,0.23461843726,-0.742438428224,-26701425.5965,0.0173646692756,-24.9504144334,-0.559976225941,-0.00900149041747,0.243897846926,-1.50693630829e+43,0.0141186782348,0.31672279604,0.307513260381,0.303983343385,0.308657493017,0.314287771553,0.298499804853,0.309019016141,0.306543246086,0.301296356734,0.307300458624
NFC,0.404662357548,0.435016952239,-0.0615057082014,-0.0186483346971,0.393109550163,0.483636593007,-0.0369893549724,0.0838015156494,0.44480453492,0.43918292645,-0.559112112544,-77709376.1664,0.00969102417068,-14.0918653315,-1.04907000388,0.207021452745,0.443998844042,-7.51233540221e+42,-0.0140052433864,0.476281992622,0.486461803107,0.483105016108,0.478061558551,0.47888430664,0.471941227983,0.4870973337,0.482560590033,0.476897736824,0.487711115447
SPCP,0.423992210552,0.376575002645,-0.0750116691599,-0.0582624718015,0.350700354658,0.449849570172,-0.000221128552813,0.239628246763,0.38834023847,0.395842119585,-1.95281504846,-1702231.15969,0.00108736054821,-15.1703939784,-1.13441269583,0.183657729572,0.370050978028,-2.38221297549e+41,-0.00228682885299,0.464583551612,0.468824117374,0.481103317609,0.47165431296,0.465850661617,0.467754278603,0.471095157565,0.477229390524,0.470358335506,0.470406383532
Starch,0.0536931548356,0.0479938925174,-0.706056921871,-0.589368464906,0.0145020193865,0.100148242234,-0.0030927345421,-0.122155510814,0.0476071150212,0.054013565901,-3.12764681856,-15750210692.9,-0.063140489425,-17.6105962209,-0.316274574127,-0.192574686195,0.0304338190484,-6.19568029808e+44,-0.0380118758763,0.159340539819,0.148676249711,0.162158966549,0.155867066488,0.163558941473,0.14404371831,0.151241063236,0.159895255687,0.15482838461,0.161887268925
TDN_OARDC,0.0883726238594,0.0468503573044,-0.65607489839,-0.447918880296,0.0758467604489,0.138901261208,-0.00657214525927,-0.0817216087633,0.136672980983,0.161952183933,-1.11228131556,-54742310.0171,0.0137169704133,-18.5193329475,-0.368494381155,-0.209348856209,0.0557655029733,-1.63730437761e+43,0.0101750504539,0.185066648676,0.193058238915,0.17674661386,0.171735323863,0.191492003383,0.168847971318,0.19385311842,0.186693605979,0.183032859128,0.187528075724
WSC_Sugar,0.478483734047,0.463891483207,0.058844007005,0.186335120314,0.522508495607,0.530993889591,-0.0154038113053,0.127036434075,0.470338663889,0.488750116355,-0.913446145054,-92157851.712,-0.0011643280234,-14.7396248602,-1.01200842319,0.299340726006,0.473119243301,-9.03300325255e+42,-0.0217457095274,0.514141575618,0.52758963582,0.525256311125,0.515085936453,0.526118126917,0.528974549523,0.526511354589,0.520920073961,0.519711796427,0.522968679524
aNDFom,0.319005208448,0.348920370214,-0.184236978019,-0.0326655084165,0.339148301464,0.399877777728,-0.0105313092802,0.0313465683568,0.293501488757,0.312431282896,-0.558054389673,-118542725.802,0.00932814257686,-22.313615525,-1.03050614933,0.0281584736059,0.344497662882,-1.0690742936e+43,0.00863557892183,0.400562927758,0.399920248633,0.405847930018,0.400339255201,0.407655601469,0.39944497397,0.414846225553,0.395843389358,0.39222543496,0.405257160653
zOverall,0.229206128473,0.233945112231,-0.347098647234,-0.28931813732,0.234832999556,0.300367077821,-0.0561135771172,0.0339755863339,0.252961729353,0.26742937174,-9.60157672239,-21698762511.4,0.00993815653079,-18.0922694445,-0.701798096797,0.00645191147177,0.236012037054,-9.16215644973e+44,0.00539863569057,0.319173610949,0.319928194876,0.32297274926,0.319711947537,0.323678584797,0.314849980164,0.32415171454,0.321069130468,0.316334311731,0.321522960563



2016.noRobotAerialHarvest,dataset
output_label,AdaBoostRegressor,BaggingRegressor,DecisionTreeRegressor,ExtraTreeRegressor,ExtraTreesRegressor,GradientBoostingRegressor,HuberRegressor,KNeighborsRegressor,KernelRidge,LinearRegression,LinearSVR,MLPRegressor,NuSVR,PLSRegression,PassiveAggressiveRegressor,RANSACRegressor,RandomForestRegressor,SGDRegressor,SVR,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
ADF,0.240910485667,0.227602465849,-0.252336618132,-0.163874799204,0.176170329133,0.315366518632,-0.00447225445836,-0.0719697796202,0.254618452578,0.267929075734,-0.775116836893,-168975537.182,0.0129876364093,-25.2672172065,-1.39569202591,-2.20418654628e+19,0.222929616067,-1.53091926182e+43,0.00353940683276,0.327324840767,0.330478523623,0.342159532231,0.328400047165,0.333898423925,0.331438017499,0.342607150157,0.336070224306,0.321098451644,0.341980080487
AD_ICP,0.0777518322053,0.102476905575,-0.357844886508,-0.43209823,-0.0201316143104,0.202563833183,0.103670184747,-0.0823546299769,0.180182767087,0.201959477601,-41.6116943917,-37095839166.9,-0.207898408302,-19.273831616,-0.366167603546,-8.84848863701e+15,0.092884672324,-8.46032223785e+45,-0.108822194425,0.222877649122,0.206547983048,0.22111648887,0.23234913786,0.21746833855,0.215232976787,0.22943676706,0.225687035105,0.212954753053,0.21493635607
Adj_CP,0.46424758209,0.462295354539,0.207879066784,0.214494803337,0.431466142097,0.545896464169,-0.00303983406465,0.287488847673,0.454489420843,0.492498877317,-3.04628388606,-282611183.89,0.301336874534,-16.5986607409,-0.58270651941,-6.92376588044e+15,0.468681219711,-3.20688614801e+43,0.326339662463,0.543118559452,0.536039806725,0.537114927307,0.542933088161,0.540015733888,0.534837505719,0.546268745144,0.535524688867,0.535653856066,0.542163686147
Ash,-0.0475821026999,-0.134562173505,-0.737458636129,-0.837940193705,-0.260952132663,0.0180400848798,-0.00360247026105,-0.0221369967803,0.00966303042025,0.0224733842864,-8.43677770576,-2372257389.01,0.0117498711992,-21.358670764,-0.177565417148,-1.15252727159e+20,-0.123604461121,-5.42028693534e+43,-0.0160758743696,0.0648714934384,0.0591338761006,0.0643509440049,0.059606683565,0.0606027765889,0.0582374768715,0.0491443078844,0.065976710866,0.0591314707013,0.0606920874659
Cellulose,0.251809087243,0.218849546343,-0.184323094338,-0.265575037399,0.188860102788,0.310685801999,-0.00593050377488,-0.0700066271282,0.300571752629,0.284415834183,-0.730602710724,-103952827.989,0.025184261008,-22.7456806941,-1.32519533786,-6.27214121093e+17,0.228093323478,-1.53868403492e+43,0.00588141816702,0.342402756674,0.347157262973,0.358579654111,0.345012298352,0.35542318488,0.342876701532,0.357515498607,0.342831584261,0.3341465543,0.347049189412
Crude_protein,0.448650423526,0.47155253255,0.175012252016,0.187657189694,0.420066417676,0.524833883019,-0.0044442273306,0.300368603697,0.460535009056,0.466043693239,-7.77541327951,-591260607.71,0.2966724388,-18.6614839552,-1.08436166837,-3.1200866639e+19,0.483372550461,-4.0005047945e+43,0.305356965517,0.528396087632,0.521452638195,0.52657405608,0.531496322878,0.528033251329,0.527685936803,0.533121135849,0.530505935506,0.525197386452,0.52589351572
DCAD,-0.138119393976,-0.11857625458,-0.872512896611,-0.757026847514,-0.245512275626,0.063983195218,-0.0408902669563,-0.132827444493,0.0388279948683,0.0454259435968,-0.68047408269,-43557631.2723,-0.00713351520405,-13.9460559476,-0.693970127512,-7.04944669259e+18,-0.121855030639,-3.48148187622e+42,-0.0504002091531,0.0755271925393,0.0667749845478,0.0784545912812,0.0790631699433,0.0729996122797,0.065611512251,0.085798834893,0.0653285052782,0.0724625394886,0.0809725331743
Dry_Matter,0.02500980874,-0.103995045553,-0.912508053547,-0.673417129718,-0.250949586427,0.0850249054003,-0.00669375349872,-0.0467719408232,0.0522398379194,0.0748471255677,-0.426238926922,-2451222750.43,-0.0398324890166,-26.7630773196,-0.772434358814,-1.72818742623e+19,-0.0836391828508,-5.68579445716e+44,-0.0623231483452,0.101618682004,0.0994023094786,0.0834908734522,0.0987514948077,0.100517404093,0.0975755020539,0.0906912402404,0.09951722858,0.09320680954,0.102275064563
EE_Fat,0.344300881726,0.317159190174,-0.0799513302423,-0.0796359432876,0.238212191639,0.402635510888,-1.76955481379,0.0806364034073,0.342843545978,0.348769025541,-103.553464581,-172273629682.0,0.0485938387965,-13.2039767545,-0.143918215935,-9.30934455898e+13,0.323539634261,-8.95379406451e+45,0.0936975315407,0.394222865791,0.401660297685,0.392729529616,0.393741499511,0.393181360347,0.390581417416,0.404535583405,0.399381691165,0.395699732321,0.403850999315
Hemicellulose,0.141317689003,0.0760354598312,-0.535644861431,-0.460165998582,-0.106434407966,0.184439947424,-0.00904826015784,0.0112659060635,0.174365571682,0.157783132877,-1.84482349734,-1503735951.1,0.043988227338,-20.4968829064,-0.640193434447,-1.22024912912e+18,0.0726978268141,-1.13695792848e+44,0.0329446410133,0.215102085196,0.22208740968,0.228831617074,0.233255404248,0.227844772278,0.206734593785,0.225391765069,0.214160451177,0.216041671255,0.216324517498
Lignin,0.143511464534,0.212169477847,-0.372317956947,-0.345961117835,0.154222060257,0.268152415858,-0.00721720615022,0.0909689655781,0.182409020547,0.220153976506,-20.4072818234,-798839294.39,0.126415606198,-24.9704387476,-0.499373088,-1.81813890709e+19,0.209431028742,-2.4067868444e+44,0.124341546107,0.271923450477,0.254850879109,0.261105069537,0.263051644353,0.26566989729,0.258924247205,0.259650904153,0.275384942243,0.2601797164,0.264564201504
NEG_OARDC,0.187392419157,0.193093017002,-0.304585713294,-0.239126525589,0.214742196154,0.255906064004,-0.00407720940024,0.0403748077874,0.158488048501,0.241051640247,-1.48788393787,-146874030.303,0.0859182939591,-26.7183200854,-0.708157697134,-2.9184474902e+18,0.21453521243,-1.97463671465e+43,0.0623496055646,0.298260646904,0.275825219318,0.281391557536,0.284198978272,0.277436437842,0.279031342022,0.286443822029,0.286136988476,0.278840583975,0.288471581111
