


2014,dataset
output_label,AdaBoostRegressor,BaggingRegressor,DecisionTreeRegressor,ExtraTreeRegressor,ExtraTreesRegressor,GradientBoostingRegressor,HuberRegressor,KNeighborsRegressor,KernelRidge,LinearRegression,LinearSVR,MLPRegressor,NuSVR,PLSRegression,PassiveAggressiveRegressor,RANSACRegressor,RandomForestRegressor,SGDRegressor,SVR,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
nfc,0.48222822904,0.549935121262,0.292130068827,0.264364410071,0.589146218319,0.542853765183,0.564894062226,0.279223239875,0.570595110607,0.556217631725,0.291564342153,-16648.3468503,0.0820360507629,0.379375499956,-0.220685078087,0.448411021948,0.545865625658,-1.09639932302e+30,-0.240216484898,0.605482173324,0.624990152583,0.60454294224,0.59735991287,0.621240781897,0.607521160798,0.614915441148,0.610690719057,0.620286436496,0.611572195145



2016,dataset
output_label,AdaBoostRegressor,BaggingRegressor,DecisionTreeRegressor,ExtraTreeRegressor,ExtraTreesRegressor,GradientBoostingRegressor,HuberRegressor,KNeighborsRegressor,KernelRidge,LinearRegression,LinearSVR,MLPRegressor,NuSVR,PLSRegression,PassiveAggressiveRegressor,RANSACRegressor,RandomForestRegressor,SGDRegressor,SVR,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
ADF,0.393433292216,0.371571414968,-0.0558528873045,0.0389486522157,0.393756268447,0.480898684382,-0.0044718571271,-0.355435468543,0.336997169014,-228364.206488,-1.37502209082,-256.995204622,-0.00440490821206,-11.7643132176,-0.598214596947,-69089124510.5,0.369865048143,-1.39163965089e+42,-0.0038686598969,0.499464745052,0.498100647998,0.493706621454,0.502125462841,0.508467402333,0.497485572139,0.512532408749,0.508381932498,0.489809343548,0.508985753501
AD_ICP,0.303112108442,0.315603764644,-0.149530848715,-0.163474917655,0.343486883287,0.390080290602,0.248396793466,-0.233021471262,0.349881621806,-77256.4376879,-41.6116943917,-220182.576418,-0.00414821281432,-4.44023004831,-0.121344682714,-14030323144.0,0.333627218792,-8.02471652982e+45,-0.00320568965428,0.408145403995,0.412429693149,0.403765396473,0.417736190131,0.40911111436,0.410493249147,0.41275081877,0.420405437592,0.41129558142,0.403606420147
Adj_CP,0.678693213389,0.670412844324,0.376732273582,0.459990463615,0.678448831025,0.708811540383,0.245833105668,0.461109393563,0.683892896547,-33357.5928728,-3.04912923878,-73.6709072354,-0.00191103926665,-1.47107361539,-0.66089584755,-479843806.149,0.670263148869,-1.96193364717e+42,8.76608536331e-05,0.726640693792,0.720501350026,0.725445939185,0.727101461327,0.729029836723,0.72165024866,0.726309565862,0.726304063955,0.726358265454,0.723854638835
Ash,0.0120630134313,0.00289077058469,-0.717095250647,-0.723324576819,0.00392101779012,0.0388285077052,-0.00360246907432,-0.446484629107,-0.00428823707429,-31812.3433046,-8.43677770576,-1417.30424664,-0.0045443863017,-17.5910559657,-0.91827525082,-504177147188.0,-0.00255516596176,-5.00720582376e+43,-0.0070201964828,0.142143425528,0.128723648507,0.129466428311,0.137416880277,0.130198747809,0.129348099671,0.125241917123,0.128110401921,0.147259602569,0.131544167088
Cellulose,0.4042828498,0.35832699145,-0.193284127497,0.0156419043689,0.436436604199,0.475030032495,0.00853945500138,-0.294778881852,0.367211214139,-274110.974118,-0.797591400305,-41.6822040904,-0.00537524491034,-8.31172911631,-1.88645899198,-13147983071.0,0.365082379664,-8.92148133742e+41,-0.0048086987462,0.508430488816,0.498504376151,0.4982804533,0.506521562918,0.497219297873,0.500573287164,0.518403107524,0.500814587027,0.493773880326,0.50266492494
Crude_protein,0.648318237604,0.614903478007,0.313289225202,0.390563825273,0.647686071759,0.677833088874,0.248033626741,0.362248015224,0.63502338189,-98951.7134868,-7.51804960107,-31.6604317654,-0.00477279409491,-3.59341744687,-1.27253399295,-8792772362.53,0.616872272525,-2.42258951498e+42,-0.00139361993614,0.679445310828,0.677147279666,0.680531127745,0.679894593897,0.682238959969,0.68089123665,0.677658389633,0.677652770004,0.681317087387,0.677043141808
DCAD,0.0420336152548,-0.00959087441278,-0.86843367109,-0.751602198259,0.0186406878361,0.0946009996229,-0.0408906144502,-0.604460420493,0.0275936338707,-6428.39684217,-0.253082944932,-4.85439204489,-0.0102429785203,-9.60461113872,-0.538364100422,-15404899032.0,-0.00293451978965,-2.93640791525e+41,-0.040625500859,0.133454876212,0.122384924357,0.132751125381,0.123308835673,0.129891571248,0.124477124168,0.136794489552,0.119700211374,0.121001281782,0.117683240715
Dry_Matter,0.182183728369,0.0666633894215,-0.621977001763,-0.541911956158,0.0899291414655,0.197370965237,0.10849397756,-0.245279356702,0.243498044603,-942823.354665,-2.05989989148,-976.392525493,-0.00197602745774,-6.6527149885,-0.996908885705,-303201338262.0,0.080595473609,-4.29943741149e+43,-0.00216780116611,0.217848099413,0.217067293109,0.221386548739,0.245562825143,0.224772589306,0.217350444279,0.233792778243,0.225095565324,0.217295404129,0.244218926571
EE_Fat,0.524905360721,0.523106373632,0.117132317836,0.106060575794,0.501647279239,0.568577849827,0.449279104521,0.163259153903,0.512200101006,-336985.014217,-103.553464581,-68231.81678,0.000819691370949,-1.75196791179,-0.19918400602,-9661612324.13,0.50783035749,-8.78049692626e+45,-0.0116197487025,0.58606860966,0.583136598727,0.573256543734,0.58813962191,0.577331462211,0.577763461129,0.586172407697,0.581449928449,0.580743382483,0.581490508093
Hemicellulose,0.175253077293,0.190313606506,-0.304674981819,-0.355059398525,0.172285302399,0.245928198958,-0.00904849844456,-0.432187009249,0.188535902385,-73219.995911,-0.641958336817,-412.831227317,-0.00500811678782,-12.7137525762,-0.223147668353,-45156526055.3,0.185230969672,-6.59224815164e+42,-0.0125648823813,0.288996387513,0.308225765653,0.292919798935,0.30231638854,0.290115519194,0.282622197548,0.299439325573,0.298947116434,0.29458500635,0.297189331149
Lignin,0.318890271004,0.351644417552,-0.0430433689726,-0.0116887396343,0.391136805841,0.443929740161,-0.00721679508258,0.0552137933715,0.335572183965,-31370.4585452,-20.4072818234,-403.963873343,-0.00240929778925,-9.32255677692,-1.17916964834,-9020457549.16,0.352816761273,-2.1925948849e+43,-0.0065366716494,0.457523281182,0.462691395814,0.469717093429,0.465376086433,0.459410693611,0.469872156791,0.460334458436,0.470217057811,0.468143612685,0.463111249507
NEG_OARDC,0.407057559094,0.457957566962,-0.113599325599,0.0138120874105,0.463106487388,0.503687758726,0.0141297778109,-0.0844865503401,0.298012120526,-531.75007652,-0.755013532807,-15.5723887607,-0.00280257439043,-19.7529007533,-0.773747721644,-164060518626.0,0.441624887715,-8.93309773926e+41,-0.00277723383621,0.511306912087,0.525239125581,0.524831602758,0.517184196359,0.520515220442,0.517138795985,0.523977664161,0.523314760745,0.525651382637,0.525216974594
NEL3x_ADF,0.0668393004319,0.041311628579,-0.589426584831,-0.460545211704,0.0168003394634,0.145124270422,-0.0214548526914,-0.30104663706,0.134399877953,-1839.91720584,-0.431088095993,-14.4676703976,-0.0142279076824,-3.37983672965,-0.324818843743,-40819007120.4,0.0508250713199,-2.69009594265e+41,-0.0658927881079,0.201771462991,0.206673790119,0.200783537785,0.206311863221,0.204977761323,0.190009949481,0.200550829518,0.204654263743,0.194967419917,0.202770002179
NEL3x_OARDC,0.354029221404,0.350749867594,-0.0904898388493,0.0168909106616,0.404640658354,0.468717916929,-0.00298414420398,-0.220806974531,0.334805449258,-13325.0053713,-1.86563649635,-42.0182835102,-0.00260002738487,-18.813985281,-0.722501512732,-10747482844.2,0.342596288166,-2.72007294604e+42,-0.00206256370762,0.477752581493,0.489278937401,0.488098818333,0.484806095871,0.488129644235,0.485084989369,0.48709706373,0.494023898136,0.486691761767,0.492839155592
NEM_OARDC,0.359957904371,0.374247988522,-0.0584532206029,0.013496346335,0.459232360362,0.47460427128,-0.00440757832211,-0.143427992099,0.329109037675,-104447.297194,-1.58610742336,-53.8133392446,-0.00233462552701,-19.2586216136,-0.45741567846,-30869260333.4,0.371560073778,-1.56790406182e+42,-0.00411253511003,0.499726125041,0.50172242175,0.503597032565,0.495248679118,0.502585826506,0.502750376313,0.514070037415,0.507758788562,0.512311652365,0.514060818292
NFC,0.516640420868,0.496142520725,0.119947442011,0.182530991541,0.498958251943,0.566477575929,0.0297200545933,-0.0771625781224,0.486758289656,-324227.826746,-0.802472992797,-87.3232659723,-0.00657300851112,-5.57588569084,-0.863086700276,-46008757417.1,0.490575840978,-6.49724713317e+41,-0.0393496424744,0.582204414406,0.583948847107,0.572960588841,0.588155240948,0.576389654039,0.576068479819,0.588191106529,0.585472216825,0.581383243128,0.590550919056
SPCP,0.516198724107,0.479525165922,0.157709933867,0.170524884861,0.474478389395,0.533460724554,0.0432623030136,0.0582013173061,0.444876642865,-46300.7666108,-1.28463535376,-0.700142785768,-0.00496277124297,-10.2680860096,-0.604237829188,-48815481941.3,0.464610007633,-1.38125703458e+40,-0.00935593376231,0.54407611546,0.554983251457,0.554199070976,0.554523491947,0.550810045436,0.545758225546,0.55831654643,0.555222961937,0.549605476072,0.552429157116
Starch,0.135305660284,0.0646684524607,-0.698637245325,-0.566976182059,0.0676435026701,0.159446744169,-0.00309273402251,-0.403723356015,0.0609951618639,-7674.80323301,-3.12764681856,-5055.65567526,-0.00217491487142,-12.5785821074,-0.295852328036,-95344361707.1,0.0688007148947,-6.07650145633e+44,-0.00156466544257,0.210996428697,0.22418099217,0.210890145497,0.211345342962,0.225400095009,0.213283516642,0.216144230511,0.213421552018,0.223053039053,0.224581237796
TDN_OARDC,0.203642530293,0.144646235332,-0.511893792024,-0.327782663734,0.184669285664,0.257133192152,-0.00657172312035,-0.190401046857,0.246222731768,-5628.89933006,-1.49579023226,-11.3717199552,-0.00441023583697,-12.1039138959,-0.83667577726,-11050300783.6,0.163909080313,-5.09015402084e+41,-0.00664942158803,0.286801578126,0.290355905119,0.288078658667,0.288203285996,0.28730102099,0.283578819612,0.285402535549,0.280106864907,0.286217401719,0.279184087487
WSC_Sugar,0.571674229295,0.576807415937,0.238035771359,0.24246563129,0.575961935932,0.605225197713,0.0891310157524,-0.0437819961576,0.541004808214,-145675.399362,-0.827903088025,-17.9882783272,-0.0223057438133,-6.58885688294,-1.77359077447,-174931860889.0,0.579572107535,-5.23729612851e+41,-0.0493485761533,0.620648466584,0.619697146223,0.6169646704,0.624350371259,0.61761941949,0.618483656593,0.632215881293,0.623707954176,0.63040899902,0.627794121067
aNDFom,0.437350342533,0.406033631984,0.042346049327,-0.0151358309818,0.434598091219,0.511891051199,0.000490557519805,-0.330795317056,0.372027316717,-224529.822132,-1.16892975643,-10.6939620793,-0.00496386788671,-13.2039383485,-0.0983921461583,-25016124788.2,0.402132276931,-6.19916909066e+41,-0.0117604183149,0.527845316815,0.52813330203,0.523199843732,0.533564873501,0.520129412544,0.522420490009,0.532520386482,0.531322717288,0.520955975591,0.53164028828
zOverall,0.345326888581,0.326092221462,-0.173866625326,-0.107932162008,0.345593533127,0.407031361968,0.0657889764337,-0.157488000575,0.329729968983,-143279.141686,-9.66900837126,-14159.2072827,-0.00530138056816,-9.94009667215,-0.730705570655,-78086913512.1,0.326328585407,-8.35675079923e+44,-0.0136475041485,0.433870986843,0.435863175815,0.433563383154,0.438056826203,0.434840252126,0.431766875082,0.439424568989,0.436956430987,0.435372799971,0.437736145896



2016.noAugmentMissing,dataset
output_label,AdaBoostRegressor,BaggingRegressor,DecisionTreeRegressor,ExtraTreeRegressor,ExtraTreesRegressor,GradientBoostingRegressor,HuberRegressor,KNeighborsRegressor,KernelRidge,LinearRegression,LinearSVR,MLPRegressor,NuSVR,PLSRegression,PassiveAggressiveRegressor,RANSACRegressor,RandomForestRegressor,SGDRegressor,SVR,random_forest_0,random_forest_1,random_forest_2,random_forest_3,random_forest_4,random_forest_5,random_forest_6,random_forest_7,random_forest_8,random_forest_9
ADF,0.416229631651,0.448148852543,-0.080581990181,-0.0144678909377,0.434378767293,0.48625928711,-0.00447185641681,0.0244759466844,0.346191733885,-1960489.27554,-0.775122168891,-129660865.162,-0.00473369807369,-10.5904303044,-1.39569129112,-6925784079.22,0.437333471158,-1.53091889125e+43,-0.00456251085338,0.477448087047,0.492919958864,0.480798716302,0.480716071444,0.482012016912,0.476325730843,0.484460978106,0.486076449102,0.48613641825,0.48565071257
AD_ICP,0.328720442713,0.345257262434,-0.146785953254,-0.16355334324,0.308226269901,0.391760968217,0.136593463078,0.202986507384,0.366714048256,-650879.541407,-41.6116943917,-85760956085.0,0.000686084693273,-2.99604915331,-0.366167192292,-1462951112.51,0.329409177151,-8.46032538078e+45,-0.0126883688324,0.401025980474,0.400170144619,0.396054836718,0.416083074599,0.413396149836,0.397322481946,0.408587385023,0.411025572267,0.398470459979,0.397472771129
Adj_CP,0.679106984961,0.683439890289,0.428663862912,0.421212599069,0.677363217645,0.702001962065,0.246497799806,0.646240783506,0.685613908249,-349934.36976,-3.04623172132,-219235228.205,-0.00166534539322,-0.791171287569,-0.582699795904,-195215774.622,0.681866834607,-3.20688648299e+43,-4.7319653687e-05,0.722511188762,0.717586865612,0.717386472966,0.723974809942,0.723563929968,0.71951146011,0.723962194873,0.725114452186,0.716983614945,0.720788489813
Ash,0.0264400271174,0.0347750744093,-0.604917319924,-0.666344667301,0.0421859232904,0.0344956913517,-0.00360246906986,0.00463863509363,-0.0176645252784,-561460.395813,-8.43677770576,-3603596400.54,-0.0037742032939,-12.5814556395,-0.177565456798,-439941692.319,0.0463627495237,-5.42028712237e+43,-0.00289272434023,0.136762631779,0.122572590686,0.135685476261,0.119387022788,0.139129321858,0.125420408674,0.125281030545,0.143952854086,0.130314557015,0.131712842391
Cellulose,0.420608877883,0.431683475477,-0.0756482460144,-0.0456083479084,0.441800472711,0.469984681008,0.00848082452013,0.0813988607145,0.368809797663,-2529109.03005,-0.730523934539,-72064428.6319,-0.00489517440384,-7.47021782939,-1.32519390035,-408438260.093,0.436971850763,-1.53868390811e+43,-0.00432276680648,0.49242874042,0.489021066356,0.479668331595,0.490909472079,0.493398372974,0.475708373146,0.484146929928,0.480737957405,0.485519881995,0.483804182828
Crude_protein,0.657624130455,0.63124108864,0.290405500626,0.393264841489,0.646944941536,0.672956293964,0.250885909393,0.558066325313,0.631430616302,-1484628.19873,-7.77541333189,-468997689.105,-0.00370795592909,-1.64286712494,-1.08435494734,-543515536.79,0.638443770954,-4.00050448224e+43,-0.000991970206678,0.675444422884,0.669600863218,0.676412791351,0.681316527573,0.680871419039,0.67917457671,0.673930910761,0.678011556864,0.678383578033,0.676561575399
DCAD,0.0232221524488,-0.0319567353143,-0.889455116932,-0.607293442781,0.0127253334899,0.0818290029006,-0.0408906158252,-0.0293624359611,0.0353652542509,-4446.58026315,-0.680452990802,-28729039.9002,-0.010432565618,-6.99263712265,-0.693969215058,-928319868.438,-0.00205375204798,-3.48148262905e+42,-0.0406711302264,0.143678809002,0.121724277741,0.133305214038,0.133133016218,0.135241581571,0.111809407572,0.134236651798,0.133679708737,0.122230005892,0.126738955139
Dry_Matter,0.185915887395,0.144986742804,-0.662350340657,-0.528347839138,0.0817035827486,0.194486303809,0.108473785919,-0.00320511622209,0.220243906629,-11354317.5089,-0.426238613609,-8164338820.64,-0.000618671715533,-4.68612902247,-0.772431469211,-3093136967.3,0.137521562177,-5.68579400317e+44,-0.000313551077569,0.221900016385,0.222532579197,0.212554033756,0.229865118888,0.22085517344,0.217264136795,0.222131226451,0.216076169722,0.216504588387,0.229361065449
EE_Fat,0.521883089637,0.511356881623,0.0772109690926,0.111289359517,0.525031893987,0.571423073143,0.449322873439,0.427333647056,0.498773855881,-4090844.11689,-103.553464581,-505151151727.0,0.00249107397991,-1.5270447269,-0.143917365107,-2670276626.19,0.508149562287,-8.9537907315e+45,-0.00169841813379,0.576832633781,0.577563872621,0.576400516708,0.575618497591,0.575119744461,0.571316781868,0.581745896953,0.569243410249,0.572323456983,0.576490650823
Hemicellulose,0.223001231472,0.248578157238,-0.514542912899,-0.347581614519,0.157187459876,0.23199203488,-0.00904849937636,0.00808950776816,0.200859984927,-606840.465035,-1.84482352343,-984820144.936,-0.00467662408388,-11.2048634251,-0.640193103708,-1628476125.81,0.246823229792,-1.1369580093e+44,-0.01027852589,0.280222654814,0.302045767448,0.29353022626,0.291197575728,0.285398491263,0.283890063077,0.293807548072,0.290453120128,0.287515437092,0.291617305392
Lignin,0.324197680585,0.358543172138,-0.0202779774282,-0.0367355925324,0.375538802305,0.442845641253,-0.00721679266021,0.276351380549,0.369382042424,-545081.585015,-20.4072818234,-650113775.301,-0.00117524049556,-5.08356670901,-0.499369442687,-1017497705.18,0.334407166729,-2.40678677056e+44,-0.00213225452371,0.449563166801,0.439248719695,0.445830663792,0.4596936208,0.441967998005,0.451587862914,0.448059674245,0.443659096447,0.448492889827,0.444107411214
NEG_OARDC,0.375622371864,0.435798422481,0.0190453714602,0.164563821985,0.448010167791,0.499022244638,0.0143250100949,0.177834203694,0.361089368093,-19124.8180563,-1.4878146481,-133565879.039,-0.00291909308894,-15.2798647431,-0.708156187696,-928391826.422,0.440381540047,-1.97463681847e+43,-0.00273539221065,0.494375992973,0.508409452999,0.496105800019,0.495687442216,0.499514765121,0.49681285936,0.50154288996,0.494464633645,0.500787822267,0.499590064981
NEL3x_ADF,0.0880738374697,0.125560477632,-0.596494717692,-0.689877301543,0.0408424028813,0.128814312372,-0.0214368175853,0.0652012877087,0.120390024094,-4004.84871255,-0.58531753962,-75826037.6721,-0.0136917639434,-2.35448438511,-0.690246097534,-4985973773.84,0.123131320824,-8.83942361953e+42,-0.0629027255649,0.198840467066,0.20748528627,0.204311199617,0.197005133709,0.195787512984,0.187543645816,0.198809810517,0.204355599284,0.188843325179,0.20840736804
NEL3x_OARDC,0.341010777137,0.418985973528,-0.00821517278132,-0.0799222553585,0.396900255346,0.4565630223,-0.00298413599577,0.0653772640234,0.324757190216,-41052.5944159,-1.30577780859,-332478012.951,-0.00251646278799,-15.3022410608,-0.18703379619,-1330878701.36,0.396811909488,-3.59335043908e+43,-0.00168389132051,0.454233797166,0.466354527597,0.45610129962,0.468919994136,0.468431607648,0.460023899873,0.466691055851,0.467310490716,0.470421601157,0.463639526596
NEM_OARDC,0.389291001622,0.405812081504,-0.000394652090782,-0.0829106517608,0.441742047061,0.47507507378,-0.00440757824937,0.140857981627,0.351234771244,-855659.308449,-0.742391864427,-82322153.0634,-0.00218874191001,-15.4388484558,-0.559975693036,-28896826297.4,0.408230461399,-1.50693638066e+43,-0.00323165690288,0.468754690643,0.487974905066,0.472564215477,0.485287751683,0.481115460367,0.475406173691,0.48396476696,0.485902130821,0.481134286637,0.481450803885
NFC,0.525966178866,0.513966987308,0.0926737932453,0.172921557498,0.512644622594,0.547392190014,0.0297142046955,0.211608818723,0.49236472599,-3299257.46736,-0.55881281188,-45146902.8008,-0.00657233713233,-5.44499859766,-1.04906621375,-832873040.55,0.500451248592,-7.5123348235e+42,-0.037579255949,0.569020672808,0.562787153119,0.562550725149,0.569488397123,0.563209259736,0.558605117405,0.571668639118,0.567026851768,0.569798291549,0.568159081232
SPCP,0.52552273859,0.480393654861,0.13399563121,0.127016994936,0.477350042038,0.546213748882,0.0446233648611,0.376246527408,0.456014867297,-962836.346106,-1.95202907778,-2326279.35499,-0.00482645434243,-8.39005859667,-1.13440957834,-2675540471.83,0.481689654971,-2.38221261605e+41,-0.00955340432196,0.547257189612,0.558827468217,0.555560745295,0.55091243007,0.555666710578,0.547682885471,0.550653274521,0.553179708213,0.553356276404,0.547425654238
Starch,0.131833147129,0.135518276383,-0.676033595318,-0.53992922676,0.106332434764,0.149168543927,-0.00309273401558,0.00553286073713,0.090511738924,-115440.395307,-3.12764681856,-32818384305.6,-0.00264122517384,-11.8648603441,-0.316274549152,-11876061248.4,0.135630255029,-6.19568110783e+44,-0.00251368152056,0.215023485545,0.215866777639,0.205583211141,0.220141334337,0.217292586203,0.21615186425,0.216158725198,0.216540120359,0.2175114905,0.213567358833
TDN_OARDC,0.197471750918,0.2256552995,-0.525484005606,-0.416004379711,0.171563047886,0.253297192946,-0.0065717252944,0.116358975297,0.235596928931,-87203.6232233,-1.11219711863,-156070740.742,-0.00389785963339,-7.81544297202,-0.368492760687,-530295702.608,0.206452030304,-1.63730453585e+43,-0.00571189624681,0.283006769228,0.286151925344,0.291194912499,0.282089146705,0.282438131018,0.281961171566,0.286243895592,0.288311873657,0.281659604443,0.292769176882
WSC_Sugar,0.559196468093,0.563458528716,0.250394900036,0.276219989408,0.581104128739,0.590160191479,0.0894155008972,0.241750820941,0.54566447062,-1391396.46615,-0.913144943111,-17788847.0177,-0.0224350995915,-6.80623216888,-1.01200676481,-4426509905.13,0.578158314193,-9.0330033972e+42,-0.0472100772058,0.59122739937,0.597825326317,0.596078021995,0.601878409747,0.593180548596,0.593569396228,0.600536488401,0.596061902583,0.598019947739,0.60256286443
aNDFom,0.428500126134,0.470804339902,0.0405935652368,0.0265005247108,0.461545643738,0.510853778807,0.000508407558918,0.016505159408,0.395735277919,-2015988.0456,-0.55803322537,-40408403.0848,-0.0047219139368,-11.8923788657,-1.03050653437,-3475117729.8,0.490932927347,-1.06907436977e+43,-0.0106793839945,0.504011469582,0.503944810667,0.503020236257,0.505339027369,0.502466125848,0.492326877084,0.504191890281,0.505331524419,0.500813163646,0.50106712228
zOverall,0.350925644483,0.361047995433,-0.165152305093,-0.120266041185,0.349577212268,0.401742630421,0.0607199009416,0.172108949593,0.337099046977,-1568094.99909,-9.60148526869,-30425618179.3,-0.00471015580353,-7.91218297786,-0.701796255006,-3774858211.7,0.359862156442,-9.16215638162e+44,-0.0125905193229,0.423979536483,0.426219730442,0.42336655461,0.427554470226,0.426193186068,0.419972151162,0.426705326817,0.426500722984,0.424058128472,0.425854523026



2016.noHarvest,dataset
