SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,SYNTHETIC_HGT,SYNTHETIC_PAN,Crude_protein
1.11,-1.0,0.97,0.15627,0.080575,0.048203,0.32977,0.37714,-1.0,18.3683,38.3954,340662.431625,3832775.96375,2.0,3.0,20.0,6.0,144.333333333,-1.0,10.27
1.37,-1.0,1.19,0.67418,0.033182,0.069168,0.31022,0.54674,-1.0,59.349,18.3216,340663.912875,3832779.9875,2.0,1.0,10.0,0.0,169.333333333,-1.0,6.99
0.25,-1.0,0.22,0.68611,0.063232,0.064444,0.40294,0.4552,-1.0,17.8309,13.3219,340665.419375,3832784.26875,2.0,1.0,5.0,7.0,80.0,-1.0,12.21
0.67,-1.0,0.54,0.72821,0.052557,0.068184,0.31726,0.26838,-1.0,18.0895,29.8031,340666.954,3832788.6275,1.0,3.0,26.0,0.0,106.333333333,-1.0,12.02
0.34,-1.0,0.28,0.99963,0.038107,0.048488,0.17845,0.23039,-1.0,1.5258,5.5996,340668.4875,3832792.9825,2.0,1.0,17.0,7.0,60.3333333333,-1.0,10.45
0.67,-1.0,0.55,0.0028248,-1.0,0.021681,0.17961,0.61919,8.2825,43.6853,10.0992,340618.7585,3832660.45625,2.0,3.0,10.0,4.0,141.333333333,-1.0,8.8
0.59,-1.0,0.48,0.99956,0.099956,0.063308,0.19005,0.50848,8.8507,21.0395,25.6648,340620.315125,3832664.88,2.0,1.0,17.0,9.0,164.333333333,-1.0,6.55
1.38,-1.0,1.1,0.66667,0.03527,0.066435,0.30494,0.44395,9.2509,39.1928,24.3618,340621.827625,3832669.1775,2.0,3.0,10.0,0.0,165.666666667,-1.0,6.46
1.41,-1.0,1.15,0.99974,0.064352,0.068016,0.21033,0.36752,6.8485,15.5189,31.1251,340623.205125,3832673.43125,0.0,0.0,0.0,0.0,115.333333333,-1.0,10.16
0.61,-1.0,0.48,0.66476,0.045387,0.073809,0.20451,0.36212,12.2822,45.4752,24.846,340624.725625,3832677.7475,2.0,1.0,0.0,2.0,110.333333333,-1.0,8.56
1.1,-1.0,0.9,0.79394,0.058238,0.086232,0.15491,0.41283,6.3826,32.3314,34.2689,340626.198625,3832681.93,2.0,3.0,10.0,0.0,168.666666667,-1.0,7.45
2.41,-1.0,2.04,0.86543,0.038864,0.088835,0.18499,0.49805,11.074,21.108,43.0892,340627.723625,3832686.26,2.0,1.0,10.0,0.0,152.0,-1.0,9.71
1.0,-1.0,0.84,0.87776,0.029966,0.085394,0.19625,0.34747,7.2408,56.2118,34.2031,340629.3,3832690.73625,2.0,1.0,26.0,9.0,149.0,-1.0,9.61
1.42,-1.0,1.16,0.97726,0.041076,0.077856,0.053296,0.26394,8.6802,38.7354,34.8224,340630.808125,3832695.02,2.0,1.0,36.0,6.0,125.666666667,-1.0,9.36
0.73,-1.0,0.51,0.77794,-1.0,0.07134,0.16749,0.1983,5.5778,18.5241,35.9608,340632.313875,3832699.29125,2.0,1.0,26.0,4.0,88.0,-1.0,10.55
0.39,-1.0,0.27,0.96547,-1.0,0.067367,0.23302,0.35907,4.7501,23.883,18.9238,340633.839125,3832703.625,2.0,1.0,0.0,14.0,71.0,-1.0,10.33
0.47,-1.0,0.39,0.72907,0.065529,0.093004,0.21526,0.23617,10.1128,20.5004,41.7303,340635.340375,3832707.8875,2.0,1.0,0.0,9.0,77.6666666667,-1.0,11.11
0.74,-1.0,0.61,0.99325,0.047269,0.06971,0.23538,0.40555,7.3631,24.5468,10.4286,340636.861,3832712.205,2.0,1.0,10.0,0.0,123.333333333,-1.0,7.72
0.73,-1.0,0.57,0.99847,0.056982,0.068932,0.066514,0.34571,8.5317,21.026,35.7773,340638.37475,3832716.505,2.0,3.0,10.0,0.0,133.333333333,-1.0,8.4
0.95,-1.0,0.8,0.9789,0.030376,0.069668,0.045563,0.39588,8.0348,22.4146,29.4633,340639.8745,3832720.76125,2.0,1.0,10.0,15.0,126.333333333,-1.0,9.63
0.33,-1.0,0.23,0.98197,0.058987,0.069511,0.099932,0.32868,5.1324,18.7596,19.9813,340641.352,3832724.955,2.0,1.0,0.0,9.0,63.3333333333,-1.0,10.32
0.51,-1.0,0.4,0.78868,0.037996,0.058101,0.17953,0.26307,3.8113,1.8801,12.4626,340642.852875,3832729.215,2.0,1.0,10.0,0.0,79.6666666667,-1.0,9.28
0.55,-1.0,0.44,0.77456,0.069145,0.073907,0.12862,0.26861,4.7413,13.3975,12.8285,340644.363125,3832733.5025,2.0,3.0,10.0,0.0,119.666666667,-1.0,7.91
0.6,-1.0,0.48,0.53837,0.056748,0.068552,0.22646,0.52881,11.3684,31.6734,26.9438,340645.885,3832737.825,2.0,1.0,32.0,0.0,85.0,-1.0,11.88
0.35,-1.0,0.25,0.99857,0.057261,0.060073,0.0,0.25059,5.0628,8.9878,20.29,340647.443625,3832742.2475,2.0,1.0,0.0,2.0,44.0,-1.0,12.69
0.74,-1.0,0.58,0.79535,0.062496,0.062423,0.21779,0.383,5.5899,15.326,11.8205,340648.97425,3832746.59625,2.0,2.0,10.0,0.0,169.666666667,-1.0,7.2
0.65,-1.0,0.53,0.99988,0.062739,0.082915,0.12784,0.33988,8.4788,16.4333,19.9362,340650.489375,3832750.8975,2.0,1.0,21.0,7.0,131.666666667,-1.0,7.28
0.72,-1.0,0.59,0.99967,0.066998,0.055333,0.16118,0.15743,1.1439,1.9891,6.3254,340652.0315,3832755.275,2.0,1.0,10.0,0.0,58.6666666667,-1.0,13.24
0.42,-1.0,0.29,0.96925,0.068603,0.082437,0.13025,0.18082,3.4118,2.2702,5.1418,340653.53,3832759.53,2.0,1.0,10.0,0.0,65.3333333333,-1.0,11.97
0.84,-1.0,0.66,0.57817,0.049453,0.051347,0.11699,0.12935,0.29533,1.0448,15.5064,340655.017375,3832763.75125,2.0,1.0,10.0,0.0,93.0,-1.0,12.51
0.36,-1.0,0.32,0.99985,0.047596,0.071866,0.19346,0.18379,1.5547,2.9337,2.7688,340656.56675,3832768.1525,1.0,3.0,16.0,1.0,87.0,-1.0,8.65
0.34,-1.0,0.28,0.99957,0.065683,0.07317,0.13008,0.35262,7.4848,19.9799,5.0538,340658.10225,3832772.5125,2.0,1.0,21.0,0.0,86.6666666667,-1.0,9.29
0.73,-1.0,0.62,0.5079,0.071988,0.072938,0.27464,0.47982,9.6259,28.3164,16.0063,340659.613625,3832776.8025,2.0,3.0,33.0,6.0,112.0,-1.0,9.99
0.78,-1.0,0.62,0.64586,0.071534,0.069777,0.16472,0.27729,6.4755,37.016,21.0479,340661.128625,3832780.90125,2.0,1.0,0.0,9.0,78.0,-1.0,8.73
0.41,-1.0,0.34,0.77604,0.040405,0.065396,0.15244,0.15498,1.0347,6.4192,25.7736,340662.62325,3832785.15625,2.0,1.0,10.0,0.0,109.333333333,-1.0,8.85
0.65,-1.0,0.53,-1.0,-1.0,0.065861,0.16292,0.49053,5.2618,37.1112,14.4422,340664.142625,3832789.4725,1.0,3.0,10.0,2.0,145.666666667,-1.0,6.06
0.37,-1.0,0.29,-1.0,-1.0,0.019096,0.12877,0.14579,5.5607,1.7018,32.1499,340665.680375,3832793.84625,2.0,1.0,0.0,14.0,49.3333333333,-1.0,11.14
1.76,-1.0,1.48,-1.0,-1.0,0.054378,0.19946,0.45088,6.9311,28.0936,41.6906,340616.063625,3832661.39375,2.0,3.0,0.0,4.0,182.333333333,-1.0,9.53
0.85,0.64,0.57,0.48734,-1.0,0.060928,0.068909,0.83027,18.8114,27.3005,29.8479,340617.624,3832665.83625,0.0,0.0,0.0,0.0,211.666666667,40.6666666667,3.76
0.7,-1.0,0.57,0.73516,0.051843,0.082112,0.15986,0.58548,8.3902,33.8559,41.8379,340619.142,3832670.15625,2.0,3.0,32.0,2.0,101.0,-1.0,8.65
0.91,-1.0,0.76,0.92742,0.02344,0.07493,0.34378,0.74873,16.3265,41.8478,13.7538,340620.484625,3832674.4975,1.0,3.0,10.0,0.0,201.333333333,-1.0,7.49
0.38,-1.0,0.22,0.57971,0.040366,0.080061,0.22321,0.35922,6.0979,31.6474,34.4569,340622.028,3832678.8825,2.0,1.0,0.0,9.0,48.6666666667,-1.0,13.58
0.66,-1.0,0.53,0.67811,0.065711,0.079659,0.26187,0.66339,37.7591,56.6669,74.093,340623.525625,3832683.13625,2.0,1.0,0.0,2.0,151.666666667,-1.0,8.34
1.58,-1.0,1.33,0.39746,0.069105,0.083181,0.25967,0.6408,15.9003,37.6762,43.0345,340625.046625,3832687.45625,2.0,1.0,10.0,0.0,204.666666667,-1.0,7.07
0.44,-1.0,0.32,0.26731,0.082151,0.08541,0.34911,0.67233,26.1043,42.9089,70.1157,340626.593625,3832691.85,2.0,1.0,21.0,7.0,89.6666666667,-1.0,10.85
1.24,-1.0,1.11,0.38946,0.07664,0.062481,0.27096,0.57285,17.5617,44.629,52.9154,340628.068,3832696.04,2.0,1.0,26.0,3.0,178.666666667,-1.0,10.23
1.57,-1.0,1.36,0.69246,0.054337,0.073707,0.23514,0.58617,23.1284,41.6815,48.9287,340629.59,3832700.36,1.0,3.0,26.0,0.0,198.333333333,-1.0,6.18
1.49,-1.0,1.28,0.51812,0.057794,0.066529,0.32238,0.51861,17.7388,23.408,36.6241,340631.148375,3832704.7875,2.0,1.0,10.0,5.0,150.666666667,-1.0,6.94
1.2,-1.0,1.01,0.73936,0.044593,0.067338,0.21711,0.56952,18.1352,25.848,37.2298,340632.675125,3832709.12375,2.0,3.0,17.0,0.0,174.333333333,-1.0,9.15
0.59,-1.0,0.43,0.73798,0.046686,0.067646,0.19316,0.47818,14.4632,12.9953,36.8042,340634.18875,3832713.4225,2.0,1.0,30.0,7.0,68.0,-1.0,14.84
1.59,-1.0,1.3,0.64253,0.042088,0.059839,0.2312,0.32427,11.733,33.1554,27.01,340635.683,3832717.67,2.0,3.0,10.0,0.0,169.0,-1.0,9.68
0.75,-1.0,0.59,0.87659,0.037793,0.06124,0.33668,0.55336,12.2764,8.7899,19.692,340637.205625,3832721.99,2.0,1.0,0.0,9.0,105.0,-1.0,9.83
0.35,-1.0,0.3,0.77791,0.04545,0.054169,0.18157,0.20925,3.2249,1.5822,31.5979,340638.688,3832726.2025,2.0,1.0,10.0,0.0,71.3333333333,-1.0,9.92
0.93,-1.0,0.79,0.96095,0.034858,0.060034,0.33205,0.6153,18.1255,34.0319,43.3638,340640.189625,3832730.4675,2.0,1.0,36.0,9.0,141.666666667,-1.0,7.72
0.87,-1.0,0.69,0.55479,0.059292,0.071735,0.25068,0.50537,11.8124,26.8619,25.4773,340641.699,3832734.75625,2.0,3.0,10.0,0.0,156.333333333,-1.0,5.87
0.5,-1.0,0.44,0.58624,0.056562,0.070427,0.15119,0.22639,4.9978,1.4989,13.3455,340643.21625,3832739.0625,2.0,1.0,10.0,0.0,94.0,-1.0,11.65
0.33,-1.0,0.26,0.98811,0.03323,0.056641,0.031696,0.29468,6.3416,12.0626,18.6654,340644.764,3832743.4625,2.0,1.0,0.0,9.0,64.6666666667,-1.0,10.01
0.38,-1.0,0.31,0.58079,0.054476,0.053287,0.1476,0.27105,8.451,15.3866,28.8878,340646.281,3832747.77,2.0,1.0,19.0,7.0,67.0,-1.0,12.06
0.4,-1.0,0.32,0.99962,-1.0,0.071185,0.3351,0.44458,8.7304,22.9375,48.7578,340647.784,3832752.03875,2.0,1.0,21.0,7.0,56.3333333333,-1.0,13.63
0.56,-1.0,0.48,0.64459,0.038425,0.053767,0.22499,0.40014,5.6901,10.8065,12.646,340649.33275,3832756.4375,2.0,1.0,10.0,0.0,92.6666666667,-1.0,10.01
0.47,-1.0,0.33,0.54811,0.04409,0.065464,0.14105,0.18636,1.4929,5.0168,13.2495,340652.367,3832765.05625,2.0,1.0,0.0,2.0,42.3333333333,-1.0,17.88
0.58,-1.0,0.45,0.88074,0.036227,0.066668,0.11494,0.17761,3.5921,5.9834,10.6538,340653.908875,3832769.43625,2.0,1.0,10.0,0.0,109.666666667,-1.0,10.23
0.58,-1.0,0.53,0.37981,0.047365,0.061642,0.2284,0.31041,7.7266,11.5653,7.4038,340655.43,3832773.75625,2.0,1.0,10.0,0.0,107.0,-1.0,9.92
0.37,-1.0,0.3,0.86899,0.036816,0.07283,0.166,0.36768,11.7,3.8485,22.5817,340656.929,3832778.0125,2.0,1.0,13.0,7.0,71.0,-1.0,11.62
0.73,-1.0,0.59,0.51795,0.049997,0.066729,0.236,0.37565,8.0837,28.3471,35.5801,340658.457625,3832782.05,2.0,3.0,10.0,4.0,121.333333333,-1.0,9.27
0.39,-1.0,0.3,0.58046,0.061868,0.065484,0.19736,0.24864,6.8457,44.959,44.1825,340659.977375,3832786.37,2.0,1.0,0.0,2.0,63.3333333333,-1.0,9.68
0.9,-1.0,0.73,0.44929,0.068607,0.063886,0.17708,0.3301,9.9043,42.8833,30.9205,340661.493,3832790.6825,2.0,3.0,17.0,8.0,186.0,-1.0,5.67
1.17,-1.0,0.94,0.71633,0.068177,0.02371,0.033867,0.066023,0.82513,10.7761,11.9968,340663.024375,3832795.04375,2.0,1.0,0.0,9.0,74.6666666667,-1.0,11.28
0.61,0.57,0.48,-1.0,-1.0,0.065625,0.24312,0.38775,-1.0,29.3141,15.6581,340613.23575,3832662.39625,2.0,1.0,30.0,7.0,127.0,17.3333333333,9.1
0.47,-1.0,0.37,0.60624,-1.0,0.080233,0.35195,0.41688,-1.0,38.9015,25.5583,340614.796375,3832666.8475,2.0,1.0,21.0,7.0,64.3333333333,-1.0,11.82
0.72,-1.0,0.63,0.63856,0.029716,0.067553,0.019842,0.16233,-1.0,44.1747,11.9866,340616.304125,3832671.15,1.0,1.0,10.0,0.0,181.666666667,-1.0,9.65
0.64,-1.0,0.51,0.31957,0.040661,0.078455,0.2104,0.45488,-1.0,23.9897,26.7129,340617.650875,3832675.42875,2.0,1.0,32.0,2.0,145.0,-1.0,6.97
0.61,-1.0,0.52,0.3924,0.059224,0.097956,0.35743,0.50966,-1.0,43.4165,33.8271,340619.187375,3832679.80625,2.0,1.0,26.0,0.0,103.666666667,-1.0,9.52
1.57,-1.0,1.33,0.34067,0.044707,0.072172,0.23864,0.47117,-1.0,36.19,42.0233,340620.686375,3832684.0725,2.0,3.0,10.0,0.0,226.666666667,-1.0,7.27
1.74,1.7,1.53,0.071098,0.062541,0.072981,0.32527,0.61799,-1.0,62.1251,65.0829,340622.216,3832688.43,1.0,3.0,0.0,0.0,251.333333333,14.3333333333,5.95
1.21,-1.0,1.06,0.30417,0.070775,0.076086,0.20193,0.21295,-1.0,52.3406,41.0047,340623.75,3832692.79875,2.0,1.0,10.0,0.0,90.3333333333,-1.0,10.18
0.66,-1.0,0.58,0.11008,0.032877,0.081325,0.30156,0.41191,-1.0,22.0299,29.8188,340625.220125,3832696.9875,2.0,1.0,13.0,7.0,99.6666666667,-1.0,11.56
0.83,-1.0,0.67,0.087793,0.028614,0.082028,0.38962,0.23811,-1.0,20.2375,22.5386,340626.743125,3832701.32375,2.0,1.0,0.0,9.0,103.666666667,-1.0,12.07
0.93,-1.0,0.77,0.13649,0.062011,0.078814,0.26277,0.39249,-1.0,26.2342,20.0332,340628.271125,3832705.675,2.0,1.0,0.0,2.0,102.666666667,-1.0,10.29
0.6,-1.0,0.46,0.060877,0.034602,0.077089,0.25389,0.30832,-1.0,52.3967,26.411,340629.78525,3832709.9875,2.0,3.0,32.0,0.0,68.0,-1.0,8.82
0.38,-1.0,0.3,0.26244,0.035465,0.064212,0.21124,0.44176,-1.0,22.7633,21.8566,340631.33475,3832714.4,1.0,3.0,0.0,0.0,111.666666667,-1.0,7.67
0.59,-1.0,0.44,0.66582,0.031311,0.07558,0.25643,0.25016,-1.0,27.943,45.0567,340632.895,3832718.8475,2.0,1.0,0.0,2.0,59.0,-1.0,16.33
0.52,-1.0,0.43,0.2766,0.029153,0.078202,0.16523,0.36857,-1.0,46.4867,41.8749,340634.4145,3832723.175,1.0,1.0,21.0,7.0,86.6666666667,-1.0,11.73
1.47,-1.0,1.28,0.41805,0.041292,0.054772,0.12529,0.43218,-1.0,28.7598,17.8854,340635.84725,3832727.25375,2.0,1.0,10.0,4.0,142.666666667,-1.0,8.38
1.26,-1.0,1.03,0.17243,0.022659,0.089015,0.1611,0.3629,-1.0,35.1638,29.8432,340637.315125,3832731.43375,2.0,1.0,18.0,2.0,133.0,-1.0,8.63
0.43,-1.0,0.37,0.43525,0.025415,0.081915,0.27924,0.28932,-1.0,28.6864,37.4613,340638.805625,3832735.68,2.0,1.0,0.0,9.0,66.6666666667,-1.0,9.59
0.59,-1.0,0.48,0.27639,0.059067,0.078419,0.13756,0.38553,-1.0,4.8951,14.9523,340640.33175,3832740.02625,2.0,1.0,32.0,0.0,105.333333333,-1.0,6.71
0.67,-1.0,0.53,0.079735,0.021329,0.076278,0.21896,0.23938,-1.0,10.5706,30.1391,340641.882375,3832744.4425,2.0,1.0,0.0,9.0,67.0,-1.0,8.56
0.92,-1.0,0.68,0.58525,0.027365,0.065212,0.056053,0.18167,-1.0,3.6652,6.8237,340644.821875,3832752.81125,2.0,1.0,26.0,2.0,54.0,-1.0,13.23
0.7,-1.0,0.56,0.68313,0.028551,0.068214,0.15039,0.28528,-1.0,41.5442,7.5786,340646.4035,3832757.31625,2.0,1.0,0.0,9.0,59.0,-1.0,11.17
0.59,-1.0,0.5,0.36084,0.023254,0.064312,0.3275,0.3999,-1.0,20.81,16.2634,340647.97725,3832761.80125,2.0,3.0,32.0,0.0,131.0,-1.0,7.24
0.53,-1.0,0.41,0.40583,0.027048,0.078778,0.25021,0.23567,-1.0,5.121,16.8982,340649.515375,3832766.18375,2.0,1.0,21.0,7.0,92.3333333333,-1.0,10.99
0.14,0.09,0.08,0.80167,0.044943,0.068991,0.1975,0.28081,-1.0,36.0325,1.2262,340651.044625,3832770.5375,1.0,3.0,10.0,0.0,74.0,20.0,10.81
0.34,-1.0,0.28,0.015548,0.022771,0.077483,0.35541,0.29672,-1.0,22.2059,1.4879,340652.5265,3832774.7575,2.0,1.0,10.0,0.0,65.6666666667,-1.0,11.06
0.83,-1.0,0.7,0.57692,0.035368,0.071079,0.2876,0.37259,-1.0,6.3193,4.8765,340654.004125,3832778.96625,2.0,1.0,32.0,0.0,136.666666667,-1.0,8.67
0.98,-1.0,0.85,0.17,0.024548,0.068242,0.31109,0.60211,-1.0,9.7272,30.6585,340655.521625,3832783.03,2.0,3.0,10.0,0.0,183.0,-1.0,6.72
0.7,-1.0,0.55,0.30505,0.068781,0.07099,0.38383,0.37342,-1.0,29.4075,35.3245,340657.052125,3832787.39375,2.0,1.0,10.0,0.0,125.0,-1.0,7.49
0.49,-1.0,0.39,0.43355,-1.0,0.092664,0.30079,0.22647,-1.0,46.2033,29.6806,340658.55675,3832791.685,2.0,1.0,0.0,2.0,86.3333333333,-1.0,10.18
0.78,-1.0,0.65,0.20642,-1.0,0.030849,0.17296,0.41883,-1.0,2.7275,23.4396,340660.073125,3832796.0125,2.0,1.0,18.0,3.0,113.333333333,-1.0,12.61
0.5,-1.0,0.36,0.010847,-1.0,0.038041,0.05006,0.36834,-1.0,-1.0,17.8272,340610.547125,3832663.24375,2.0,1.0,0.0,2.0,61.6666666667,-1.0,10.46
0.83,-1.0,0.67,0.49662,-1.0,0.081256,0.23275,0.22656,-1.0,-1.0,35.4854,340612.118125,3832667.71875,2.0,1.0,0.0,7.0,113.333333333,-1.0,9.93
0.55,-1.0,0.46,0.9999,0.027161,0.078082,0.22909,0.49613,-1.0,-1.0,50.5699,340613.646,3832672.0675,2.0,1.0,21.0,7.0,101.333333333,-1.0,11.3
1.48,-1.0,1.33,0.10589,0.081335,0.084713,0.30149,0.37099,-1.0,-1.0,41.6747,340614.965625,3832676.32125,2.0,1.0,15.0,0.0,193.0,-1.0,9.81
0.78,-1.0,0.68,0.10882,0.024191,0.053551,0.15774,0.46435,-1.0,-1.0,25.1182,340616.48875,3832680.6525,2.0,1.0,0.0,9.0,104.0,-1.0,9.77
0.6,-1.0,0.54,0.65638,0.035609,0.089804,0.18405,0.17427,-1.0,-1.0,73.2667,340617.996625,3832684.9375,2.0,1.0,0.0,2.0,85.6666666667,-1.0,13.12
1.58,-1.0,1.37,0.35066,0.081559,0.072403,0.16537,0.46349,-1.0,-1.0,69.3866,340619.537875,3832689.32125,2.0,1.0,0.0,9.0,191.333333333,-1.0,7.49
1.6,-1.0,1.29,0.79443,0.079651,0.086054,0.17712,0.7278,-1.0,-1.0,43.4502,340621.106625,3832693.77875,1.0,3.0,10.0,6.0,246.0,-1.0,5.78
0.94,-1.0,0.8,0.38894,0.060668,0.068188,0.25387,0.21222,-1.0,-1.0,33.8404,340622.555875,3832697.9,2.0,1.0,10.0,0.0,84.0,-1.0,8.15
1.15,-1.0,0.93,0.53425,0.061756,0.076806,0.27857,0.24886,-1.0,-1.0,51.2191,340624.027,3832702.07875,2.0,1.0,0.0,7.0,114.666666667,-1.0,9.57
0.6,-1.0,0.52,0.053582,0.062041,0.07738,0.27363,0.42,-1.0,-1.0,39.515,340625.605375,3832706.57,1.0,1.0,26.0,0.0,124.0,-1.0,7.13
0.99,-1.0,0.82,0.71407,0.080776,0.079316,0.1292,0.443,-1.0,-1.0,38.848,340627.147625,3832710.95375,2.0,1.0,30.0,7.0,101.0,-1.0,11.24
0.83,-1.0,0.67,0.36073,0.067048,0.076047,0.30095,0.30544,-1.0,-1.0,26.8068,340628.64725,3832715.21625,2.0,1.0,10.0,0.0,114.666666667,-1.0,8.96
0.66,-1.0,0.52,0.74869,0.076917,0.086925,0.32365,0.33067,-1.0,-1.0,28.5894,340630.185,3832719.59,2.0,1.0,0.0,9.0,94.0,-1.0,9.78
1.4,-1.0,1.14,0.30752,0.068292,0.079387,0.26447,0.47133,-1.0,-1.0,36.2705,340631.71875,3832723.94875,2.0,3.0,26.0,5.0,159.333333333,-1.0,5.89
1.13,-1.0,0.98,0.21004,0.078082,0.084149,0.28377,0.22227,-1.0,-1.0,40.8737,340633.173875,3832728.085,2.0,1.0,10.0,0.0,140.0,-1.0,8.87
0.74,-1.0,0.61,0.38167,0.085241,0.086444,0.24153,0.38802,-1.0,-1.0,34.3812,340634.65825,3832732.305,2.0,1.0,21.0,7.0,113.0,-1.0,9.58
0.55,-1.0,0.44,0.44788,0.045638,0.075173,0.16535,0.14595,-1.0,-1.0,35.1779,340636.123875,3832736.47,2.0,1.0,21.0,9.0,78.3333333333,-1.0,10.2
0.59,-1.0,0.45,0.99672,0.024655,0.062695,0.13772,0.13276,-1.0,-1.0,8.8541,340637.669375,3832740.865,2.0,1.0,10.0,0.0,65.6666666667,-1.0,12.87
0.76,-1.0,0.63,0.39399,0.068674,0.066779,0.25175,0.35372,-1.0,-1.0,17.3839,340639.241,3832745.3325,2.0,1.0,32.0,0.0,105.666666667,-1.0,9.74
0.57,-1.0,0.41,0.20521,0.025732,0.06838,0.20804,0.18844,-1.0,-1.0,21.8279,340640.75175,3832749.62625,2.0,1.0,0.0,9.0,70.0,-1.0,11.73
0.55,-1.0,0.43,0.029341,0.044684,0.065267,0.18144,0.11893,-1.0,-1.0,29.3107,340642.245375,3832753.87,2.0,1.0,10.0,0.0,53.3333333333,-1.0,10.64
1.11,-1.0,0.93,0.53822,0.053565,0.07278,0.21159,0.49401,-1.0,-1.0,29.4373,340643.80725,3832758.3125,2.0,3.0,27.0,0.0,187.0,-1.0,4.84
0.81,-1.0,0.67,0.67295,0.055146,0.050164,0.16835,0.47353,-1.0,-1.0,18.4733,340645.3425,3832762.67625,2.0,3.0,10.0,0.0,121.333333333,-1.0,7.27
0.8,-1.0,0.67,0.0066443,0.06301,0.073764,0.28742,0.21843,-1.0,-1.0,17.9539,340646.855875,3832766.97875,2.0,1.0,10.0,0.0,93.0,-1.0,12.57
0.83,-1.0,0.69,0.12128,0.074259,0.067827,0.19477,0.30548,-1.0,-1.0,28.3033,340648.389875,3832771.34,2.0,3.0,32.0,2.0,143.333333333,-1.0,7.44
0.49,-1.0,0.38,0.058983,0.071415,0.084581,0.21244,0.35025,-1.0,-1.0,27.5881,340649.91325,3832775.67,2.0,1.0,21.0,7.0,72.0,-1.0,12.86
0.5,-1.0,0.38,0.20239,0.078316,0.056504,0.079137,0.10502,-1.0,-1.0,33.5011,340652.928375,3832783.9475,2.0,1.0,10.0,0.0,53.6666666667,-1.0,9.0
1.02,-1.0,0.9,0.50168,0.049759,0.075706,0.20551,0.33476,-1.0,-1.0,34.3002,340654.479125,3832788.35875,2.0,1.0,18.0,4.0,161.333333333,-1.0,11.59
0.75,0.6,0.59,0.60955,0.041675,0.053643,0.24605,0.65477,-1.0,-1.0,37.3444,340655.99875,3832792.69125,0.0,0.0,0.0,0.0,234.0,41.0,3.55
0.48,-1.0,0.34,0.99805,0.042943,0.041682,0.12337,0.37361,-1.0,-1.0,26.3031,340657.538625,3832797.07375,2.0,1.0,0.0,9.0,71.3333333333,-1.0,8.64
1.2,-1.0,0.95,0.99558,-1.0,-1.0,0.12784,0.53722,6.9266,17.7902,12.479,340607.779,3832664.17125,2.0,1.0,13.0,7.0,110.333333333,-1.0,11.47
0.74,-1.0,0.56,0.31629,-1.0,0.066566,0.31006,0.56152,12.5911,34.447,15.6515,340609.35375,3832668.65875,2.0,1.0,21.0,9.0,73.6666666667,-1.0,12.44
0.79,-1.0,0.61,0.92484,-1.0,0.074427,0.21409,0.22074,9.9735,11.1577,41.6658,340610.868875,3832672.98125,2.0,1.0,10.0,0.0,80.0,-1.0,10.15
0.92,-1.0,0.75,0.73474,-1.0,0.046187,-1.0,0.58612,16.416,27.805,27.0269,340612.205625,3832677.325,1.0,1.0,32.0,0.0,158.666666667,-1.0,7.17
1.01,-1.0,0.88,0.34215,-1.0,0.085908,-1.0,0.59477,17.0312,36.3525,33.962,340613.753125,3832681.73,2.0,1.0,5.0,7.0,160.666666667,-1.0,9.45
1.09,-1.0,0.88,0.5001,-1.0,0.071697,-1.0,0.53877,19.3338,52.817,62.2798,340615.2385,3832685.955,2.0,1.0,0.0,2.0,122.666666667,-1.0,11.08
1.41,1.36,1.17,0.52675,-1.0,0.070396,-1.0,0.83755,40.3844,67.9402,58.6379,340616.778375,3832690.3375,1.0,3.0,10.0,0.0,290.333333333,17.3333333333,3.63
0.86,0.84,0.79,0.59557,-1.0,0.063814,-1.0,0.46386,7.3928,35.194,49.7948,340618.323625,3832694.73375,2.0,1.0,17.0,3.0,230.666666667,16.6666666667,6.7
1.35,-1.0,1.15,0.29333,-1.0,0.046389,-1.0,0.50689,13.399,29.6966,31.4865,340619.778375,3832698.8725,2.0,3.0,10.0,0.0,145.333333333,-1.0,7.5
0.94,-1.0,0.75,0.7552,-1.0,0.053543,0.0,0.37618,14.6444,41.0489,49.9354,340621.287375,3832703.165,2.0,1.0,21.0,7.0,119.0,-1.0,9.56
1.24,-1.0,0.97,0.41669,-1.0,0.082469,-1.0,0.14311,4.1517,34.1138,48.3996,340622.86475,3832707.6525,2.0,1.0,0.0,2.0,123.333333333,-1.0,8.11
0.99,-1.0,0.79,0.7055,-1.0,0.064564,0.23317,0.40881,12.552,47.4869,47.1351,340624.396625,3832712.01,2.0,1.0,30.0,7.0,104.333333333,-1.0,11.07
0.75,-1.0,0.63,0.62558,-1.0,0.051848,0.3251,0.49311,14.4455,43.9788,38.1222,340625.90075,3832716.29,2.0,3.0,10.0,4.0,160.333333333,-1.0,7.43
