SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,SYNTHETIC_HGT,SYNTHETIC_PAN,Crude_protein
1.13,1.08,1.04,0.33467,0.069112,0.075529,0.37755,0.54169,18.1308,-1.0,35.7655,340681.397625,3832750.58125,1.0,3.0,10.0,2.0,263.0,19.0,4.69
0.73,-1.0,0.6,0.17382,0.049811,0.078358,0.2569,0.211335,4.5784,-1.0,43.0078,340682.926875,3832754.90375,2.0,1.0,0.0,2.0,129.666666667,-1.0,8.51
1.25,-1.0,1.07,0.66813,0.078057,0.08222,0.35248,0.379385,13.6431,-1.0,68.5465,340684.446125,3832759.1975,2.0,1.0,0.0,2.0,145.0,-1.0,6.91
2.65,-1.0,2.27,0.046983,0.040578,0.093404,0.30981,0.361975,10.398,-1.0,63.9582,340685.98325,3832763.5425,2.0,3.0,26.0,7.0,301.333333333,-1.0,5.76
1.6,-1.0,1.41,0.040467,0.04889,0.076627,0.2723,0.279955,7.8061,-1.0,42.2963,340687.469,3832767.74125,0.0,0.0,0.0,0.0,235.0,-1.0,5.53
1.3,-1.0,1.06,0.21839,0.072504,0.070957,0.28836,0.416195,15.793,-1.0,50.4141,340688.943875,3832772.015,2.0,1.0,21.0,7.0,179.333333333,-1.0,9.16
1.4,-1.0,1.18,0.062679,0.056896,0.070976,0.20227,0.30751,6.2838,-1.0,40.1797,340690.431625,3832776.21375,2.0,1.0,10.0,5.0,143.666666667,-1.0,9.03
0.54,0.45,0.42,0.38877,0.059492,0.051332,0.19127,0.60343,19.332,-1.0,32.6033,340691.914,3832780.4025,0.0,0.0,0.0,0.0,221.333333333,38.6666666667,5.0
1.03,-1.0,0.88,0.98789,0.02372,0.057354,0.20961,0.39432,6.7201,-1.0,38.682,340693.447625,3832784.735,2.0,3.0,17.0,8.0,243.333333333,-1.0,6.42
1.12,-1.0,0.85,-1.0,-1.0,-1.0,0.24224,0.49784,9.6983,-1.0,43.4082,340643.636,3832652.24,2.0,1.0,29.0,7.0,147.666666667,-1.0,8.11
0.7,-1.0,0.51,0.61768,-1.0,-1.0,0.18,0.2949,11.3735,-1.0,35.686,340645.150125,3832656.51875,2.0,1.0,30.0,7.0,99.0,-1.0,11.44
0.81,-1.0,0.63,0.019832,-1.0,-1.0,0.31259,0.25917,13.5816,-1.0,61.8888,340646.6925,3832660.8725,2.0,1.0,0.0,9.0,134.333333333,-1.0,7.81
1.09,-1.0,0.95,0.28774,-1.0,-1.0,0.11654,0.25527,8.2688,-1.0,16.9836,340648.226125,3832665.0975,2.0,1.0,0.0,9.0,131.333333333,-1.0,7.12
0.91,-1.0,0.74,0.26102,-1.0,0.10309,0.23672,0.35446,10.2859,-1.0,51.522,340649.75225,3832669.41,2.0,1.0,0.0,2.0,135.0,-1.0,9.05
1.52,-1.0,1.2,0.28725,-1.0,0.076892,0.30653,0.42037,24.0967,-1.0,63.0269,340651.287375,3832673.745,2.0,1.0,0.0,9.0,134.0,-1.0,7.68
1.99,-1.0,1.74,0.12469,-1.0,0.055838,0.30652,0.22304,8.8839,-1.0,28.3249,340652.852125,3832678.1675,2.0,1.0,10.0,4.0,220.0,-1.0,8.93
1.11,-1.0,0.91,0.99554,-1.0,0.054858,0.27124,0.25897,13.6025,-1.0,53.9544,340654.455625,3832682.7,2.0,1.0,0.0,9.0,181.666666667,-1.0,7.84
1.65,-1.0,1.42,0.33928,-1.0,0.063423,0.36352,0.42128,13.6024,-1.0,50.6223,340655.888875,3832686.7525,2.0,3.0,10.0,6.0,196.666666667,-1.0,8.53
1.62,-1.0,1.4,0.50165,-1.0,0.069261,0.37543,0.5392,19.1007,-1.0,58.8247,340657.397625,3832691.01375,2.0,1.0,5.0,7.0,226.333333333,-1.0,5.28
1.72,-1.0,1.46,0.019119,-1.0,0.078474,0.44217,0.49036,20.4424,-1.0,64.3961,340658.91425,3832695.2975,2.0,1.0,18.0,2.0,203.333333333,-1.0,7.36
2.02,-1.0,1.74,0.13225,-1.0,0.075818,0.27968,0.45138,20.1661,-1.0,58.0017,340660.460125,3832699.6675,2.0,3.0,0.0,4.0,286.333333333,-1.0,4.67
1.88,-1.0,1.6,0.056751,-1.0,0.073568,0.2971,0.64933,26.0005,-1.0,41.4111,340661.97225,3832703.94,2.0,3.0,10.0,0.0,282.666666667,-1.0,5.22
1.35,-1.0,1.18,0.52927,-1.0,0.07832,0.31843,0.42733,23.1102,-1.0,51.3668,340663.41625,3832708.0175,2.0,1.0,30.0,8.0,218.333333333,-1.0,9.19
1.28,-1.0,1.04,0.65661,-1.0,0.073492,0.32008,0.46675,11.2107,-1.0,56.112,340664.935,3832712.31375,2.0,1.0,17.0,7.0,189.666666667,-1.0,8.57
1.34,-1.0,1.07,0.043621,-1.0,0.061793,0.46794,0.4929,20.7998,-1.0,18.4443,340666.48425,3832716.68625,2.0,1.0,10.0,0.0,92.0,-1.0,8.76
2.06,-1.0,1.6,0.18168,-1.0,0.062908,0.069666,0.17101,2.2265,-1.0,39.0627,340668.03375,3832721.06625,2.0,1.0,7.0,4.0,124.666666667,-1.0,11.69
1.73,-1.0,1.52,0.1104,-1.0,0.07859,0.28125,0.59584,14.5986,-1.0,42.7529,340669.54275,3832725.33,2.0,1.0,10.0,0.0,226.333333333,-1.0,7.9
0.6,-1.0,0.51,0.6042,-1.0,0.080353,0.32438,0.32211,8.4508,-1.0,43.5004,340671.04675,3832729.58,2.0,1.0,5.0,7.0,110.333333333,-1.0,11.27
2.07,-1.0,1.71,0.80243,-1.0,0.060881,0.26668,0.51516,17.0348,-1.0,43.0742,340672.59575,3832733.9575,2.0,1.0,10.0,4.0,224.0,-1.0,5.07
0.91,-1.0,0.75,0.093561,-1.0,0.073314,0.32809,0.39123,8.0839,-1.0,51.7851,340674.152,3832738.35625,2.0,1.0,0.0,9.0,170.666666667,-1.0,7.56
1.44,1.4,1.22,0.27554,-1.0,0.07276,0.26361,0.40822,7.4755,-1.0,30.8392,340675.687375,3832742.69125,1.0,1.0,32.0,0.0,213.333333333,15.6666666667,5.15
1.29,-1.0,1.13,0.13534,-1.0,0.06772,0.1789,0.35406,7.3191,-1.0,45.8473,340677.20275,3832746.975,1.0,1.0,26.0,0.0,187.0,-1.0,6.04
1.16,-1.0,0.99,0.44351,-1.0,0.07873,0.29714,0.51382,10.7752,-1.0,50.3247,340678.7355,3832751.30875,2.0,1.0,10.0,0.0,234.666666667,-1.0,6.09
1.65,-1.0,1.26,0.29896,-1.0,0.083265,0.28696,0.3662,5.8826,-1.0,50.8409,340680.24925,3832755.58375,2.0,1.0,0.0,2.0,124.0,-1.0,6.8
2.58,2.54,2.15,0.71536,-1.0,0.071946,0.43275,0.53741,20.0553,-1.0,61.5883,340681.799,3832759.96,1.0,3.0,26.0,0.0,281.333333333,21.0,5.93
2.19,-1.0,1.84,0.038676,-1.0,0.08057,0.12305,0.25876,2.1467,-1.0,28.146,340683.34025,3832764.3175,2.0,1.0,10.0,0.0,158.0,-1.0,8.7
1.19,-1.0,1.01,0.76791,-1.0,0.078428,0.32007,0.46033,16.7254,-1.0,65.4291,340684.823375,3832768.5075,2.0,1.0,21.0,7.0,135.0,-1.0,8.83
1.41,-1.0,1.19,0.39901,-1.0,0.078796,0.42731,0.64424,28.3222,-1.0,54.2092,340686.320375,3832772.8125,2.0,3.0,0.0,2.0,269.333333333,-1.0,4.87
0.49,-1.0,0.41,0.98886,-1.0,0.090755,0.31133,0.5388,19.8153,-1.0,39.4364,340687.81475,3832777.03125,2.0,1.0,30.0,7.0,89.3333333333,-1.0,11.52
2.25,-1.0,1.78,0.055582,-1.0,0.083962,0.32156,0.60061,20.7937,-1.0,27.8455,340689.293625,3832781.2075,2.0,3.0,10.0,0.0,228.666666667,-1.0,6.45
0.71,-1.0,0.55,-1.0,-1.0,0.03635,0.28681,0.33535,20.6123,-1.0,44.6415,340690.804875,3832785.47875,2.0,1.0,13.0,7.0,136.0,-1.0,10.09
1.33,-1.0,1.11,-1.0,-1.0,0.04706,0.31763,0.53203,-1.0,70.2658,-1.0,340640.976125,3832653.20375,1.0,3.0,0.0,0.0,214.333333333,-1.0,3.65
0.82,0.81,0.71,0.79444,0.10836,0.07063,0.28258,0.43682,-1.0,32.2101,-1.0,340642.502375,3832657.525,2.0,1.0,17.0,3.0,234.333333333,19.3333333333,5.57
0.84,-1.0,0.68,0.4295,0.032304,0.078299,0.33112,0.35773,-1.0,31.8371,-1.0,340644.052625,3832661.91125,2.0,1.0,24.0,7.0,134.0,-1.0,11.39
0.79,-1.0,0.63,0.10865,0.061669,0.099939,0.27075,0.30267,-1.0,53.4886,-1.0,340645.566125,3832666.13875,2.0,1.0,0.0,2.0,108.0,-1.0,8.94
1.38,1.36,1.19,0.3145,0.061472,0.06683,0.33216,0.70695,-1.0,80.1864,-1.0,340647.087125,3832670.44375,1.0,3.0,10.0,0.0,270.333333333,14.3333333333,5.88
1.56,-1.0,1.27,0.053713,0.093419,0.070274,0.40761,0.50516,-1.0,42.3077,-1.0,340648.619625,3832674.7825,2.0,3.0,10.0,0.0,162.666666667,-1.0,4.21
0.87,-1.0,0.69,0.24329,0.050583,0.086562,0.32788,0.33182,-1.0,53.7232,-1.0,340650.1365,3832679.07625,2.0,1.0,13.0,7.0,128.0,-1.0,9.97
1.3,1.14,0.94,0.51146,0.041355,0.090761,0.3579,0.50171,-1.0,54.7738,-1.0,340651.697,3832683.49125,1.0,1.0,26.0,0.0,207.333333333,17.6666666667,5.41
2.12,-1.0,1.83,0.1751,0.056,0.075601,0.37779,0.50502,-1.0,40.9788,-1.0,340653.214375,3832687.79,2.0,1.0,17.0,6.0,199.666666667,-1.0,6.83
1.52,-1.0,1.33,0.67252,0.051842,0.099777,0.38979,0.50523,-1.0,73.2418,-1.0,340654.725,3832692.06375,2.0,1.0,5.0,9.0,172.0,-1.0,8.46
1.36,-1.0,1.12,0.33833,0.041946,0.080766,0.43497,0.22503,-1.0,69.4828,-1.0,340656.246625,3832696.37125,2.0,1.0,0.0,2.0,172.333333333,-1.0,9.26
1.18,-1.0,0.97,0.9479,0.045149,0.08261,0.36919,0.45613,-1.0,65.8959,-1.0,340657.7895,3832700.73625,2.0,1.0,17.0,2.0,162.666666667,-1.0,5.87
1.44,-1.0,1.21,0.34006,0.069449,0.091394,0.35011,0.38081,-1.0,47.8788,-1.0,340659.2865,3832704.975,2.0,1.0,10.0,0.0,205.333333333,-1.0,7.24
1.36,-1.0,1.2,0.99799,0.036342,0.073545,0.40025,0.5196,-1.0,61.873,-1.0,340660.7295,3832709.055,2.0,1.0,21.0,0.0,220.333333333,-1.0,9.97
1.05,-1.0,0.86,0.51878,0.055329,0.10129,0.30002,0.37473,-1.0,56.6203,-1.0,340662.29025,3832713.475,2.0,1.0,0.0,2.0,162.666666667,-1.0,10.06
0.13,0.05,0.04,0.3489,0.051764,0.061397,0.28661,0.33013,-1.0,1.2155,-1.0,340663.821,3832717.81,1.0,3.0,10.0,0.0,85.0,20.0,6.09
2.32,-1.0,1.97,0.043304,0.032063,0.090588,0.41095,0.37151,-1.0,52.7959,-1.0,340665.330125,3832722.0775,2.0,3.0,10.0,0.0,186.333333333,-1.0,6.63
1.48,-1.0,1.29,0.36857,0.052649,0.075105,0.38373,0.41534,-1.0,67.0686,-1.0,340666.847875,3832726.37625,2.0,1.0,10.0,0.0,196.333333333,-1.0,7.3
0.84,-1.0,0.77,0.6564,0.036597,0.072321,0.34838,0.45645,-1.0,33.4324,-1.0,340668.37075,3832730.6875,2.0,1.0,17.0,5.0,121.666666667,-1.0,9.27
1.1,-1.0,0.93,0.6148,0.048388,0.05971,0.45468,0.39409,-1.0,46.5514,-1.0,340669.939,3832735.1225,2.0,3.0,10.0,0.0,151.666666667,-1.0,8.31
1.09,-1.0,0.9,0.095664,0.08239,0.092453,0.15851,0.14834,-1.0,16.2987,-1.0,340671.4645,3832739.44125,2.0,1.0,10.0,0.0,91.0,-1.0,10.78
1.89,-1.0,1.66,0.5096,0.054652,0.086817,0.32697,0.51897,-1.0,64.8865,-1.0,340672.968625,3832743.7,1.0,3.0,26.0,0.0,231.0,-1.0,4.99
1.48,-1.0,1.35,0.21463,0.064659,0.035079,0.26668,0.76103,-1.0,40.9308,-1.0,340674.511,3832748.065,2.0,1.0,15.0,0.0,206.0,-1.0,9.45
1.4,-1.0,1.15,0.4976,0.056924,0.073414,0.30893,0.40227,-1.0,43.6947,-1.0,340676.05175,3832752.425,2.0,3.0,34.0,0.0,233.666666667,-1.0,8.02
1.01,-1.0,0.85,0.45509,0.059048,0.078406,0.30819,0.47551,-1.0,69.5759,-1.0,340677.583875,3832756.76125,2.0,1.0,19.0,7.0,168.666666667,-1.0,9.19
1.79,-1.0,1.45,0.40506,0.049121,0.079604,0.22331,0.19433,-1.0,33.2946,-1.0,340679.118375,3832761.02667,2.0,1.0,0.0,9.0,155.0,-1.0,8.9
2.4,-1.0,2.08,0.56462,0.057827,0.063803,0.38258,0.41781,-1.0,53.2307,-1.0,340680.62775,3832765.3775,2.0,1.0,10.0,0.0,218.333333333,-1.0,7.29
0.64,-1.0,0.49,0.55084,0.045644,0.078867,0.30541,0.35246,-1.0,57.2451,55.0616,340682.091875,3832769.5225,2.0,1.0,21.0,7.0,114.666666667,-1.0,12.14
1.61,-1.0,1.43,0.60381,0.038379,0.097233,0.35137,0.48334,-1.0,27.3662,38.9894,340683.581375,3832773.7775,2.0,1.0,23.0,2.0,158.333333333,-1.0,9.64
0.58,-1.0,0.49,0.371,0.044434,0.069387,0.32614,0.25198,-1.0,35.2769,41.7564,340685.078125,3832778.01625,2.0,3.0,10.0,0.0,144.666666667,-1.0,8.58
0.88,-1.0,0.72,0.50638,0.041883,0.088946,0.16547,0.31884,-1.0,44.8964,45.9876,340686.5475,3832782.17125,2.0,1.0,35.0,2.0,158.0,-1.0,7.84
1.27,-1.0,0.99,0.99519,0.039771,0.029364,0.28617,0.53073,-1.0,61.3988,62.1929,340688.069125,3832786.48125,2.0,1.0,21.0,7.0,126.333333333,-1.0,11.05
1.12,0.87,0.81,0.63519,-1.0,0.036615,0.4498,0.78535,19.0382,64.8734,-1.0,340637.955,3832654.18375,0.0,0.0,0.0,0.0,231.666666667,42.0,3.47
1.87,-1.0,1.52,0.093164,-1.0,0.079316,0.18451,0.36953,4.4622,46.5441,-1.0,340639.4715,3832658.47875,2.0,1.0,6.0,6.0,144.666666667,-1.0,9.84
1.46,-1.0,1.18,0.26483,-1.0,0.088285,0.2547,0.23767,3.6219,32.7508,-1.0,340640.99,3832662.78,2.0,3.0,10.0,0.0,149.0,-1.0,5.8
2.15,-1.0,1.82,0.068028,-1.0,0.068997,0.23808,0.43057,8.3628,72.765,-1.0,340642.495875,3832667.0325,2.0,3.0,10.0,0.0,225.0,-1.0,4.78
1.4,-1.0,1.22,0.26679,-1.0,0.085644,0.33278,0.32297,6.4644,41.6756,-1.0,340644.03175,3832671.3825,2.0,1.0,10.0,0.0,179.0,-1.0,8.63
2.15,-1.0,1.84,0.67994,-1.0,0.099223,0.29811,0.38027,9.931,68.2445,-1.0,340645.535125,3832675.64,2.0,1.0,0.0,9.0,137.666666667,-1.0,11.24
1.26,-1.0,1.09,0.34996,-1.0,0.095023,0.4855,0.4815,13.3945,70.8044,-1.0,340647.059625,3832679.955,2.0,1.0,13.0,7.0,142.0,-1.0,8.53
1.13,-1.0,0.8,0.061567,-1.0,0.088552,0.35419,0.28229,10.0848,61.2812,-1.0,340648.620375,3832684.37625,2.0,1.0,26.0,4.0,116.666666667,-1.0,11.06
0.96,-1.0,0.8,0.81605,-1.0,0.091855,0.4869,0.35628,11.0304,79.8696,-1.0,340650.127625,3832688.645,2.0,1.0,0.0,9.0,134.0,-1.0,8.36
1.4,-1.0,1.19,0.29967,-1.0,0.073811,0.29034,0.25338,6.6655,50.4232,-1.0,340651.645625,3832692.9425,2.0,1.0,10.0,0.0,151.333333333,-1.0,7.48
1.6,-1.0,1.35,0.23878,-1.0,0.073668,0.40147,0.4466,14.3386,83.5598,-1.0,340653.163875,3832697.2425,2.0,1.0,0.0,9.0,168.666666667,-1.0,7.14
1.35,-1.0,1.12,0.29038,-1.0,0.086348,0.16589,0.39544,9.2312,80.2052,-1.0,340654.699875,3832701.59,2.0,3.0,17.0,0.0,273.666666667,-1.0,5.2
1.09,1.07,0.93,0.48199,-1.0,0.084326,0.28774,0.5886,12.681,76.7188,-1.0,340656.2,3832705.8375,2.0,1.0,26.0,4.0,267.333333333,13.0,5.42
1.55,-1.0,1.33,0.36696,-1.0,0.090127,0.12784,0.17083,1.5887,53.6691,-1.0,340657.56575,3832709.7,2.0,1.0,10.0,0.0,146.666666667,-1.0,10.16
2.32,-1.0,1.99,0.4768,-1.0,0.07124,0.19727,0.40982,6.9865,36.5445,-1.0,340659.14625,3832714.1825,2.0,1.0,10.0,0.0,168.666666667,-1.0,9.33
0.78,0.56,0.52,0.47205,-1.0,0.067155,0.25283,0.57106,13.4797,59.1398,-1.0,340660.722875,3832718.645,0.0,0.0,0.0,0.0,201.0,39.3333333333,3.51
1.0,-1.0,0.79,0.49613,-1.0,0.07762,0.37868,0.45561,13.3708,74.5354,-1.0,340662.266375,3832723.01375,2.0,3.0,17.0,2.0,141.666666667,-1.0,6.68
1.78,-1.0,1.52,0.25042,-1.0,0.090905,0.32839,0.41607,10.113,58.7735,-1.0,340663.786125,3832727.32,2.0,3.0,32.0,2.0,189.333333333,-1.0,7.16
0.58,-1.0,0.47,0.26069,-1.0,0.06702,0.20615,0.12917,1.4313,18.4543,-1.0,340665.282,3832731.5525,2.0,1.0,21.0,9.0,86.3333333333,-1.0,12.93
0.63,-1.0,0.5,0.23666,-1.0,0.086719,0.35897,0.25752,3.7395,53.5244,-1.0,340666.843375,3832735.9775,2.0,1.0,0.0,9.0,88.0,-1.0,8.89
1.3,1.28,1.21,0.010949,-1.0,0.068893,0.20986,0.35183,3.4867,66.155,-1.0,340668.392125,3832740.35875,1.0,3.0,16.0,1.0,233.0,20.3333333333,3.12
0.93,0.87,0.74,0.49768,-1.0,0.07073,0.33832,0.35496,6.2289,48.7698,-1.0,340669.88575,3832744.58875,1.0,3.0,10.0,0.0,203.666666667,26.6666666667,6.27
0.81,-1.0,0.64,0.63573,-1.0,0.086735,0.2412,0.22997,2.8537,59.8286,-1.0,340671.3905,3832748.84875,2.0,1.0,17.0,2.0,107.0,-1.0,8.92
0.89,0.85,0.76,0.43942,-1.0,0.099673,0.35271,0.33414,11.9253,56.4933,-1.0,340672.938,3832753.23375,1.0,3.0,9.0,4.0,213.666666667,17.6666666667,7.64
0.61,-1.0,0.54,0.33517,-1.0,0.082764,0.29466,0.60705,9.2277,70.0859,-1.0,340674.485375,3832757.61375,2.0,1.0,21.0,7.0,117.333333333,-1.0,10.08
1.11,0.87,0.82,0.22859,-1.0,0.055955,0.26554,0.49805,8.3828,55.7751,-1.0,340676.015625,3832761.9475,0.0,0.0,0.0,0.0,200.666666667,41.6666666667,5.12
1.63,-1.0,1.3,0.66667,-1.0,0.07122,0.27855,0.28595,3.8783,36.7241,-1.0,340677.5485,3832766.28875,2.0,1.0,10.0,0.0,150.666666667,-1.0,6.34
1.35,1.32,1.17,0.26611,-1.0,0.084503,0.35076,0.46864,7.8042,78.3909,-1.0,340679.03525,3832770.49875,1.0,3.0,10.0,2.0,240.666666667,15.3333333333,5.11
1.08,-1.0,0.92,0.40954,-1.0,0.088465,0.23664,0.2164,3.9447,63.1442,-1.0,340680.513875,3832774.6975,2.0,1.0,0.0,2.0,145.0,-1.0,7.86
0.7,-1.0,0.53,-1.0,-1.0,0.084208,0.30075,0.4764,8.2598,74.3663,-1.0,340682.012875,3832778.94375,2.0,1.0,21.0,7.0,84.3333333333,-1.0,12.63
1.25,-1.0,1.0,-1.0,-1.0,0.076374,0.38595,0.54916,12.1611,80.9743,-1.0,340683.5095,3832783.1825,2.0,1.0,0.0,2.0,152.666666667,-1.0,8.44
0.61,-1.0,0.44,-1.0,-1.0,0.023859,0.37939,0.31627,5.6717,45.2801,-1.0,340685.032125,3832787.49,2.0,1.0,0.0,9.0,75.0,-1.0,14.39
1.24,-1.0,1.02,0.9878,-1.0,-1.0,0.094567,0.29084,-1.0,-1.0,20.6536,340635.399875,3832654.99125,2.0,1.0,32.0,2.0,137.333333333,-1.0,10.02
1.33,1.26,1.08,0.98283,-1.0,-1.0,0.39557,0.41281,-1.0,-1.0,50.9268,340636.933375,3832659.34,2.0,3.0,0.0,0.0,246.333333333,15.6666666667,8.6
0.64,-1.0,0.51,0.0095391,0.032414,-1.0,0.1703,0.1624,-1.0,-1.0,18.2283,340638.472125,3832663.705,2.0,1.0,36.0,2.0,74.6666666667,-1.0,12.77
1.09,-1.0,0.93,0.38136,0.056475,-1.0,0.38895,0.48188,-1.0,-1.0,41.6751,340639.949875,3832667.94875,2.0,1.0,36.0,9.0,154.0,-1.0,8.08
0.96,-1.0,0.8,0.029324,0.13245,-1.0,0.30337,0.2844,-1.0,-1.0,28.946,340641.477125,3832672.2775,2.0,1.0,0.0,2.0,87.6666666667,-1.0,11.36
1.17,-1.0,0.95,0.18542,0.050873,-1.0,0.18533,0.23595,-1.0,-1.0,24.5927,340642.987875,3832676.56375,2.0,1.0,10.0,0.0,94.3333333333,-1.0,10.31
1.98,-1.0,1.68,0.078283,0.043673,-1.0,0.22709,0.21032,-1.0,-1.0,29.1088,340644.519125,3832680.90625,2.0,1.0,10.0,0.0,158.666666667,-1.0,7.1
2.28,-1.0,1.98,0.42735,0.063098,-1.0,0.27475,0.22732,-1.0,-1.0,51.4867,340646.084875,3832685.34625,2.0,1.0,10.0,0.0,222.666666667,-1.0,7.77
1.64,-1.0,1.37,0.81665,0.04453,-1.0,0.24856,0.37026,-1.0,-1.0,46.6516,340647.592875,3832689.625,2.0,1.0,10.0,0.0,141.0,-1.0,9.31
0.7,-1.0,0.54,0.065923,0.059827,-1.0,0.33643,0.2534,-1.0,-1.0,40.912,340649.10725,3832693.91875,2.0,1.0,0.0,2.0,92.3333333333,-1.0,13.68
0.62,0.52,0.47,0.48538,0.051012,-1.0,0.30035,0.4691,-1.0,-1.0,36.1622,340650.636375,3832698.2575,2.0,1.0,30.0,7.0,132.666666667,18.3333333333,5.69
1.38,-1.0,1.18,0.98507,0.041341,-1.0,0.25927,0.24905,-1.0,-1.0,40.7197,340652.169625,3832702.6025,2.0,1.0,10.0,0.0,188.0,-1.0,7.18
1.36,1.34,1.15,0.50787,0.030669,-1.0,0.36265,0.43354,-1.0,-1.0,49.2075,340653.661,3832706.8325,1.0,3.0,0.0,0.0,238.333333333,13.0,6.37
1.03,-1.0,0.82,0.3727,0.042096,-1.0,0.33664,0.62921,-1.0,-1.0,58.2545,340655.1325,3832711.00875,1.0,3.0,26.0,0.0,234.0,-1.0,6.18
0.6,-1.0,0.49,0.5277,0.050339,-1.0,0.18785,0.24147,-1.0,-1.0,38.1164,340656.6615,3832715.34375,2.0,1.0,0.0,9.0,96.6666666667,-1.0,10.79
1.3,-1.0,1.05,0.10578,0.027381,-1.0,0.24506,0.27443,-1.0,-1.0,44.4356,340658.14875,3832719.56,2.0,1.0,10.0,5.0,153.333333333,-1.0,7.89
0.99,-1.0,0.78,0.55365,0.050186,-1.0,0.3153,0.38514,-1.0,-1.0,44.2181,340659.686375,3832723.9225,2.0,1.0,13.0,7.0,130.666666667,-1.0,8.74
0.68,-1.0,0.52,0.26611,0.06289,-1.0,0.30438,0.31704,-1.0,-1.0,39.1021,340661.231625,3832728.305,2.0,1.0,10.0,0.0,89.3333333333,-1.0,8.24
1.25,-1.0,1.01,0.25764,0.063626,-1.0,0.24596,0.27854,-1.0,-1.0,45.0552,340662.716625,3832732.51625,2.0,1.0,0.0,9.0,109.666666667,-1.0,9.04
0.89,-1.0,0.72,0.99933,0.027186,-1.0,0.4232,0.32134,-1.0,-1.0,27.5836,340664.277,3832736.94125,2.0,1.0,10.0,0.0,97.0,-1.0,9.59
0.79,-1.0,0.58,0.39555,0.052233,-1.0,0.22062,0.24055,-1.0,-1.0,26.1138,340665.84125,3832741.37625,2.0,1.0,0.0,9.0,76.0,-1.0,10.58
0.92,-1.0,0.72,0.46745,0.039176,-1.0,0.27342,0.28076,-1.0,-1.0,32.8409,340667.355875,3832745.67125,2.0,1.0,26.0,0.0,116.333333333,-1.0,8.01
0.52,-1.0,0.4,0.50962,0.048416,-1.0,0.30951,0.42502,-1.0,-1.0,36.5012,340668.878375,3832749.9925,2.0,3.0,33.0,6.0,105.0,-1.0,7.56
2.03,-1.0,1.76,0.16106,0.040885,-1.0,0.25255,0.36979,-1.0,-1.0,19.4354,340670.395,3832754.29375,2.0,1.0,18.0,4.0,217.666666667,-1.0,9.16
0.84,-1.0,0.64,0.32979,0.042402,-1.0,0.22337,0.36335,-1.0,-1.0,17.3638,340671.911625,3832758.59375,2.0,1.0,30.0,7.0,82.6666666667,-1.0,12.45
0.48,-1.0,0.37,0.54369,0.048366,-1.0,0.16407,0.18892,-1.0,-1.0,6.3376,340673.438875,3832762.92625,2.0,1.0,0.0,14.0,59.0,-1.0,14.14
0.59,-1.0,0.52,0.56818,0.044934,-1.0,0.20372,0.33122,-1.0,-1.0,12.6813,340674.97825,3832767.29,2.0,1.0,0.0,9.0,67.0,-1.0,13.39
0.63,-1.0,0.55,0.23727,0.055543,-1.0,0.14438,0.16646,-1.0,-1.0,8.7111,340676.464125,3832771.5075,2.0,1.0,0.0,2.0,90.6666666667,-1.0,10.43
1.11,-1.0,0.96,0.79475,0.049814,-1.0,0.26059,0.37746,-1.0,-1.0,31.6065,340677.929875,3832775.64,2.0,1.0,32.0,0.0,160.0,-1.0,5.96
1.01,-1.0,0.8,0.48192,0.049099,-1.0,0.25735,0.46669,-1.0,-1.0,10.6487,340679.420875,3832779.87125,2.0,1.0,17.0,2.0,131.666666667,-1.0,7.9
0.79,-1.0,0.65,0.4361,0.063709,-1.0,0.32417,0.33928,-1.0,-1.0,13.1267,340680.9095,3832784.095,2.0,1.0,5.0,7.0,122.666666667,-1.0,13.95
0.54,-1.0,0.45,0.67272,-1.0,-1.0,0.1435,0.2977,-1.0,-1.0,8.0583,340682.438,3832788.42875,2.0,1.0,0.0,2.0,67.3333333333,-1.0,12.62
1.48,-1.0,1.22,-1.0,-1.0,-1.0,0.43397,0.59872,-1.0,-1.0,33.7141,340632.633,3832655.93875,2.0,3.0,10.0,0.0,136.0,-1.0,9.41
0.83,-1.0,0.62,0.24963,-1.0,-1.0,0.4597,0.56357,-1.0,-1.0,43.5333,340634.163875,3832660.27875,2.0,1.0,0.0,9.0,85.0,-1.0,9.56
0.84,-1.0,0.63,0.49255,0.087475,-1.0,0.26264,0.20599,-1.0,-1.0,14.9135,340635.693625,3832664.61625,2.0,1.0,10.0,0.0,63.6666666667,-1.0,13.73
1.35,-1.0,1.13,0.0061362,0.040966,-1.0,0.39697,0.29799,-1.0,-1.0,29.4495,340637.157625,3832668.89,2.0,1.0,10.0,0.0,152.333333333,-1.0,10.09
1.99,-1.0,1.68,0.70309,0.046908,-1.0,0.28032,0.48934,-1.0,-1.0,40.3669,340638.687875,3832673.22375,2.0,3.0,32.0,2.0,219.0,-1.0,7.11
1.29,-1.0,1.12,0.55915,0.029884,-1.0,0.32369,0.31416,-1.0,-1.0,35.9329,340640.201,3832677.5125,2.0,1.0,26.0,3.0,201.333333333,-1.0,8.93
