SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,NEL3x_ADF
242.0,265.0,247.0,1.74,1.7,1.53,16.0,13.0,14.0,0.071098,0.062541,0.072981,0.32527,0.61799,-1.0,62.1251,65.0829,68.19
88.0,95.0,88.0,1.21,-1.0,1.06,-1.0,-1.0,-1.0,0.30417,0.070775,0.076086,0.20193,0.21295,-1.0,52.3406,41.0047,71.5
95.0,107.0,97.0,0.66,-1.0,0.58,-1.0,-1.0,-1.0,0.11008,0.032877,0.081325,0.30156,0.41191,-1.0,22.0299,29.8188,75.82
110.0,94.0,107.0,0.83,-1.0,0.67,-1.0,-1.0,-1.0,0.087793,0.028614,0.082028,0.38962,0.23811,-1.0,20.2375,22.5386,73.94
93.0,107.0,108.0,0.93,-1.0,0.77,-1.0,-1.0,-1.0,0.13649,0.062011,0.078814,0.26277,0.39249,-1.0,26.2342,20.0332,71.92
77.0,63.0,64.0,0.6,-1.0,0.46,-1.0,-1.0,-1.0,0.060877,0.034602,0.077089,0.25389,0.30832,-1.0,52.3967,26.411,75.5
117.0,113.0,105.0,0.38,-1.0,0.3,-1.0,-1.0,-1.0,0.26244,0.035465,0.064212,0.21124,0.44176,-1.0,22.7633,21.8566,67.96
63.0,62.0,52.0,0.59,-1.0,0.44,-1.0,-1.0,-1.0,0.66582,0.031311,0.07558,0.25643,0.25016,-1.0,27.943,45.0567,72.6
85.0,91.0,84.0,0.52,-1.0,0.43,-1.0,-1.0,-1.0,0.2766,0.029153,0.078202,0.16523,0.36857,-1.0,46.4867,41.8749,73.21
124.0,153.0,151.0,1.47,-1.0,1.28,-1.0,-1.0,-1.0,0.41805,0.041292,0.054772,0.12529,0.43218,-1.0,28.7598,17.8854,77.44
135.0,126.0,138.0,1.26,-1.0,1.03,-1.0,-1.0,-1.0,0.17243,0.022659,0.089015,0.1611,0.3629,-1.0,35.1638,29.8432,82.01
63.0,65.0,72.0,0.43,-1.0,0.37,-1.0,-1.0,-1.0,0.43525,0.025415,0.081915,0.27924,0.28932,-1.0,28.6864,37.4613,73.93
113.0,96.0,107.0,0.59,-1.0,0.48,-1.0,-1.0,-1.0,0.27639,0.059067,0.078419,0.13756,0.38553,-1.0,4.8951,14.9523,67.4
67.0,68.0,66.0,0.67,-1.0,0.53,-1.0,-1.0,-1.0,0.079735,0.021329,0.076278,0.21896,0.23938,-1.0,10.5706,30.1391,71.52
53.0,55.0,54.0,0.92,-1.0,0.68,-1.0,-1.0,-1.0,0.58525,0.027365,0.065212,0.056053,0.18167,-1.0,3.6652,6.8237,72.76
67.0,52.0,58.0,0.7,-1.0,0.56,-1.0,-1.0,-1.0,0.68313,0.028551,0.068214,0.15039,0.28528,-1.0,41.5442,7.5786,75.5
182.0,109.0,102.0,0.59,-1.0,0.5,-1.0,-1.0,-1.0,0.36084,0.023254,0.064312,0.3275,0.3999,-1.0,20.81,16.2634,68.69
88.0,97.0,92.0,0.53,-1.0,0.41,-1.0,-1.0,-1.0,0.40583,0.027048,0.078778,0.25021,0.23567,-1.0,5.121,16.8982,68.48
71.0,80.0,71.0,0.14,0.09,0.08,18.0,19.0,23.0,0.80167,0.044943,0.068991,0.1975,0.28081,-1.0,36.0325,1.2262,78.52
70.0,59.0,68.0,0.34,-1.0,0.28,-1.0,-1.0,-1.0,0.015548,0.022771,0.077483,0.35541,0.29672,-1.0,22.2059,1.4879,78.3
150.0,122.0,138.0,0.83,-1.0,0.7,-1.0,-1.0,-1.0,0.57692,0.035368,0.071079,0.2876,0.37259,-1.0,6.3193,4.8765,66.95
187.0,178.0,184.0,0.98,-1.0,0.85,-1.0,-1.0,-1.0,0.17,0.024548,0.068242,0.31109,0.60211,-1.0,9.7272,30.6585,67.62
112.0,144.0,119.0,0.7,-1.0,0.55,-1.0,-1.0,-1.0,0.30505,0.068781,0.07099,0.38383,0.37342,-1.0,29.4075,35.3245,68.72
87.0,84.0,88.0,0.49,-1.0,0.39,-1.0,-1.0,-1.0,0.43355,-1.0,0.092664,0.30079,0.22647,-1.0,46.2033,29.6806,80.32
118.0,109.0,113.0,0.78,-1.0,0.65,-1.0,-1.0,-1.0,0.20642,-1.0,0.030849,0.17296,0.41883,-1.0,2.7275,23.4396,83.89
74.0,55.0,56.0,0.5,-1.0,0.36,-1.0,-1.0,-1.0,0.010847,-1.0,0.038041,0.05006,0.36834,-1.0,-1.0,17.8272,68.82
115.0,118.0,107.0,0.83,-1.0,0.67,-1.0,-1.0,-1.0,0.49662,-1.0,0.081256,0.23275,0.22656,-1.0,-1.0,35.4854,76.61
98.0,101.0,105.0,0.55,-1.0,0.46,-1.0,-1.0,-1.0,0.9999,0.027161,0.078082,0.22909,0.49613,-1.0,-1.0,50.5699,68.96
202.0,183.0,194.0,1.48,-1.0,1.33,-1.0,-1.0,-1.0,0.10589,0.081335,0.084713,0.30149,0.37099,-1.0,-1.0,41.6747,67.68
102.0,116.0,94.0,0.78,-1.0,0.68,-1.0,-1.0,-1.0,0.10882,0.024191,0.053551,0.15774,0.46435,-1.0,-1.0,25.1182,70.37
97.0,78.0,82.0,0.6,-1.0,0.54,-1.0,-1.0,-1.0,0.65638,0.035609,0.089804,0.18405,0.17427,-1.0,-1.0,73.2667,71.16
192.0,199.0,183.0,1.58,-1.0,1.37,-1.0,-1.0,-1.0,0.35066,0.081559,0.072403,0.16537,0.46349,-1.0,-1.0,69.3866,62.93
247.0,235.0,256.0,1.6,-1.0,1.29,-1.0,-1.0,-1.0,0.79443,0.079651,0.086054,0.17712,0.7278,-1.0,-1.0,43.4502,68.91
95.0,75.0,82.0,0.94,-1.0,0.8,-1.0,-1.0,-1.0,0.38894,0.060668,0.068188,0.25387,0.21222,-1.0,-1.0,33.8404,83.69
111.0,86.0,147.0,1.15,-1.0,0.93,-1.0,-1.0,-1.0,0.53425,0.061756,0.076806,0.27857,0.24886,-1.0,-1.0,51.2191,73.99
105.0,136.0,131.0,0.6,-1.0,0.52,-1.0,-1.0,-1.0,0.053582,0.062041,0.07738,0.27363,0.42,-1.0,-1.0,39.515,71.38
104.0,100.0,99.0,0.99,-1.0,0.82,-1.0,-1.0,-1.0,0.71407,0.080776,0.079316,0.1292,0.443,-1.0,-1.0,38.848,68.81
125.0,107.0,112.0,0.83,-1.0,0.67,-1.0,-1.0,-1.0,0.36073,0.067048,0.076047,0.30095,0.30544,-1.0,-1.0,26.8068,84.16
103.0,96.0,83.0,0.66,-1.0,0.52,-1.0,-1.0,-1.0,0.74869,0.076917,0.086925,0.32365,0.33067,-1.0,-1.0,28.5894,70.33
160.0,144.0,174.0,1.4,-1.0,1.14,-1.0,-1.0,-1.0,0.30752,0.068292,0.079387,0.26447,0.47133,-1.0,-1.0,36.2705,67.86
118.0,159.0,143.0,1.13,-1.0,0.98,-1.0,-1.0,-1.0,0.21004,0.078082,0.084149,0.28377,0.22227,-1.0,-1.0,40.8737,87.32
113.0,120.0,106.0,0.74,-1.0,0.61,-1.0,-1.0,-1.0,0.38167,0.085241,0.086444,0.24153,0.38802,-1.0,-1.0,34.3812,78.21
79.0,74.0,82.0,0.55,-1.0,0.44,-1.0,-1.0,-1.0,0.44788,0.045638,0.075173,0.16535,0.14595,-1.0,-1.0,35.1779,94.9
70.0,64.0,63.0,0.59,-1.0,0.45,-1.0,-1.0,-1.0,0.99672,0.024655,0.062695,0.13772,0.13276,-1.0,-1.0,8.8541,72.04
116.0,105.0,96.0,0.76,-1.0,0.63,-1.0,-1.0,-1.0,0.39399,0.068674,0.066779,0.25175,0.35372,-1.0,-1.0,17.3839,71.32
70.0,66.0,74.0,0.57,-1.0,0.41,-1.0,-1.0,-1.0,0.20521,0.025732,0.06838,0.20804,0.18844,-1.0,-1.0,21.8279,91.06
53.0,55.0,52.0,0.55,-1.0,0.43,-1.0,-1.0,-1.0,0.029341,0.044684,0.065267,0.18144,0.11893,-1.0,-1.0,29.3107,74.66
165.0,201.0,195.0,1.11,-1.0,0.93,-1.0,-1.0,-1.0,0.53822,0.053565,0.07278,0.21159,0.49401,-1.0,-1.0,29.4373,67.75
141.0,101.0,122.0,0.81,-1.0,0.67,-1.0,-1.0,-1.0,0.67295,0.055146,0.050164,0.16835,0.47353,-1.0,-1.0,18.4733,64.71
96.0,95.0,88.0,0.8,-1.0,0.67,-1.0,-1.0,-1.0,0.0066443,0.06301,0.073764,0.28742,0.21843,-1.0,-1.0,17.9539,73.81
136.0,143.0,151.0,0.83,-1.0,0.69,-1.0,-1.0,-1.0,0.12128,0.074259,0.067827,0.19477,0.30548,-1.0,-1.0,28.3033,68.68
76.0,68.0,72.0,0.49,-1.0,0.38,-1.0,-1.0,-1.0,0.058983,0.071415,0.084581,0.21244,0.35025,-1.0,-1.0,27.5881,69.49
52.0,58.0,51.0,0.5,-1.0,0.38,-1.0,-1.0,-1.0,0.20239,0.078316,0.056504,0.079137,0.10502,-1.0,-1.0,33.5011,86.84
166.0,147.0,171.0,1.02,-1.0,0.9,-1.0,-1.0,-1.0,0.50168,0.049759,0.075706,0.20551,0.33476,-1.0,-1.0,34.3002,71.68
242.0,229.0,231.0,0.75,0.6,0.59,40.0,41.0,42.0,0.60955,0.041675,0.053643,0.24605,0.65477,-1.0,-1.0,37.3444,70.92
67.0,68.0,79.0,0.48,-1.0,0.34,-1.0,-1.0,-1.0,0.99805,0.042943,0.041682,0.12337,0.37361,-1.0,-1.0,26.3031,71.14
95.0,129.0,107.0,1.2,-1.0,0.95,-1.0,-1.0,-1.0,0.99558,-1.0,-1.0,0.12784,0.53722,6.9266,17.7902,12.479,69.08
72.0,75.0,74.0,0.74,-1.0,0.56,-1.0,-1.0,-1.0,0.31629,-1.0,0.066566,0.31006,0.56152,12.5911,34.447,15.6515,66.11
75.0,89.0,76.0,0.79,-1.0,0.61,-1.0,-1.0,-1.0,0.92484,-1.0,0.074427,0.21409,0.22074,9.9735,11.1577,41.6658,69.89
157.0,147.0,172.0,0.92,-1.0,0.75,-1.0,-1.0,-1.0,0.73474,-1.0,0.046187,-1.0,0.58612,16.416,27.805,27.0269,66.9
160.0,163.0,159.0,1.01,-1.0,0.88,-1.0,-1.0,-1.0,0.34215,-1.0,0.085908,-1.0,0.59477,17.0312,36.3525,33.962,65.84
127.0,130.0,111.0,1.09,-1.0,0.88,-1.0,-1.0,-1.0,0.5001,-1.0,0.071697,-1.0,0.53877,19.3338,52.817,62.2798,72.84
315.0,300.0,256.0,1.41,1.36,1.17,14.0,18.0,20.0,0.52675,-1.0,0.070396,-1.0,0.83755,40.3844,67.9402,58.6379,67.74
231.0,226.0,235.0,0.86,0.84,0.79,17.0,20.0,13.0,0.59557,-1.0,0.063814,-1.0,0.46386,7.3928,35.194,49.7948,67.3
140.0,146.0,150.0,1.35,-1.0,1.15,-1.0,-1.0,-1.0,0.29333,-1.0,0.046389,-1.0,0.50689,13.399,29.6966,31.4865,68.31
113.0,108.0,136.0,0.94,-1.0,0.75,-1.0,-1.0,-1.0,0.7552,-1.0,0.053543,0.0,0.37618,14.6444,41.0489,49.9354,67.89
130.0,124.0,116.0,1.24,-1.0,0.97,-1.0,-1.0,-1.0,0.41669,-1.0,0.082469,-1.0,0.14311,4.1517,34.1138,48.3996,76.52
107.0,102.0,104.0,0.99,-1.0,0.79,-1.0,-1.0,-1.0,0.7055,-1.0,0.064564,0.23317,0.40881,12.552,47.4869,47.1351,76.08
155.0,175.0,151.0,0.75,-1.0,0.63,-1.0,-1.0,-1.0,0.62558,-1.0,0.051848,0.3251,0.49311,14.4455,43.9788,38.1222,65.83
241.0,233.0,221.0,0.79,0.77,0.65,12.0,13.0,12.0,0.4627,-1.0,0.062668,0.29244,0.3024,16.8185,51.1554,41.516,67.29
192.0,205.0,167.0,1.05,0.96,0.75,17.0,16.0,16.0,0.38573,-1.0,0.071115,0.27612,0.55358,12.6844,46.3824,47.4705,65.22
176.0,198.0,198.0,0.93,-1.0,0.76,-1.0,-1.0,-1.0,0.42008,-1.0,0.06735,0.26959,0.46568,12.8926,46.764,56.0811,66.69
130.0,107.0,113.0,0.72,-1.0,0.53,-1.0,-1.0,-1.0,0.65784,-1.0,0.066482,0.53739,0.56867,14.9668,49.1727,50.8094,69.56
218.0,224.0,220.0,0.86,0.65,0.6,40.0,38.0,35.0,0.81174,-1.0,0.061089,0.0,0.59223,14.4314,34.4256,32.7698,64.72
111.0,114.0,115.0,0.81,-1.0,0.6,-1.0,-1.0,-1.0,0.55198,-1.0,0.065841,0.31626,0.36733,7.8889,28.7743,40.6556,69.15
44.0,50.0,71.0,0.49,-1.0,0.36,-1.0,-1.0,-1.0,0.34649,-1.0,0.056543,0.10093,0.24048,5.3703,5.0789,16.534,88.79
88.0,98.0,67.0,0.69,-1.0,0.57,-1.0,-1.0,-1.0,0.90159,-1.0,0.055029,-1.0,0.34452,10.566,9.5539,13.6664,83.31
157.0,177.0,164.0,1.01,-1.0,0.87,-1.0,-1.0,-1.0,0.17725,-1.0,0.063692,-1.0,0.37106,9.3645,29.6471,34.3367,83.17
75.0,66.0,54.0,0.39,-1.0,0.31,-1.0,-1.0,-1.0,0.052591,-1.0,0.068899,-1.0,0.23182,5.4252,22.5381,25.4931,71.18
60.0,69.0,54.0,0.66,-1.0,0.49,-1.0,-1.0,-1.0,0.41438,-1.0,0.05177,-1.0,0.18658,6.4501,18.7771,8.4536,78.12
118.0,116.0,108.0,0.57,-1.0,0.48,-1.0,-1.0,-1.0,0.42865,-1.0,0.064326,-1.0,0.39194,7.858,18.5281,18.6686,73.37
89.0,109.0,82.0,0.64,-1.0,0.57,-1.0,-1.0,-1.0,0.64608,-1.0,0.072414,-1.0,0.22926,6.3253,20.7461,14.6007,72.58
79.0,78.0,70.0,0.54,-1.0,0.47,-1.0,-1.0,-1.0,0.30814,-1.0,0.065328,-1.0,0.26682,8.4312,20.8563,7.6397,87.01
120.0,116.0,109.0,0.52,-1.0,0.44,-1.0,-1.0,-1.0,0.61135,-1.0,0.055022,-1.0,0.37211,11.9721,20.9527,27.0237,66.68
217.0,201.0,207.0,0.79,0.75,0.7,19.0,18.0,17.0,0.72458,-1.0,0.060329,-1.0,0.21324,0.84566,14.5728,25.8674,69.8
60.0,76.0,65.0,0.81,-1.0,0.55,-1.0,-1.0,-1.0,0.34694,-1.0,0.071013,-1.0,0.28617,7.3288,19.2381,22.9061,71.54
65.0,60.0,71.0,0.39,-1.0,0.25,-1.0,-1.0,-1.0,0.86464,-1.0,0.057216,-1.0,0.41205,-1.0,18.4359,25.5282,71.13
91.0,98.0,105.0,0.62,-1.0,0.49,-1.0,-1.0,-1.0,-1.0,-1.0,0.055534,-1.0,0.22174,-1.0,36.5179,30.1994,71.08
158.0,141.0,184.0,2.33,-1.0,1.97,-1.0,-1.0,-1.0,0.74774,-1.0,0.031918,-1.0,0.18775,-1.0,-1.0,35.6112,75.37
137.0,157.0,150.0,0.81,-1.0,0.64,-1.0,-1.0,-1.0,0.51816,-1.0,0.06786,-1.0,0.55384,-1.0,-1.0,44.1261,72.1
124.0,107.0,96.0,1.18,-1.0,0.95,-1.0,-1.0,-1.0,0.62113,0.076631,0.079725,-1.0,0.28087,-1.0,-1.0,30.9538,69.57
137.0,123.0,129.0,0.89,-1.0,0.7,-1.0,-1.0,-1.0,0.38541,0.038664,0.066621,-1.0,0.45548,-1.0,-1.0,41.1886,73.14
120.0,126.0,136.0,0.51,-1.0,0.45,-1.0,-1.0,-1.0,0.59823,0.056018,0.08084,-1.0,0.45894,-1.0,-1.0,27.6781,80.06
132.0,133.0,131.0,0.75,-1.0,0.62,-1.0,-1.0,-1.0,0.7906,0.066955,0.083883,-1.0,0.59831,-1.0,-1.0,48.4664,69.35
97.0,78.0,95.0,0.77,-1.0,0.61,-1.0,-1.0,-1.0,0.63296,0.055974,0.076878,-1.0,0.23971,-1.0,-1.0,19.0899,65.54
96.0,119.0,126.0,0.77,-1.0,0.58,-1.0,-1.0,-1.0,0.51567,0.062235,0.053063,-1.0,0.38927,-1.0,-1.0,44.2726,71.57
164.0,187.0,150.0,1.45,-1.0,1.15,-1.0,-1.0,-1.0,0.29361,0.078348,0.056376,-1.0,0.47003,-1.0,-1.0,46.7575,65.97
109.0,113.0,136.0,0.94,-1.0,0.75,-1.0,-1.0,-1.0,0.4088,0.074674,0.080139,-1.0,0.18342,-1.0,-1.0,27.5506,69.61
108.0,107.0,122.0,0.87,-1.0,0.69,-1.0,-1.0,-1.0,0.24188,0.075988,0.067882,0.028208,0.42533,-1.0,-1.0,41.226,86.53
100.0,91.0,99.0,0.47,-1.0,0.34,-1.0,-1.0,-1.0,0.55803,0.054089,0.067965,0.28383,0.62,-1.0,-1.0,43.8336,80.65
124.0,135.0,110.0,0.51,-1.0,0.41,-1.0,-1.0,-1.0,0.15564,0.030617,0.050121,4.8e-05,0.36446,-1.0,-1.0,50.6677,66.27
95.0,101.0,109.0,1.6,-1.0,1.17,-1.0,-1.0,-1.0,0.82404,0.056519,0.072675,0.001088,0.37526,-1.0,-1.0,38.1078,71.15
209.0,214.0,181.0,0.84,0.76,0.66,17.0,16.0,18.0,0.51177,0.057725,0.066367,-1.0,0.63432,-1.0,-1.0,59.49,70.66
188.0,173.0,191.0,0.89,-1.0,0.72,-1.0,-1.0,-1.0,0.079312,0.064811,0.065346,0.0,0.46158,-1.0,-1.0,48.6055,64.22
90.0,97.0,84.0,0.31,-1.0,0.2,-1.0,-1.0,-1.0,0.13003,0.043856,0.064409,0.22154,0.28494,-1.0,-1.0,32.9497,67.14
169.0,162.0,205.0,0.95,-1.0,0.82,-1.0,-1.0,-1.0,0.50452,0.029719,0.063636,0.20594,0.44015,-1.0,-1.0,33.9411,71.34
100.0,84.0,80.0,0.63,-1.0,0.54,-1.0,-1.0,-1.0,0.26112,0.089955,0.051232,0.010725,0.33524,-1.0,-1.0,42.2239,72.71
126.0,150.0,124.0,0.75,-1.0,0.6,-1.0,-1.0,-1.0,0.41249,0.046761,0.048363,0.22327,0.34055,-1.0,-1.0,16.4695,69.08
116.0,117.0,128.0,0.79,-1.0,0.68,-1.0,-1.0,-1.0,0.34649,0.052902,0.054251,-1.0,0.16604,-1.0,-1.0,29.4132,67.01
172.0,173.0,161.0,0.92,-1.0,0.7,-1.0,-1.0,-1.0,0.17223,0.075133,0.058852,-1.0,0.40898,-1.0,-1.0,9.0102,63.9
75.0,61.0,67.0,0.54,-1.0,0.42,-1.0,-1.0,-1.0,0.58164,0.054986,0.055269,-1.0,0.2544,-1.0,-1.0,47.1103,73.23
68.0,59.0,67.0,0.47,-1.0,0.37,-1.0,-1.0,-1.0,0.015253,0.059919,0.058185,-1.0,0.31811,-1.0,-1.0,18.5662,82.03
57.0,44.0,50.0,0.26,-1.0,0.2,-1.0,-1.0,-1.0,0.81119,0.057426,0.064185,-1.0,0.1323,-1.0,-1.0,6.7512,93.98
173.0,178.0,187.0,0.31,0.26,0.25,19.0,18.0,18.0,0.029873,0.074623,0.056109,0.056951,0.3569,-1.0,-1.0,25.1218,63.81
175.0,170.0,168.0,0.46,0.43,0.41,18.0,19.0,19.0,0.56068,0.052939,0.066776,-1.0,0.21322,-1.0,-1.0,30.6409,71.29
181.0,167.0,156.0,0.28,0.27,0.25,18.0,18.0,21.0,0.3512,0.065078,0.0591,0.088569,0.26659,-1.0,-1.0,31.6806,68.02
223.0,221.0,234.0,1.32,-1.0,1.1,-1.0,-1.0,-1.0,0.42157,0.030341,0.06296,0.22871,0.65847,-1.0,-1.0,41.286,69.42
129.0,104.0,113.0,0.25,0.22,0.21,17.0,18.0,12.0,0.10787,-1.0,0.030908,0.17209,0.47329,-1.0,-1.0,12.3964,70.3
125.0,131.0,98.0,0.91,-1.0,0.73,-1.0,-1.0,-1.0,0.14145,-1.0,0.058354,-1.0,0.54569,8.1048,-1.0,30.988,65.84
212.0,197.0,195.0,1.13,1.11,1.06,17.0,17.0,17.0,0.14447,-1.0,0.092711,-1.0,0.45844,9.9643,-1.0,40.2148,67.73
217.0,209.0,224.0,0.78,0.69,0.64,25.0,24.0,22.0,0.31292,-1.0,0.079251,-1.0,0.40303,5.7293,-1.0,15.5218,69.84
206.0,203.0,202.0,0.34,0.28,0.22,22.0,19.0,21.0,0.27233,-1.0,0.090423,-1.0,0.57985,21.2901,-1.0,16.3301,61.79
182.0,172.0,176.0,0.41,0.37,0.33,25.0,20.0,21.0,0.17097,-1.0,0.087224,-1.0,0.46282,7.9255,-1.0,22.4763,69.35
196.0,188.0,172.0,1.04,-1.0,0.89,-1.0,-1.0,-1.0,0.51354,-1.0,0.082852,-1.0,0.7072,17.0478,-1.0,29.9778,69.44
165.0,169.0,174.0,0.56,0.45,0.42,25.0,22.0,24.0,0.15649,-1.0,0.081251,-1.0,0.31333,11.9555,-1.0,17.8238,68.86
231.0,233.0,250.0,1.17,1.11,1.01,21.0,23.0,24.0,0.42679,-1.0,0.094145,-1.0,0.48859,7.9538,-1.0,27.6217,68.95
174.0,167.0,157.0,0.46,0.42,0.38,15.0,19.0,19.0,0.21675,-1.0,0.084772,-1.0,0.39235,9.5764,-1.0,22.2137,78.55
232.0,257.0,224.0,0.31,0.26,0.21,24.0,20.0,28.0,0.062677,-1.0,0.081568,-1.0,0.51546,17.366,-1.0,25.4584,78.58
260.0,259.0,258.0,1.03,1.01,0.85,20.0,23.0,22.0,0.032218,-1.0,0.10313,-1.0,0.56124,21.3148,-1.0,50.172,64.37
261.0,266.0,271.0,0.94,0.93,0.86,18.0,17.0,16.0,0.077187,-1.0,0.080736,-1.0,0.70236,22.6906,-1.0,38.2533,68.38
294.0,310.0,274.0,1.4,1.37,1.28,16.0,19.0,16.0,0.65514,-1.0,-1.0,-1.0,0.61254,11.7892,-1.0,39.2383,67.58
176.0,179.0,180.0,0.67,0.59,0.54,20.0,24.0,18.0,0.082673,-1.0,-1.0,-1.0,0.61537,13.3704,-1.0,10.5225,72.41
240.0,255.0,219.0,1.73,1.68,1.54,18.0,21.0,17.0,0.17552,-1.0,-1.0,-1.0,0.48221,10.3679,-1.0,19.5871,71.13
184.0,192.0,178.0,1.03,0.99,0.92,16.0,17.0,18.0,0.387,-1.0,0.075471,-1.0,0.60378,7.6172,-1.0,25.2553,69.12
185.0,179.0,201.0,1.3,-1.0,1.12,-1.0,-1.0,-1.0,0.42339,-1.0,0.088233,-1.0,0.51622,12.2107,-1.0,38.7465,67.59
153.0,158.0,167.0,0.71,-1.0,0.61,-1.0,-1.0,-1.0,0.25011,-1.0,0.10245,-1.0,0.34858,7.3263,-1.0,33.4143,68.21
195.0,202.0,220.0,0.65,-1.0,0.61,-1.0,-1.0,-1.0,0.65758,-1.0,0.087389,-1.0,0.45524,6.7603,-1.0,40.3714,69.98
177.0,180.0,184.0,0.32,0.3,0.28,20.0,23.0,21.0,0.0062237,-1.0,0.081228,0.080108,0.44791,6.6834,-1.0,25.0966,67.18
213.0,221.0,217.0,0.95,0.92,0.84,14.0,10.0,11.0,-1.0,-1.0,-1.0,-1.0,0.35966,9.0763,-1.0,36.1174,69.71
107.0,117.0,117.0,0.56,-1.0,0.45,-1.0,-1.0,-1.0,0.91958,-1.0,0.082608,0.080187,0.44367,10.0077,-1.0,36.7086,67.76
162.0,154.0,158.0,0.76,0.74,0.62,21.0,10.0,18.0,0.66801,0.050569,0.095387,-1.0,0.45826,23.7288,-1.0,46.4653,69.95
187.0,210.0,200.0,1.24,1.18,1.05,18.0,19.0,18.0,0.68917,0.071396,0.083789,-1.0,0.38918,19.5432,-1.0,39.7065,67.0
134.0,136.0,150.0,0.16,0.12,0.11,15.0,18.0,17.0,0.45437,0.057326,0.083675,-1.0,0.17909,1.0993,-1.0,9.6868,70.97
154.0,165.0,156.0,0.79,0.74,0.67,20.0,17.0,18.0,0.063063,0.045025,0.095301,-1.0,0.38433,14.5835,-1.0,43.9733,71.91
197.0,176.0,218.0,1.03,1.01,0.87,16.0,13.0,14.0,0.12057,0.092125,0.083049,-1.0,0.39707,19.7374,-1.0,44.9367,68.85
205.0,225.0,245.0,1.52,1.45,1.23,20.0,19.0,21.0,0.1805,0.082505,0.085473,-1.0,0.50129,32.0779,-1.0,48.7802,69.54
284.0,272.0,263.0,0.54,0.52,0.46,44.0,27.0,27.0,0.49879,0.079937,0.077844,-1.0,0.28221,14.4823,-1.0,39.7951,74.02
201.0,222.0,222.0,0.93,0.83,0.8,26.0,22.0,23.0,0.35487,0.065378,0.084577,-1.0,0.24829,8.5839,-1.0,37.914,78.13
190.0,192.0,202.0,0.67,0.6,0.53,23.0,21.0,19.0,0.48317,0.062013,0.062557,-1.0,0.68333,32.6319,-1.0,32.7669,69.1
218.0,221.0,219.0,0.59,0.47,0.44,37.0,39.0,36.0,0.66592,0.072943,0.065835,-1.0,0.57602,22.5802,-1.0,25.8208,65.4
113.0,102.0,111.0,0.8,-1.0,0.63,-1.0,-1.0,-1.0,0.48364,0.062499,0.084578,-1.0,0.30439,9.4514,-1.0,48.2921,81.09
252.0,246.0,247.0,1.5,1.47,1.36,18.0,18.0,17.0,0.39369,0.075497,0.073004,-1.0,0.57223,22.6167,-1.0,53.1028,69.9
236.0,238.0,216.0,0.81,-1.0,0.66,-1.0,-1.0,-1.0,0.095314,0.076443,0.075234,-1.0,0.40834,16.7529,-1.0,37.6369,65.92
222.0,227.0,231.0,1.25,1.23,1.1,21.0,20.0,21.0,0.19864,0.080115,0.094488,-1.0,0.34996,12.6044,-1.0,21.9536,68.5
191.0,202.0,201.0,0.8,0.76,0.72,23.0,24.0,23.0,0.43998,-1.0,0.081314,-1.0,0.30268,6.1124,-1.0,37.7685,68.27
188.0,178.0,200.0,0.35,0.33,0.29,17.0,18.0,19.0,0.76995,0.037831,0.08729,-1.0,0.23541,5.7394,-1.0,25.5298,64.33
227.0,214.0,232.0,0.98,0.95,0.91,20.0,23.0,24.0,0.48232,0.063461,0.071396,-1.0,0.21138,6.3829,-1.0,19.968,69.6
128.0,131.0,118.0,0.41,-1.0,0.32,-1.0,-1.0,-1.0,0.15543,0.053722,0.074106,-1.0,0.33064,7.9391,-1.0,28.598,69.04
222.0,242.0,209.0,0.43,0.42,0.37,18.0,21.0,25.0,0.78766,0.053782,0.079968,-1.0,0.34808,5.2497,-1.0,21.6871,61.51
191.0,176.0,169.0,0.48,0.47,0.43,13.0,12.0,11.0,0.80829,0.03064,-1.0,-1.0,0.52879,15.4749,-1.0,28.2318,70.02
191.0,201.0,178.0,0.64,0.59,0.53,24.0,22.0,21.0,0.23641,-1.0,0.084247,-1.0,0.66068,16.908,-1.0,39.7052,70.77
257.0,306.0,286.0,1.21,-1.0,1.0,-1.0,-1.0,-1.0,0.075557,-1.0,0.076109,-1.0,0.68575,40.708,-1.0,62.3607,66.39
238.0,227.0,233.0,0.81,0.79,0.72,18.0,16.0,19.0,0.34677,0.064552,0.07659,-1.0,0.51982,19.9543,-1.0,47.6626,68.72
174.0,189.0,182.0,0.67,0.61,0.59,22.0,20.0,20.0,0.42602,0.03324,0.080913,-1.0,0.56326,20.6713,-1.0,7.7186,74.6
164.0,162.0,166.0,0.47,0.41,0.37,17.0,16.0,15.0,0.33866,0.046858,0.097402,-1.0,0.5249,19.1333,-1.0,30.8254,68.24
172.0,182.0,159.0,1.11,-1.0,0.94,-1.0,-1.0,-1.0,0.19295,0.02719,0.094936,-1.0,0.30116,15.4296,-1.0,39.3544,65.87
