SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,NEG_OARDC
67.0,68.0,72.0,0.58,-1.0,0.43,-1.0,-1.0,-1.0,0.2574,0.051007,0.0675845,-1.0,-1.0,7.3756,17.99855,-1.0,30.82
85.0,96.0,102.0,0.5,-1.0,0.43,-1.0,-1.0,-1.0,0.41346,0.047696,0.063852,-1.0,-1.0,8.3773,21.4973,-1.0,32.93
77.0,80.0,94.0,0.73,-1.0,0.59,-1.0,-1.0,-1.0,0.59143,0.046293,0.061771,-1.0,-1.0,9.3298,27.62145,-1.0,34.25
212.0,177.0,184.0,1.12,-1.0,0.93,-1.0,-1.0,-1.0,0.66694,0.042326,0.068294,-1.0,-1.0,10.9501,34.371,-1.0,34.81
62.0,57.0,77.0,0.61,-1.0,0.48,-1.0,-1.0,-1.0,0.093646,0.053733,0.0608725,-1.0,-1.0,2.9581,11.6504,-1.0,34.38
144.0,112.0,124.0,0.81,-1.0,0.71,-1.0,-1.0,-1.0,0.38785,0.063221,0.065288,-1.0,-1.0,2.0888,11.8803,-1.0,34.28
163.0,154.0,163.0,1.23,-1.0,1.08,-1.0,-1.0,-1.0,0.33283,0.054236,0.072953,-1.0,-1.0,2.955,14.87825,-1.0,32.9
146.0,110.0,118.0,1.45,-1.0,1.25,-1.0,-1.0,-1.0,0.77822,0.029524,0.065801,-1.0,-1.0,3.2514,5.46245,-1.0,35.25
92.0,99.0,88.0,0.96,-1.0,0.85,-1.0,-1.0,-1.0,0.7572,0.029228,0.061716,-1.0,-1.0,9.0214,7.8985,-1.0,34.91
143.0,153.0,135.0,1.37,-1.0,1.15,-1.0,-1.0,-1.0,0.66048,0.029415,0.063831,-1.0,-1.0,8.0257,16.4157,-1.0,32.27
78.0,83.0,80.0,0.65,-1.0,0.51,-1.0,-1.0,-1.0,0.58165,0.048015,0.0542455,-1.0,-1.0,10.8726,15.04655,-1.0,36.08
96.0,99.0,88.0,0.67,-1.0,0.55,-1.0,-1.0,-1.0,0.52166,0.037602,0.06074,-1.0,-1.0,9.0188,13.4538,-1.0,37.29
69.0,68.0,66.0,0.64,-1.0,0.52,-1.0,-1.0,-1.0,0.55248,0.046204,0.067177,-1.0,-1.0,3.5172,17.97805,-1.0,40.45
170.0,143.0,168.0,1.3,-1.0,1.05,-1.0,-1.0,-1.0,0.75435,0.044007,0.075817,-1.0,-1.0,6.5742,17.75395,-1.0,36.8
69.0,62.0,74.0,0.35,-1.0,0.28,-1.0,-1.0,-1.0,-1.0,-1.0,0.078113,-1.0,-1.0,11.041,39.4508,-1.0,42.16
108.0,96.0,94.0,0.79,-1.0,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,0.039127,-1.0,-1.0,3.0881,5.3168,-1.0,37.87
130.0,137.0,120.0,0.97,-1.0,0.82,-1.0,-1.0,-1.0,0.62768,-1.0,-1.0,0.28536,0.4751,4.80865,-1.0,24.2321,31.95
104.0,108.0,88.0,1.0,-1.0,0.79,-1.0,-1.0,-1.0,0.5156,-1.0,-1.0,0.36951,0.32886,6.59255,-1.0,38.33575,33.48
123.0,135.0,117.0,0.84,-1.0,0.66,-1.0,-1.0,-1.0,0.26362,-1.0,-1.0,0.25751,0.304555,4.1665,-1.0,33.49555,29.06
203.0,197.0,190.0,1.26,-1.0,1.06,-1.0,-1.0,-1.0,0.3779,-1.0,-1.0,0.30065,0.42688,7.84725,-1.0,46.0655,26.62
150.0,131.0,138.0,0.83,-1.0,0.66,-1.0,-1.0,-1.0,0.14492,-1.0,-1.0,0.19866,0.31572,5.29815,-1.0,20.5129,36.37
116.0,147.0,154.0,1.6,-1.0,1.3,-1.0,-1.0,-1.0,0.63657,-1.0,-1.0,0.30665,0.28159,3.3904,-1.0,20.11675,30.38
94.0,95.0,99.0,0.7,-1.0,0.61,-1.0,-1.0,-1.0,0.61361,-1.0,-1.0,0.25936,0.2818,4.10265,-1.0,19.76815,35.04
115.0,130.0,130.0,1.06,-1.0,0.86,-1.0,-1.0,-1.0,0.67842,-1.0,-1.0,0.30567,0.616105,16.7576,-1.0,33.71285,32.84
101.0,86.0,93.0,1.2,-1.0,0.96,-1.0,-1.0,-1.0,0.26256,-1.0,-1.0,0.094822,0.162985,3.44205,-1.0,12.1665,31.54
282.0,261.0,270.0,1.25,1.19,1.07,9.0,10.0,11.0,0.078261,-1.0,-1.0,0.26746,0.587195,16.50625,-1.0,37.8428,32.21
190.0,199.0,182.0,1.1,1.08,0.84,12.0,12.0,13.0,0.15093,-1.0,-1.0,0.23823,0.52288,12.7767,-1.0,52.13605,35.97
212.0,206.0,215.0,1.33,-1.0,1.16,-1.0,-1.0,-1.0,0.065994,-1.0,-1.0,0.20256,0.47489,9.86435,-1.0,38.6139,31.7
79.0,64.0,77.0,1.04,-1.0,0.8,-1.0,-1.0,-1.0,0.57126,-1.0,-1.0,0.052186,0.1500285,6.62045,-1.0,24.1099,37.96
119.0,104.0,102.0,0.99,-1.0,0.83,-1.0,-1.0,-1.0,0.72063,-1.0,-1.0,0.26697,0.302935,4.8748,-1.0,32.33825,33.25
62.0,56.0,66.0,0.57,-1.0,0.48,-1.0,-1.0,-1.0,0.27816,-1.0,-1.0,0.23283,0.40452,5.734,-1.0,32.87835,34.73
157.0,119.0,144.0,1.2,-1.0,1.02,-1.0,-1.0,-1.0,0.66327,-1.0,-1.0,0.26005,0.23912,3.99495,-1.0,24.44565,30.86
131.0,112.0,128.0,1.25,-1.0,1.02,-1.0,-1.0,-1.0,0.67399,-1.0,-1.0,0.26751,0.397005,7.58595,-1.0,22.16595,32.31
158.0,154.0,157.0,1.55,-1.0,1.27,-1.0,-1.0,-1.0,0.32023,-1.0,-1.0,0.22792,0.406185,9.39035,-1.0,27.0267,30.7
118.0,113.0,91.0,1.02,-1.0,0.8,-1.0,-1.0,-1.0,0.45281,-1.0,-1.0,0.086117,0.35242,7.4698,-1.0,27.8749,36.11
214.0,193.0,195.0,0.57,-1.0,0.48,-1.0,-1.0,-1.0,0.041353,-1.0,-1.0,0.1573605,0.18416,2.3434,-1.0,22.396,27.9
89.0,88.0,104.0,0.7,-1.0,0.52,-1.0,-1.0,-1.0,0.629505,-1.0,-1.0,0.18109,0.169425,3.14875,-1.0,11.67995,35.78
83.0,70.0,63.0,0.34,-1.0,0.27,-1.0,-1.0,-1.0,0.703745,0.032134,-1.0,0.203975,0.21674,2.4784,-1.0,19.28105,35.46
215.0,233.0,213.0,1.62,1.58,1.37,23.0,25.0,23.0,0.535635,0.049158,-1.0,0.208985,0.19498,3.34785,-1.0,12.2265,30.99
95.0,94.0,94.0,0.4,-1.0,0.3,-1.0,-1.0,-1.0,0.529165,0.048776,-1.0,0.269715,0.3105,2.1192,-1.0,17.7723,34.35
71.0,75.0,74.0,0.47,-1.0,0.39,-1.0,-1.0,-1.0,0.60811,0.06235,-1.0,0.2467,0.22144,3.3894,-1.0,22.49255,31.7
83.0,80.0,88.0,0.73,-1.0,0.61,-1.0,-1.0,-1.0,0.65548,0.038051,-1.0,0.280545,0.353525,6.0786,-1.0,23.7668,36.08
68.0,62.0,54.0,0.7,-1.0,0.52,-1.0,-1.0,-1.0,0.720745,0.041757,-1.0,0.23195,0.259655,3.56175,-1.0,12.37235,40.96
164.0,169.0,185.0,0.86,-1.0,0.79,-1.0,-1.0,-1.0,0.54032,0.051289,-1.0,0.28962,0.40506,6.2251,-1.0,21.61895,38.05
73.0,68.0,58.0,0.34,-1.0,0.28,-1.0,-1.0,-1.0,0.8069,0.046601,-1.0,0.15988,0.321365,2.77595,-1.0,5.84955,34.05
140.0,177.0,181.0,1.55,-1.0,1.33,-1.0,-1.0,-1.0,0.58526,0.036962,0.040876,0.12092,0.352,7.5594,38.7423,10.0178,28.29
117.0,122.0,121.0,0.91,-1.0,0.71,-1.0,-1.0,-1.0,0.49362,0.029355,0.0944,0.26233,0.25082,16.3795,33.4724,43.7434,31.98
120.0,178.0,119.0,0.59,-1.0,0.49,-1.0,-1.0,-1.0,0.55105,0.05457,0.071638,0.36578,0.4492,17.206,39.404,27.1615,34.59
167.0,157.0,181.0,1.04,-1.0,0.78,-1.0,-1.0,-1.0,0.51921,0.066951,0.086529,0.27096,0.51087,17.1262,49.6167,30.6303,33.85
121.0,137.0,136.0,0.84,-1.0,0.76,-1.0,-1.0,-1.0,0.33609,0.064129,0.062293,0.27665,0.55184,15.9237,15.59,19.7194,36.78
85.0,104.0,90.0,0.73,-1.0,0.62,-1.0,-1.0,-1.0,0.060894,0.10738,0.077618,0.20959,0.22855,11.37075,4.4679,9.8979,33.87
156.0,163.0,188.0,1.7,-1.0,1.45,-1.0,-1.0,-1.0,0.37377,-1.0,0.069634,0.25261,0.58352,21.20735,46.9469,11.7024,32.21
193.0,197.0,218.0,1.69,-1.0,1.34,-1.0,-1.0,-1.0,0.26284,0.033738,0.087585,0.27957,0.6736,29.85225,65.8673,49.6813,28.04
280.0,302.0,260.0,0.75,0.74,0.66,33.0,26.0,32.0,0.20602,0.072567,0.083013,0.30252,0.3821,18.41105,57.4396,43.7126,26.97
115.0,108.0,112.0,0.56,-1.0,0.47,-1.0,-1.0,-1.0,0.58977,0.047655,0.078642,0.29982,0.49471,19.7846,52.8767,46.1651,35.03
122.0,123.0,112.0,1.05,-1.0,0.84,-1.0,-1.0,-1.0,0.99751,0.088582,0.087506,0.3386,0.48683,27.2047,43.9687,47.1909,37.01
80.0,64.0,65.0,0.4,-1.0,0.27,-1.0,-1.0,-1.0,0.99753,0.03206,0.089864,0.34411,0.38546,13.2563,32.6889,18.0777,35.69
172.0,174.0,205.0,0.85,-1.0,0.67,-1.0,-1.0,-1.0,0.36967,0.045604,0.06659,0.27524,0.74064,13.71825,44.7717,19.6589,33.56
109.0,128.0,113.0,0.53,-1.0,0.42,-1.0,-1.0,-1.0,0.1337,0.04581,0.080799,0.30425,0.46367,16.2357,14.8508,37.3017,34.53
152.0,148.0,147.0,1.83,-1.0,1.54,-1.0,-1.0,-1.0,0.34853,0.093176,0.068329,0.3088,0.37277,13.96365,12.9421,19.7058,32.13
68.0,62.0,66.0,0.58,-1.0,0.37,-1.0,-1.0,-1.0,0.11816,0.076012,0.084708,0.23187,0.49508,15.46275,35.1499,29.2816,38.27
95.0,92.0,87.0,0.6,-1.0,0.45,-1.0,-1.0,-1.0,0.53157,0.043295,0.066389,0.31631,0.40738,13.1393,17.6016,25.136,32.06
90.0,98.0,109.0,0.52,-1.0,0.4,-1.0,-1.0,-1.0,0.25565,0.068111,0.067416,0.22052,0.29187,7.3644,2.7526,19.4578,34.64
78.0,88.0,87.0,0.67,-1.0,0.59,-1.0,-1.0,-1.0,0.80628,0.047789,0.071361,0.21572,0.28086,6.38675,6.3814,16.4287,34.76
176.0,128.0,142.0,0.91,-1.0,0.73,-1.0,-1.0,-1.0,0.098212,0.083773,0.059841,0.23772,0.66251,9.27045,25.8548,21.2297,30.23
65.0,50.0,54.0,0.44,-1.0,0.33,-1.0,-1.0,-1.0,0.31565,0.033053,0.072064,0.31202,0.42202,8.35545,18.2861,29.6481,36.23
47.0,58.0,54.0,0.36,-1.0,0.25,-1.0,-1.0,-1.0,0.7473,0.05441,0.055187,0.19473,0.22664,8.3778,1.4332,11.9865,34.64
80.0,97.0,98.0,0.38,-1.0,0.32,-1.0,-1.0,-1.0,0.32377,0.065885,0.052843,0.26006,0.2946,2.9368,1.4179,5.3493,31.0
64.0,54.0,72.0,0.87,-1.0,0.67,-1.0,-1.0,-1.0,0.35852,0.066347,0.048377,0.17502,0.22536,3.4107,0.76256,5.7982,37.65
56.0,51.0,57.0,0.5,-1.0,0.39,-1.0,-1.0,-1.0,0.18015,0.072779,0.051266,0.2583,0.29675,5.85585,2.4745,5.034,40.46
78.0,86.0,95.0,0.6,-1.0,0.51,-1.0,-1.0,-1.0,0.32933,0.057165,0.050915,0.18063,0.43795,4.00305,8.0941,8.8773,35.67
90.0,96.0,102.0,0.58,-1.0,0.48,-1.0,-1.0,-1.0,0.27182,0.061941,0.066016,0.26733,0.50828,6.97975,13.2491,16.3832,31.44
97.0,68.0,75.0,0.78,-1.0,0.6,-1.0,-1.0,-1.0,0.28833,0.056962,0.071162,0.29406,0.30559,19.84005,22.6354,17.9524,36.46
74.0,65.0,71.0,0.44,-1.0,0.35,-1.0,-1.0,-1.0,0.67447,-1.0,0.073581,0.19459,0.2947,8.7801,10.4038,26.1356,38.23
77.0,64.0,68.0,0.33,-1.0,0.26,-1.0,-1.0,-1.0,-1.0,-1.0,0.07731,0.13197,0.39839,9.91605,34.0049,21.2716,36.32
75.0,68.0,62.0,0.48,-1.0,0.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24376,0.16229,2.7619,14.3149,34.6318,36.09
114.0,135.0,162.0,1.09,-1.0,0.93,-1.0,-1.0,-1.0,-1.0,-1.0,0.036114,0.17723,0.20591,-1.0,17.5151,18.3871,30.44
157.0,146.0,142.0,0.81,-1.0,0.67,-1.0,-1.0,-1.0,0.26342,0.06727,0.063566,0.22318,0.41727,-1.0,43.2941,30.5421,29.93
170.0,176.0,174.0,2.34,-1.0,1.87,-1.0,-1.0,-1.0,0.64166,0.044814,0.079725,0.3036,0.33495,-1.0,51.8485,13.7559,27.95
80.0,87.0,79.0,0.66,-1.0,0.51,-1.0,-1.0,-1.0,0.4654,0.030585,0.084732,0.30709,0.44125,-1.0,56.7256,38.9701,32.37
100.0,96.0,95.0,1.1,-1.0,0.89,-1.0,-1.0,-1.0,0.36821,0.042595,0.095314,0.18714,0.2645,-1.0,47.4527,26.5754,35.94
176.0,189.0,203.0,1.01,0.95,0.73,36.0,32.0,28.0,0.62189,0.046676,0.064641,0.25708,0.3449,-1.0,30.3646,39.3184,30.53
130.0,109.0,111.0,1.06,-1.0,0.89,-1.0,-1.0,-1.0,0.36128,0.071897,0.076552,0.33495,0.55258,-1.0,68.2755,31.4861,31.82
216.0,213.0,219.0,0.71,0.53,0.48,45.0,40.0,39.0,0.47722,0.04166,0.051876,0.23404,0.80119,-1.0,51.4726,43.158,19.64
123.0,132.0,133.0,0.71,-1.0,0.58,-1.0,-1.0,-1.0,0.36139,0.063897,0.078421,0.20193,0.53022,-1.0,54.5128,46.7745,28.3
235.0,198.0,208.0,1.45,-1.0,1.29,-1.0,-1.0,-1.0,0.53178,0.058467,0.060557,0.30722,0.52669,-1.0,53.1837,18.0191,32.68
109.0,115.0,99.0,1.03,-1.0,0.8,-1.0,-1.0,-1.0,0.34593,0.066325,0.080422,0.26118,0.51336,-1.0,70.6862,33.5748,32.16
53.0,64.0,65.0,0.32,-1.0,0.24,-1.0,-1.0,-1.0,0.59876,0.048417,0.062237,0.20477,0.35906,-1.0,29.417,46.2968,34.08
184.0,167.0,156.0,0.97,-1.0,0.83,-1.0,-1.0,-1.0,0.46455,0.051105,0.077023,0.18438,0.44494,-1.0,30.9893,49.2686,32.93
213.0,233.0,176.0,1.36,-1.0,1.13,-1.0,-1.0,-1.0,0.76847,0.046261,0.061723,0.39177,0.28374,-1.0,43.7227,32.561,29.04
98.0,112.0,105.0,0.48,-1.0,0.37,-1.0,-1.0,-1.0,0.99577,0.042727,0.068392,0.38505,0.48165,-1.0,29.4692,32.792,35.42
102.0,106.0,98.0,1.05,-1.0,0.79,-1.0,-1.0,-1.0,0.77157,0.042547,0.074722,0.40969,0.44467,-1.0,29.5497,42.6629,33.24
187.0,202.0,201.0,1.08,1.02,0.89,14.0,13.0,12.0,0.76896,0.052996,0.080508,0.15582,0.42411,-1.0,46.0631,44.3532,30.61
86.0,119.0,127.0,1.22,-1.0,1.03,-1.0,-1.0,-1.0,0.7423,0.04327,0.060164,0.23144,0.33395,-1.0,6.3287,15.1784,33.32
48.0,53.0,60.0,0.29,-1.0,0.21,-1.0,-1.0,-1.0,0.79081,0.040095,0.065946,0.2153,0.25199,-1.0,9.998,16.4264,34.21
96.0,94.0,94.0,0.94,-1.0,0.78,-1.0,-1.0,-1.0,0.52275,0.048135,0.076225,0.18805,0.20803,-1.0,16.2971,19.9108,34.03
78.0,98.0,111.0,0.85,-1.0,0.71,-1.0,-1.0,-1.0,0.63284,0.039202,0.05447,0.1836,0.18454,-1.0,16.8498,23.9059,35.3
79.0,67.0,70.0,0.62,-1.0,0.49,-1.0,-1.0,-1.0,0.99923,0.031592,0.079832,0.18812,0.22944,-1.0,33.135,28.2205,45.49
119.0,135.0,93.0,0.9,-1.0,0.76,-1.0,-1.0,-1.0,0.60057,0.048406,0.057449,0.14244,0.14139,-1.0,0.82345,10.7794,41.91
43.0,46.0,42.0,0.36,-1.0,0.29,-1.0,-1.0,-1.0,0.50833,0.035868,0.056837,0.18685,0.18953,-1.0,2.8901,10.797,46.16
72.0,58.0,48.0,0.42,-1.0,0.34,-1.0,-1.0,-1.0,0.10978,0.071854,0.05803,0.23355,0.21614,-1.0,4.5005,7.2178,33.08
136.0,164.0,133.0,1.11,-1.0,0.97,-1.0,-1.0,-1.0,0.15627,0.080575,0.048203,0.32977,0.37714,-1.0,18.3683,38.3954,34.54
166.0,168.0,174.0,1.37,-1.0,1.19,-1.0,-1.0,-1.0,0.67418,0.033182,0.069168,0.31022,0.54674,-1.0,59.349,18.3216,31.75
75.0,84.0,81.0,0.25,-1.0,0.22,-1.0,-1.0,-1.0,0.68611,0.063232,0.064444,0.40294,0.4552,-1.0,17.8309,13.3219,36.17
109.0,94.0,116.0,0.67,-1.0,0.54,-1.0,-1.0,-1.0,0.72821,0.052557,0.068184,0.31726,0.26838,-1.0,18.0895,29.8031,33.86
56.0,67.0,58.0,0.34,-1.0,0.28,-1.0,-1.0,-1.0,0.99963,0.038107,0.048488,0.17845,0.23039,-1.0,1.5258,5.5996,32.18
133.0,139.0,152.0,0.67,-1.0,0.55,-1.0,-1.0,-1.0,0.0028248,-1.0,0.021681,0.17961,0.61919,8.2825,43.6853,10.0992,30.85
156.0,155.0,182.0,0.59,-1.0,0.48,-1.0,-1.0,-1.0,0.99956,0.099956,0.063308,0.19005,0.50848,8.8507,21.0395,25.6648,32.41
169.0,139.0,189.0,1.38,-1.0,1.1,-1.0,-1.0,-1.0,0.66667,0.03527,0.066435,0.30494,0.44395,9.2509,39.1928,24.3618,32.07
115.0,111.0,120.0,1.41,-1.0,1.15,-1.0,-1.0,-1.0,0.99974,0.064352,0.068016,0.21033,0.36752,6.8485,15.5189,31.1251,31.72
110.0,107.0,114.0,0.61,-1.0,0.48,-1.0,-1.0,-1.0,0.66476,0.045387,0.073809,0.20451,0.36212,12.2822,45.4752,24.846,29.98
181.0,150.0,175.0,1.1,-1.0,0.9,-1.0,-1.0,-1.0,0.79394,0.058238,0.086232,0.15491,0.41283,6.3826,32.3314,34.2689,28.95
141.0,151.0,164.0,2.41,-1.0,2.04,-1.0,-1.0,-1.0,0.86543,0.038864,0.088835,0.18499,0.49805,11.074,21.108,43.0892,31.41
133.0,168.0,146.0,1.0,-1.0,0.84,-1.0,-1.0,-1.0,0.87776,0.029966,0.085394,0.19625,0.34747,7.2408,56.2118,34.2031,31.68
130.0,132.0,115.0,1.42,-1.0,1.16,-1.0,-1.0,-1.0,0.97726,0.041076,0.077856,0.053296,0.26394,8.6802,38.7354,34.8224,34.93
93.0,85.0,86.0,0.73,-1.0,0.51,-1.0,-1.0,-1.0,0.77794,-1.0,0.07134,0.16749,0.1983,5.5778,18.5241,35.9608,33.33
67.0,70.0,76.0,0.39,-1.0,0.27,-1.0,-1.0,-1.0,0.96547,-1.0,0.067367,0.23302,0.35907,4.7501,23.883,18.9238,33.72
85.0,66.0,82.0,0.47,-1.0,0.39,-1.0,-1.0,-1.0,0.72907,0.065529,0.093004,0.21526,0.23617,10.1128,20.5004,41.7303,32.48
124.0,120.0,126.0,0.74,-1.0,0.61,-1.0,-1.0,-1.0,0.99325,0.047269,0.06971,0.23538,0.40555,7.3631,24.5468,10.4286,30.27
122.0,159.0,119.0,0.73,-1.0,0.57,-1.0,-1.0,-1.0,0.99847,0.056982,0.068932,0.066514,0.34571,8.5317,21.026,35.7773,30.55
125.0,127.0,127.0,0.95,-1.0,0.8,-1.0,-1.0,-1.0,0.9789,0.030376,0.069668,0.045563,0.39588,8.0348,22.4146,29.4633,32.97
66.0,70.0,54.0,0.33,-1.0,0.23,-1.0,-1.0,-1.0,0.98197,0.058987,0.069511,0.099932,0.32868,5.1324,18.7596,19.9813,34.02
80.0,95.0,64.0,0.51,-1.0,0.4,-1.0,-1.0,-1.0,0.78868,0.037996,0.058101,0.17953,0.26307,3.8113,1.8801,12.4626,35.03
122.0,118.0,119.0,0.55,-1.0,0.44,-1.0,-1.0,-1.0,0.77456,0.069145,0.073907,0.12862,0.26861,4.7413,13.3975,12.8285,32.86
83.0,81.0,91.0,0.6,-1.0,0.48,-1.0,-1.0,-1.0,0.53837,0.056748,0.068552,0.22646,0.52881,11.3684,31.6734,26.9438,38.14
47.0,48.0,37.0,0.35,-1.0,0.25,-1.0,-1.0,-1.0,0.99857,0.057261,0.060073,0.0,0.25059,5.0628,8.9878,20.29,38.86
159.0,181.0,169.0,0.74,-1.0,0.58,-1.0,-1.0,-1.0,0.79535,0.062496,0.062423,0.21779,0.383,5.5899,15.326,11.8205,34.28
127.0,143.0,125.0,0.65,-1.0,0.53,-1.0,-1.0,-1.0,0.99988,0.062739,0.082915,0.12784,0.33988,8.4788,16.4333,19.9362,32.01
63.0,65.0,48.0,0.72,-1.0,0.59,-1.0,-1.0,-1.0,0.99967,0.066998,0.055333,0.16118,0.15743,1.1439,1.9891,6.3254,41.53
56.0,74.0,66.0,0.42,-1.0,0.29,-1.0,-1.0,-1.0,0.96925,0.068603,0.082437,0.13025,0.18082,3.4118,2.2702,5.1418,37.15
103.0,94.0,82.0,0.84,-1.0,0.66,-1.0,-1.0,-1.0,0.57817,0.049453,0.051347,0.11699,0.12935,0.29533,1.0448,15.5064,37.33
105.0,81.0,75.0,0.36,-1.0,0.32,-1.0,-1.0,-1.0,0.99985,0.047596,0.071866,0.19346,0.18379,1.5547,2.9337,2.7688,35.6
81.0,90.0,89.0,0.34,-1.0,0.28,-1.0,-1.0,-1.0,0.99957,0.065683,0.07317,0.13008,0.35262,7.4848,19.9799,5.0538,31.46
112.0,104.0,120.0,0.73,-1.0,0.62,-1.0,-1.0,-1.0,0.5079,0.071988,0.072938,0.27464,0.47982,9.6259,28.3164,16.0063,33.97
80.0,76.0,78.0,0.78,-1.0,0.62,-1.0,-1.0,-1.0,0.64586,0.071534,0.069777,0.16472,0.27729,6.4755,37.016,21.0479,35.24
104.0,118.0,106.0,0.41,-1.0,0.34,-1.0,-1.0,-1.0,0.77604,0.040405,0.065396,0.15244,0.15498,1.0347,6.4192,25.7736,33.08
178.0,134.0,125.0,0.65,-1.0,0.53,-1.0,-1.0,-1.0,-1.0,-1.0,0.065861,0.16292,0.49053,5.2618,37.1112,14.4422,35.02
48.0,46.0,54.0,0.37,-1.0,0.29,-1.0,-1.0,-1.0,-1.0,-1.0,0.019096,0.12877,0.14579,5.5607,1.7018,32.1499,36.76
157.0,171.0,219.0,1.76,-1.0,1.48,-1.0,-1.0,-1.0,-1.0,-1.0,0.054378,0.19946,0.45088,6.9311,28.0936,41.6906,31.99
203.0,222.0,210.0,0.85,0.64,0.57,45.0,46.0,31.0,0.48734,-1.0,0.060928,0.068909,0.83027,18.8114,27.3005,29.8479,20.66
88.0,107.0,108.0,0.7,-1.0,0.57,-1.0,-1.0,-1.0,0.73516,0.051843,0.082112,0.15986,0.58548,8.3902,33.8559,41.8379,29.22
210.0,214.0,180.0,0.91,-1.0,0.76,-1.0,-1.0,-1.0,0.92742,0.02344,0.07493,0.34378,0.74873,16.3265,41.8478,13.7538,32.14
52.0,44.0,50.0,0.38,-1.0,0.22,-1.0,-1.0,-1.0,0.57971,0.040366,0.080061,0.22321,0.35922,6.0979,31.6474,34.4569,39.57
146.0,152.0,157.0,0.66,-1.0,0.53,-1.0,-1.0,-1.0,0.67811,0.065711,0.079659,0.26187,0.66339,37.7591,56.6669,74.093,30.47
197.0,201.0,216.0,1.58,-1.0,1.33,-1.0,-1.0,-1.0,0.39746,0.069105,0.083181,0.25967,0.6408,15.9003,37.6762,43.0345,30.73
90.0,100.0,79.0,0.44,-1.0,0.32,-1.0,-1.0,-1.0,0.26731,0.082151,0.08541,0.34911,0.67233,26.1043,42.9089,70.1157,33.31
170.0,182.0,184.0,1.24,-1.0,1.11,-1.0,-1.0,-1.0,0.38946,0.07664,0.062481,0.27096,0.57285,17.5617,44.629,52.9154,33.2
193.0,206.0,196.0,1.57,-1.0,1.36,-1.0,-1.0,-1.0,0.69246,0.054337,0.073707,0.23514,0.58617,23.1284,41.6815,48.9287,35.2
167.0,144.0,141.0,1.49,-1.0,1.28,-1.0,-1.0,-1.0,0.51812,0.057794,0.066529,0.32238,0.51861,17.7388,23.408,36.6241,31.21
166.0,177.0,180.0,1.2,-1.0,1.01,-1.0,-1.0,-1.0,0.73936,0.044593,0.067338,0.21711,0.56952,18.1352,25.848,37.2298,33.07
65.0,79.0,60.0,0.59,-1.0,0.43,-1.0,-1.0,-1.0,0.73798,0.046686,0.067646,0.19316,0.47818,14.4632,12.9953,36.8042,38.72
158.0,175.0,174.0,1.59,-1.0,1.3,-1.0,-1.0,-1.0,0.64253,0.042088,0.059839,0.2312,0.32427,11.733,33.1554,27.01,30.59
90.0,113.0,112.0,0.75,-1.0,0.59,-1.0,-1.0,-1.0,0.87659,0.037793,0.06124,0.33668,0.55336,12.2764,8.7899,19.692,34.29
80.0,70.0,64.0,0.35,-1.0,0.3,-1.0,-1.0,-1.0,0.77791,0.04545,0.054169,0.18157,0.20925,3.2249,1.5822,31.5979,37.39
135.0,148.0,142.0,0.93,-1.0,0.79,-1.0,-1.0,-1.0,0.96095,0.034858,0.060034,0.33205,0.6153,18.1255,34.0319,43.3638,34.32
149.0,157.0,163.0,0.87,-1.0,0.69,-1.0,-1.0,-1.0,0.55479,0.059292,0.071735,0.25068,0.50537,11.8124,26.8619,25.4773,31.49
94.0,91.0,97.0,0.5,-1.0,0.44,-1.0,-1.0,-1.0,0.58624,0.056562,0.070427,0.15119,0.22639,4.9978,1.4989,13.3455,34.87
75.0,55.0,64.0,0.33,-1.0,0.26,-1.0,-1.0,-1.0,0.98811,0.03323,0.056641,0.031696,0.29468,6.3416,12.0626,18.6654,32.5
55.0,70.0,76.0,0.38,-1.0,0.31,-1.0,-1.0,-1.0,0.58079,0.054476,0.053287,0.1476,0.27105,8.451,15.3866,28.8878,39.58
48.0,66.0,55.0,0.4,-1.0,0.32,-1.0,-1.0,-1.0,0.99962,-1.0,0.071185,0.3351,0.44458,8.7304,22.9375,48.7578,39.96
92.0,88.0,98.0,0.56,-1.0,0.48,-1.0,-1.0,-1.0,0.64459,0.038425,0.053767,0.22499,0.40014,5.6901,10.8065,12.646,34.26
39.0,46.0,42.0,0.47,-1.0,0.33,-1.0,-1.0,-1.0,0.54811,0.04409,0.065464,0.14105,0.18636,1.4929,5.0168,13.2495,50.15
114.0,101.0,114.0,0.58,-1.0,0.45,-1.0,-1.0,-1.0,0.88074,0.036227,0.066668,0.11494,0.17761,3.5921,5.9834,10.6538,31.96
133.0,92.0,96.0,0.58,-1.0,0.53,-1.0,-1.0,-1.0,0.37981,0.047365,0.061642,0.2284,0.31041,7.7266,11.5653,7.4038,36.15
