SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,NEG_OARDC
290.0,282.0,276.0,1.88,-1.0,1.6,-1.0,-1.0,-1.0,0.056751,-1.0,0.073568,0.2971,0.64933,26.0005,-1.0,41.4111,28.14
232.0,206.0,217.0,1.35,-1.0,1.18,-1.0,-1.0,-1.0,0.52927,-1.0,0.07832,0.31843,0.42733,23.1102,-1.0,51.3668,28.63
182.0,196.0,191.0,1.28,-1.0,1.04,-1.0,-1.0,-1.0,0.65661,-1.0,0.073492,0.32008,0.46675,11.2107,-1.0,56.112,28.58
103.0,90.0,83.0,1.34,-1.0,1.07,-1.0,-1.0,-1.0,0.043621,-1.0,0.061793,0.46794,0.4929,20.7998,-1.0,18.4443,32.53
144.0,120.0,110.0,2.06,-1.0,1.6,-1.0,-1.0,-1.0,0.18168,-1.0,0.062908,0.069666,0.17101,2.2265,-1.0,39.0627,33.78
228.0,230.0,221.0,1.73,-1.0,1.52,-1.0,-1.0,-1.0,0.1104,-1.0,0.07859,0.28125,0.59584,14.5986,-1.0,42.7529,31.06
100.0,121.0,110.0,0.6,-1.0,0.51,-1.0,-1.0,-1.0,0.6042,-1.0,0.080353,0.32438,0.32211,8.4508,-1.0,43.5004,35.39
210.0,214.0,248.0,2.07,-1.0,1.71,-1.0,-1.0,-1.0,0.80243,-1.0,0.060881,0.26668,0.51516,17.0348,-1.0,43.0742,28.45
189.0,161.0,162.0,0.91,-1.0,0.75,-1.0,-1.0,-1.0,0.093561,-1.0,0.073314,0.32809,0.39123,8.0839,-1.0,51.7851,30.38
201.0,223.0,216.0,1.44,1.4,1.22,16.0,16.0,15.0,0.27554,-1.0,0.07276,0.26361,0.40822,7.4755,-1.0,30.8392,32.31
175.0,189.0,197.0,1.29,-1.0,1.13,-1.0,-1.0,-1.0,0.13534,-1.0,0.06772,0.1789,0.35406,7.3191,-1.0,45.8473,34.81
240.0,243.0,221.0,1.16,-1.0,0.99,-1.0,-1.0,-1.0,0.44351,-1.0,0.07873,0.29714,0.51382,10.7752,-1.0,50.3247,32.21
124.0,114.0,134.0,1.65,-1.0,1.26,-1.0,-1.0,-1.0,0.29896,-1.0,0.083265,0.28696,0.3662,5.8826,-1.0,50.8409,29.31
283.0,291.0,270.0,2.58,2.54,2.15,22.0,21.0,20.0,0.71536,-1.0,0.071946,0.43275,0.53741,20.0553,-1.0,61.5883,32.92
143.0,146.0,185.0,2.19,-1.0,1.84,-1.0,-1.0,-1.0,0.038676,-1.0,0.08057,0.12305,0.25876,2.1467,-1.0,28.146,28.49
129.0,160.0,116.0,1.19,-1.0,1.01,-1.0,-1.0,-1.0,0.76791,-1.0,0.078428,0.32007,0.46033,16.7254,-1.0,65.4291,32.01
292.0,260.0,256.0,1.41,-1.0,1.19,-1.0,-1.0,-1.0,0.39901,-1.0,0.078796,0.42731,0.64424,28.3222,-1.0,54.2092,32.9
80.0,96.0,92.0,0.49,-1.0,0.41,-1.0,-1.0,-1.0,0.98886,-1.0,0.090755,0.31133,0.5388,19.8153,-1.0,39.4364,35.71
226.0,218.0,242.0,2.25,-1.0,1.78,-1.0,-1.0,-1.0,0.055582,-1.0,0.083962,0.32156,0.60061,20.7937,-1.0,27.8455,28.62
135.0,140.0,133.0,0.71,-1.0,0.55,-1.0,-1.0,-1.0,-1.0,-1.0,0.03635,0.28681,0.33535,20.6123,-1.0,44.6415,32.07
219.0,185.0,239.0,1.33,-1.0,1.11,-1.0,-1.0,-1.0,-1.0,-1.0,0.04706,0.31763,0.53203,-1.0,70.2658,-1.0,37.83
235.0,233.0,235.0,0.82,0.81,0.71,19.0,19.0,20.0,0.79444,0.10836,0.07063,0.28258,0.43682,-1.0,32.2101,-1.0,34.32
126.0,127.0,149.0,0.84,-1.0,0.68,-1.0,-1.0,-1.0,0.4295,0.032304,0.078299,0.33112,0.35773,-1.0,31.8371,-1.0,35.63
110.0,103.0,111.0,0.79,-1.0,0.63,-1.0,-1.0,-1.0,0.10865,0.061669,0.099939,0.27075,0.30267,-1.0,53.4886,-1.0,32.43
274.0,264.0,273.0,1.38,1.36,1.19,15.0,13.0,15.0,0.3145,0.061472,0.06683,0.33216,0.70695,-1.0,80.1864,-1.0,36.18
175.0,174.0,139.0,1.56,-1.0,1.27,-1.0,-1.0,-1.0,0.053713,0.093419,0.070274,0.40761,0.50516,-1.0,42.3077,-1.0,29.36
113.0,135.0,136.0,0.87,-1.0,0.69,-1.0,-1.0,-1.0,0.24329,0.050583,0.086562,0.32788,0.33182,-1.0,53.7232,-1.0,30.45
214.0,201.0,207.0,1.3,1.14,0.94,16.0,17.0,20.0,0.51146,0.041355,0.090761,0.3579,0.50171,-1.0,54.7738,-1.0,30.71
199.0,201.0,199.0,2.12,-1.0,1.83,-1.0,-1.0,-1.0,0.1751,0.056,0.075601,0.37779,0.50502,-1.0,40.9788,-1.0,32.68
183.0,166.0,167.0,1.52,-1.0,1.33,-1.0,-1.0,-1.0,0.67252,0.051842,0.099777,0.38979,0.50523,-1.0,73.2418,-1.0,32.47
153.0,182.0,182.0,1.36,-1.0,1.12,-1.0,-1.0,-1.0,0.33833,0.041946,0.080766,0.43497,0.22503,-1.0,69.4828,-1.0,30.75
157.0,166.0,165.0,1.18,-1.0,0.97,-1.0,-1.0,-1.0,0.9479,0.045149,0.08261,0.36919,0.45613,-1.0,65.8959,-1.0,29.11
227.0,183.0,206.0,1.44,-1.0,1.21,-1.0,-1.0,-1.0,0.34006,0.069449,0.091394,0.35011,0.38081,-1.0,47.8788,-1.0,26.28
232.0,215.0,214.0,1.36,-1.0,1.2,-1.0,-1.0,-1.0,0.99799,0.036342,0.073545,0.40025,0.5196,-1.0,61.873,-1.0,29.81
160.0,158.0,170.0,1.05,-1.0,0.86,-1.0,-1.0,-1.0,0.51878,0.055329,0.10129,0.30002,0.37473,-1.0,56.6203,-1.0,30.64
81.0,88.0,86.0,0.13,0.05,0.04,22.0,20.0,18.0,0.3489,0.051764,0.061397,0.28661,0.33013,-1.0,1.2155,-1.0,24.95
200.0,169.0,190.0,2.32,-1.0,1.97,-1.0,-1.0,-1.0,0.043304,0.032063,0.090588,0.41095,0.37151,-1.0,52.7959,-1.0,39.93
197.0,187.0,205.0,1.48,-1.0,1.29,-1.0,-1.0,-1.0,0.36857,0.052649,0.075105,0.38373,0.41534,-1.0,67.0686,-1.0,28.9
117.0,129.0,119.0,0.84,-1.0,0.77,-1.0,-1.0,-1.0,0.6564,0.036597,0.072321,0.34838,0.45645,-1.0,33.4324,-1.0,33.33
125.0,190.0,140.0,1.1,-1.0,0.93,-1.0,-1.0,-1.0,0.6148,0.048388,0.05971,0.45468,0.39409,-1.0,46.5514,-1.0,33.1
88.0,87.0,98.0,1.09,-1.0,0.9,-1.0,-1.0,-1.0,0.095664,0.08239,0.092453,0.15851,0.14834,-1.0,16.2987,-1.0,34.17
224.0,221.0,248.0,1.89,-1.0,1.66,-1.0,-1.0,-1.0,0.5096,0.054652,0.086817,0.32697,0.51897,-1.0,64.8865,-1.0,34.1
208.0,215.0,195.0,1.48,-1.0,1.35,-1.0,-1.0,-1.0,0.21463,0.064659,0.035079,0.26668,0.76103,-1.0,40.9308,-1.0,33.82
232.0,235.0,234.0,1.4,-1.0,1.15,-1.0,-1.0,-1.0,0.4976,0.056924,0.073414,0.30893,0.40227,-1.0,43.6947,-1.0,26.55
169.0,165.0,172.0,1.01,-1.0,0.85,-1.0,-1.0,-1.0,0.45509,0.059048,0.078406,0.30819,0.47551,-1.0,69.5759,-1.0,28.87
166.0,136.0,163.0,1.79,-1.0,1.45,-1.0,-1.0,-1.0,0.40506,0.049121,0.079604,0.22331,0.19433,-1.0,33.2946,-1.0,31.78
221.0,238.0,196.0,2.4,-1.0,2.08,-1.0,-1.0,-1.0,0.56462,0.057827,0.063803,0.38258,0.41781,-1.0,53.2307,-1.0,30.8
121.0,103.0,120.0,0.64,-1.0,0.49,-1.0,-1.0,-1.0,0.55084,0.045644,0.078867,0.30541,0.35246,-1.0,57.2451,55.0616,31.89
157.0,170.0,148.0,1.61,-1.0,1.43,-1.0,-1.0,-1.0,0.60381,0.038379,0.097233,0.35137,0.48334,-1.0,27.3662,38.9894,34.45
142.0,140.0,152.0,0.58,-1.0,0.49,-1.0,-1.0,-1.0,0.371,0.044434,0.069387,0.32614,0.25198,-1.0,35.2769,41.7564,29.81
159.0,149.0,166.0,0.88,-1.0,0.72,-1.0,-1.0,-1.0,0.50638,0.041883,0.088946,0.16547,0.31884,-1.0,44.8964,45.9876,34.74
128.0,115.0,136.0,1.27,-1.0,0.99,-1.0,-1.0,-1.0,0.99519,0.039771,0.029364,0.28617,0.53073,-1.0,61.3988,62.1929,34.93
237.0,214.0,244.0,1.12,0.87,0.81,45.0,39.0,42.0,0.63519,-1.0,0.036615,0.4498,0.78535,19.0382,64.8734,-1.0,20.53
162.0,128.0,144.0,1.87,-1.0,1.52,-1.0,-1.0,-1.0,0.093164,-1.0,0.079316,0.18451,0.36953,4.4622,46.5441,-1.0,30.33
146.0,150.0,151.0,1.46,-1.0,1.18,-1.0,-1.0,-1.0,0.26483,-1.0,0.088285,0.2547,0.23767,3.6219,32.7508,-1.0,28.69
228.0,222.0,225.0,2.15,-1.0,1.82,-1.0,-1.0,-1.0,0.068028,-1.0,0.068997,0.23808,0.43057,8.3628,72.765,-1.0,31.16
147.0,193.0,197.0,1.4,-1.0,1.22,-1.0,-1.0,-1.0,0.26679,-1.0,0.085644,0.33278,0.32297,6.4644,41.6756,-1.0,32.82
150.0,131.0,132.0,2.15,-1.0,1.84,-1.0,-1.0,-1.0,0.67994,-1.0,0.099223,0.29811,0.38027,9.931,68.2445,-1.0,35.59
129.0,154.0,143.0,1.26,-1.0,1.09,-1.0,-1.0,-1.0,0.34996,-1.0,0.095023,0.4855,0.4815,13.3945,70.8044,-1.0,32.14
124.0,113.0,113.0,1.13,-1.0,0.8,-1.0,-1.0,-1.0,0.061567,-1.0,0.088552,0.35419,0.28229,10.0848,61.2812,-1.0,29.78
140.0,124.0,138.0,0.96,-1.0,0.8,-1.0,-1.0,-1.0,0.81605,-1.0,0.091855,0.4869,0.35628,11.0304,79.8696,-1.0,32.54
146.0,148.0,160.0,1.4,-1.0,1.19,-1.0,-1.0,-1.0,0.29967,-1.0,0.073811,0.29034,0.25338,6.6655,50.4232,-1.0,30.97
173.0,168.0,165.0,1.6,-1.0,1.35,-1.0,-1.0,-1.0,0.23878,-1.0,0.073668,0.40147,0.4466,14.3386,83.5598,-1.0,30.82
252.0,286.0,283.0,1.35,-1.0,1.12,-1.0,-1.0,-1.0,0.29038,-1.0,0.086348,0.16589,0.39544,9.2312,80.2052,-1.0,29.38
263.0,255.0,284.0,1.09,1.07,0.93,15.0,12.0,12.0,0.48199,-1.0,0.084326,0.28774,0.5886,12.681,76.7188,-1.0,32.67
149.0,146.0,145.0,1.55,-1.0,1.33,-1.0,-1.0,-1.0,0.36696,-1.0,0.090127,0.12784,0.17083,1.5887,53.6691,-1.0,34.05
162.0,168.0,176.0,2.32,-1.0,1.99,-1.0,-1.0,-1.0,0.4768,-1.0,0.07124,0.19727,0.40982,6.9865,36.5445,-1.0,36.51
214.0,219.0,170.0,0.78,0.56,0.52,42.0,32.0,44.0,0.47205,-1.0,0.067155,0.25283,0.57106,13.4797,59.1398,-1.0,22.05
133.0,143.0,149.0,1.0,-1.0,0.79,-1.0,-1.0,-1.0,0.49613,-1.0,0.07762,0.37868,0.45561,13.3708,74.5354,-1.0,30.64
184.0,195.0,189.0,1.78,-1.0,1.52,-1.0,-1.0,-1.0,0.25042,-1.0,0.090905,0.32839,0.41607,10.113,58.7735,-1.0,29.9
91.0,82.0,86.0,0.58,-1.0,0.47,-1.0,-1.0,-1.0,0.26069,-1.0,0.06702,0.20615,0.12917,1.4313,18.4543,-1.0,35.56
88.0,80.0,96.0,0.63,-1.0,0.5,-1.0,-1.0,-1.0,0.23666,-1.0,0.086719,0.35897,0.25752,3.7395,53.5244,-1.0,31.69
242.0,231.0,226.0,1.3,1.28,1.21,22.0,23.0,16.0,0.010949,-1.0,0.068893,0.20986,0.35183,3.4867,66.155,-1.0,29.88
224.0,199.0,188.0,0.93,0.87,0.74,29.0,25.0,26.0,0.49768,-1.0,0.07073,0.33832,0.35496,6.2289,48.7698,-1.0,29.98
93.0,109.0,119.0,0.81,-1.0,0.64,-1.0,-1.0,-1.0,0.63573,-1.0,0.086735,0.2412,0.22997,2.8537,59.8286,-1.0,29.06
206.0,215.0,220.0,0.89,0.85,0.76,17.0,17.0,19.0,0.43942,-1.0,0.099673,0.35271,0.33414,11.9253,56.4933,-1.0,32.58
141.0,123.0,88.0,0.61,-1.0,0.54,-1.0,-1.0,-1.0,0.33517,-1.0,0.082764,0.29466,0.60705,9.2277,70.0859,-1.0,31.27
208.0,200.0,194.0,1.11,0.87,0.82,41.0,40.0,44.0,0.22859,-1.0,0.055955,0.26554,0.49805,8.3828,55.7751,-1.0,24.38
167.0,153.0,132.0,1.63,-1.0,1.3,-1.0,-1.0,-1.0,0.66667,-1.0,0.07122,0.27855,0.28595,3.8783,36.7241,-1.0,34.98
243.0,252.0,227.0,1.35,1.32,1.17,16.0,19.0,11.0,0.26611,-1.0,0.084503,0.35076,0.46864,7.8042,78.3909,-1.0,35.21
146.0,148.0,141.0,1.08,-1.0,0.92,-1.0,-1.0,-1.0,0.40954,-1.0,0.088465,0.23664,0.2164,3.9447,63.1442,-1.0,30.94
85.0,90.0,78.0,0.7,-1.0,0.53,-1.0,-1.0,-1.0,-1.0,-1.0,0.084208,0.30075,0.4764,8.2598,74.3663,-1.0,35.84
142.0,164.0,152.0,1.25,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.076374,0.38595,0.54916,12.1611,80.9743,-1.0,30.0
76.0,74.0,75.0,0.61,-1.0,0.44,-1.0,-1.0,-1.0,-1.0,-1.0,0.023859,0.37939,0.31627,5.6717,45.2801,-1.0,40.65
152.0,120.0,140.0,1.24,-1.0,1.02,-1.0,-1.0,-1.0,0.9878,-1.0,-1.0,0.094567,0.29084,-1.0,-1.0,20.6536,32.59
247.0,230.0,262.0,1.33,1.26,1.08,16.0,14.0,17.0,0.98283,-1.0,-1.0,0.39557,0.41281,-1.0,-1.0,50.9268,34.17
74.0,73.0,77.0,0.64,-1.0,0.51,-1.0,-1.0,-1.0,0.0095391,0.032414,-1.0,0.1703,0.1624,-1.0,-1.0,18.2283,39.22
141.0,162.0,159.0,1.09,-1.0,0.93,-1.0,-1.0,-1.0,0.38136,0.056475,-1.0,0.38895,0.48188,-1.0,-1.0,41.6751,30.54
93.0,91.0,79.0,0.96,-1.0,0.8,-1.0,-1.0,-1.0,0.029324,0.13245,-1.0,0.30337,0.2844,-1.0,-1.0,28.946,35.31
91.0,81.0,111.0,1.17,-1.0,0.95,-1.0,-1.0,-1.0,0.18542,0.050873,-1.0,0.18533,0.23595,-1.0,-1.0,24.5927,33.91
171.0,152.0,153.0,1.98,-1.0,1.68,-1.0,-1.0,-1.0,0.078283,0.043673,-1.0,0.22709,0.21032,-1.0,-1.0,29.1088,29.15
220.0,237.0,211.0,2.28,-1.0,1.98,-1.0,-1.0,-1.0,0.42735,0.063098,-1.0,0.27475,0.22732,-1.0,-1.0,51.4867,31.22
118.0,150.0,155.0,1.64,-1.0,1.37,-1.0,-1.0,-1.0,0.81665,0.04453,-1.0,0.24856,0.37026,-1.0,-1.0,46.6516,35.08
104.0,94.0,79.0,0.7,-1.0,0.54,-1.0,-1.0,-1.0,0.065923,0.059827,-1.0,0.33643,0.2534,-1.0,-1.0,40.912,34.92
131.0,130.0,137.0,0.62,0.52,0.47,20.0,18.0,17.0,0.48538,0.051012,-1.0,0.30035,0.4691,-1.0,-1.0,36.1622,34.21
168.0,197.0,199.0,1.38,-1.0,1.18,-1.0,-1.0,-1.0,0.98507,0.041341,-1.0,0.25927,0.24905,-1.0,-1.0,40.7197,28.41
234.0,231.0,250.0,1.36,1.34,1.15,13.0,13.0,13.0,0.50787,0.030669,-1.0,0.36265,0.43354,-1.0,-1.0,49.2075,33.87
216.0,246.0,240.0,1.03,-1.0,0.82,-1.0,-1.0,-1.0,0.3727,0.042096,-1.0,0.33664,0.62921,-1.0,-1.0,58.2545,34.2
97.0,96.0,97.0,0.6,-1.0,0.49,-1.0,-1.0,-1.0,0.5277,0.050339,-1.0,0.18785,0.24147,-1.0,-1.0,38.1164,35.08
164.0,158.0,138.0,1.3,-1.0,1.05,-1.0,-1.0,-1.0,0.10578,0.027381,-1.0,0.24506,0.27443,-1.0,-1.0,44.4356,30.96
124.0,124.0,144.0,0.99,-1.0,0.78,-1.0,-1.0,-1.0,0.55365,0.050186,-1.0,0.3153,0.38514,-1.0,-1.0,44.2181,29.42
86.0,87.0,95.0,0.68,-1.0,0.52,-1.0,-1.0,-1.0,0.26611,0.06289,-1.0,0.30438,0.31704,-1.0,-1.0,39.1021,30.02
105.0,103.0,121.0,1.25,-1.0,1.01,-1.0,-1.0,-1.0,0.25764,0.063626,-1.0,0.24596,0.27854,-1.0,-1.0,45.0552,32.41
88.0,111.0,92.0,0.89,-1.0,0.72,-1.0,-1.0,-1.0,0.99933,0.027186,-1.0,0.4232,0.32134,-1.0,-1.0,27.5836,32.27
74.0,69.0,85.0,0.79,-1.0,0.58,-1.0,-1.0,-1.0,0.39555,0.052233,-1.0,0.22062,0.24055,-1.0,-1.0,26.1138,34.9
122.0,110.0,117.0,0.92,-1.0,0.72,-1.0,-1.0,-1.0,0.46745,0.039176,-1.0,0.27342,0.28076,-1.0,-1.0,32.8409,28.75
118.0,107.0,90.0,0.52,-1.0,0.4,-1.0,-1.0,-1.0,0.50962,0.048416,-1.0,0.30951,0.42502,-1.0,-1.0,36.5012,35.03
210.0,226.0,217.0,2.03,-1.0,1.76,-1.0,-1.0,-1.0,0.16106,0.040885,-1.0,0.25255,0.36979,-1.0,-1.0,19.4354,29.22
84.0,86.0,78.0,0.84,-1.0,0.64,-1.0,-1.0,-1.0,0.32979,0.042402,-1.0,0.22337,0.36335,-1.0,-1.0,17.3638,38.06
53.0,58.0,66.0,0.48,-1.0,0.37,-1.0,-1.0,-1.0,0.54369,0.048366,-1.0,0.16407,0.18892,-1.0,-1.0,6.3376,39.05
67.0,66.0,68.0,0.59,-1.0,0.52,-1.0,-1.0,-1.0,0.56818,0.044934,-1.0,0.20372,0.33122,-1.0,-1.0,12.6813,40.11
96.0,82.0,94.0,0.63,-1.0,0.55,-1.0,-1.0,-1.0,0.23727,0.055543,-1.0,0.14438,0.16646,-1.0,-1.0,8.7111,34.75
157.0,167.0,156.0,1.11,-1.0,0.96,-1.0,-1.0,-1.0,0.79475,0.049814,-1.0,0.26059,0.37746,-1.0,-1.0,31.6065,31.48
132.0,112.0,151.0,1.01,-1.0,0.8,-1.0,-1.0,-1.0,0.48192,0.049099,-1.0,0.25735,0.46669,-1.0,-1.0,10.6487,33.39
110.0,136.0,122.0,0.79,-1.0,0.65,-1.0,-1.0,-1.0,0.4361,0.063709,-1.0,0.32417,0.33928,-1.0,-1.0,13.1267,42.88
70.0,73.0,59.0,0.54,-1.0,0.45,-1.0,-1.0,-1.0,0.67272,-1.0,-1.0,0.1435,0.2977,-1.0,-1.0,8.0583,39.6
151.0,139.0,118.0,1.48,-1.0,1.22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.43397,0.59872,-1.0,-1.0,33.7141,33.01
87.0,82.0,86.0,0.83,-1.0,0.62,-1.0,-1.0,-1.0,0.24963,-1.0,-1.0,0.4597,0.56357,-1.0,-1.0,43.5333,32.31
65.0,66.0,60.0,0.84,-1.0,0.63,-1.0,-1.0,-1.0,0.49255,0.087475,-1.0,0.26264,0.20599,-1.0,-1.0,14.9135,35.58
150.0,179.0,128.0,1.35,-1.0,1.13,-1.0,-1.0,-1.0,0.0061362,0.040966,-1.0,0.39697,0.29799,-1.0,-1.0,29.4495,32.91
222.0,240.0,195.0,1.99,-1.0,1.68,-1.0,-1.0,-1.0,0.70309,0.046908,-1.0,0.28032,0.48934,-1.0,-1.0,40.3669,32.8
208.0,202.0,194.0,1.29,-1.0,1.12,-1.0,-1.0,-1.0,0.55915,0.029884,-1.0,0.32369,0.31416,-1.0,-1.0,35.9329,31.14
102.0,82.0,88.0,0.49,-1.0,0.4,-1.0,-1.0,-1.0,0.63775,0.038799,-1.0,0.19767,0.46155,-1.0,-1.0,11.7661,37.81
144.0,155.0,150.0,2.31,-1.0,1.91,-1.0,-1.0,-1.0,0.56234,0.040974,-1.0,0.24614,0.43012,-1.0,-1.0,45.8653,32.26
135.0,128.0,128.0,1.41,-1.0,1.16,-1.0,-1.0,-1.0,0.9973,0.024195,-1.0,0.34228,0.32222,-1.0,-1.0,30.5689,31.94
158.0,135.0,152.0,1.54,-1.0,1.26,-1.0,-1.0,-1.0,0.61489,0.044169,-1.0,0.23911,0.34883,-1.0,-1.0,43.0793,33.9
195.0,228.0,284.0,0.84,-1.0,0.76,-1.0,-1.0,-1.0,0.074714,0.078464,-1.0,0.16535,0.16857,-1.0,-1.0,39.852,28.04
252.0,228.0,263.0,2.57,-1.0,2.07,-1.0,-1.0,-1.0,0.76706,0.059985,-1.0,0.26683,0.56427,-1.0,-1.0,59.1756,28.93
229.0,230.0,214.0,1.68,-1.0,1.44,-1.0,-1.0,-1.0,0.034331,0.069962,-1.0,0.27989,0.61049,-1.0,-1.0,44.2795,27.93
162.0,156.0,155.0,1.11,-1.0,0.86,-1.0,-1.0,-1.0,0.46169,0.080498,-1.0,0.24246,0.43248,-1.0,-1.0,33.3473,31.92
88.0,70.0,82.0,0.97,-1.0,0.74,-1.0,-1.0,-1.0,0.28486,0.042766,-1.0,0.35649,0.40503,-1.0,-1.0,23.2128,35.33
78.0,74.0,81.0,0.95,-1.0,0.78,-1.0,-1.0,-1.0,0.119,0.062641,-1.0,0.18119,0.20854,-1.0,-1.0,12.5743,35.27
196.0,188.0,178.0,0.92,-1.0,0.8,-1.0,-1.0,-1.0,0.9983,-1.0,-1.0,0.35263,0.55096,-1.0,-1.0,26.7074,31.78
88.0,84.0,86.0,0.46,-1.0,0.4,-1.0,-1.0,-1.0,0.035737,-1.0,-1.0,0.38145,0.34444,-1.0,-1.0,32.5371,36.98
179.0,174.0,171.0,1.11,-1.0,0.96,-1.0,-1.0,-1.0,0.33805,0.052844,-1.0,0.35155,0.44356,-1.0,-1.0,38.7563,28.8
121.0,123.0,117.0,0.82,-1.0,0.66,-1.0,-1.0,-1.0,0.99653,0.032597,-1.0,0.39727,0.35828,-1.0,-1.0,38.9802,30.57
82.0,66.0,69.0,0.39,-1.0,0.28,-1.0,-1.0,-1.0,0.99982,0.040268,-1.0,0.26048,0.31744,-1.0,-1.0,14.4071,36.1
139.0,114.0,105.0,0.71,-1.0,0.67,-1.0,-1.0,-1.0,0.65627,0.079995,-1.0,0.3299,0.4366,-1.0,-1.0,24.2239,31.77
83.0,86.0,80.0,0.72,-1.0,0.57,-1.0,-1.0,-1.0,0.19408,0.03196,-1.0,0.21,0.20525,-1.0,-1.0,28.7651,32.78
58.0,56.0,64.0,0.68,-1.0,0.52,-1.0,-1.0,-1.0,0.99677,0.03068,-1.0,0.38114,0.33516,-1.0,-1.0,21.678,48.38
78.0,110.0,92.0,0.97,-1.0,0.8,-1.0,-1.0,-1.0,0.19691,0.044653,-1.0,0.32421,0.25242,-1.0,-1.0,30.8369,34.47
149.0,173.0,150.0,1.25,-1.0,0.99,-1.0,-1.0,-1.0,0.30301,0.028947,-1.0,0.33403,0.30037,-1.0,-1.0,21.3723,31.0
65.0,54.0,68.0,0.34,-1.0,0.29,-1.0,-1.0,-1.0,0.09316,0.0445,-1.0,0.29228,0.19642,-1.0,-1.0,21.7531,40.98
99.0,93.0,108.0,0.65,-1.0,0.53,-1.0,-1.0,-1.0,0.98178,0.027544,-1.0,0.091862,0.28193,-1.0,-1.0,24.3865,33.67
120.0,127.0,132.0,0.99,-1.0,0.83,-1.0,-1.0,-1.0,0.86905,0.033014,-1.0,0.35795,0.35107,-1.0,-1.0,40.5915,34.58
133.0,148.0,152.0,1.19,-1.0,1.15,-1.0,-1.0,-1.0,0.60089,0.046784,-1.0,0.1891,0.41306,-1.0,-1.0,27.2595,36.23
64.0,73.0,66.0,0.37,-1.0,0.29,-1.0,-1.0,-1.0,0.55306,0.037831,-1.0,0.38617,0.30161,-1.0,-1.0,4.2294,44.45
185.0,152.0,131.0,1.18,-1.0,1.02,-1.0,-1.0,-1.0,0.27367,0.061975,-1.0,0.19204,0.39971,-1.0,-1.0,22.5562,32.52
101.0,120.0,119.0,1.3,-1.0,1.02,-1.0,-1.0,-1.0,0.24909,0.064482,0.0497635,-1.0,-1.0,11.9206,42.64905,-1.0,33.75
201.0,143.0,131.0,1.09,-1.0,0.88,-1.0,-1.0,-1.0,0.35889,0.056038,0.072224,-1.0,-1.0,7.6162,49.90925,-1.0,33.6
121.0,113.0,104.0,1.17,-1.0,0.94,-1.0,-1.0,-1.0,0.45536,0.039854,0.0837805,-1.0,-1.0,8.1746,32.3642,-1.0,30.46
172.0,163.0,160.0,2.13,-1.0,1.74,-1.0,-1.0,-1.0,0.040969,0.067117,0.074377,-1.0,-1.0,10.1583,37.82785,-1.0,28.09
165.0,180.0,182.0,0.4,0.34,0.33,39.0,26.0,26.0,0.55646,0.041991,0.058292,-1.0,-1.0,4.9979,25.4827,-1.0,27.0
136.0,153.0,163.0,0.94,-1.0,0.78,-1.0,-1.0,-1.0,0.61958,0.036869,0.0723905,-1.0,-1.0,9.0651,12.6482,-1.0,28.41
65.0,81.0,103.0,0.61,-1.0,0.43,-1.0,-1.0,-1.0,0.99762,0.031122,0.07438,-1.0,-1.0,4.3279,15.7673,-1.0,33.41
100.0,117.0,95.0,1.06,-1.0,0.82,-1.0,-1.0,-1.0,0.27329,0.07055,0.072959,-1.0,-1.0,11.8901,28.44145,-1.0,32.12
79.0,71.0,77.0,1.12,-1.0,0.88,-1.0,-1.0,-1.0,0.43491,0.046189,0.0683345,-1.0,-1.0,1.8899,12.6589,-1.0,36.29
146.0,172.0,156.0,1.26,-1.0,1.07,-1.0,-1.0,-1.0,0.52907,0.055416,0.0683785,-1.0,-1.0,17.411,57.8318,-1.0,28.44
188.0,216.0,190.0,1.43,-1.0,1.12,-1.0,-1.0,-1.0,0.66723,0.054476,0.0635845,-1.0,-1.0,11.8006,50.61145,-1.0,32.29
242.0,247.0,216.0,1.03,1.02,0.84,13.0,18.0,20.0,0.34969,0.067702,0.076779,-1.0,-1.0,7.2711,37.1083,-1.0,31.76
74.0,98.0,91.0,0.76,-1.0,0.57,-1.0,-1.0,-1.0,0.5215,0.04769,0.077579,-1.0,-1.0,1.6301,25.7835,-1.0,35.27
70.0,103.0,95.0,1.24,-1.0,1.06,-1.0,-1.0,-1.0,0.53115,0.059787,0.0786015,-1.0,-1.0,7.1363,31.08375,-1.0,37.9
91.0,81.0,87.0,0.66,-1.0,0.53,-1.0,-1.0,-1.0,0.020535,0.030411,0.062468,-1.0,-1.0,6.931,27.699,-1.0,31.15
112.0,151.0,102.0,0.6,-1.0,0.52,-1.0,-1.0,-1.0,0.497,0.045994,0.0596315,-1.0,-1.0,8.7018,22.1961,-1.0,30.57
