fileName,hue,sat
Rw37Rw40Ra14.png,104.6252884418,30.7777552152
Rw37Rw40Ra15.png,97.7322121701,24.4454299929
Rw37Rw40Ra16.png,98.1062815119,24.3439974307
Rw37Rw40Ra17.png,99.5728130215,31.6852771742
Rw37Rw40Ra18.png,94.2662265498,29.6473826316
Rw37Rw40Ra19.png,99.2353049275,31.3482487325
Rw37Rw40Ra20.png,103.1090663372,26.9969710034
Rw13Rw16Ra01.png,90.7047742786,32.6141488285
Rw37Rw40Ra21.png,104.1397086771,25.1387372785
Rw37Rw40Ra22.png,103.1198643984,29.2887288359
Rw37Rw40Ra23.png,106.1929141942,24.1629292652
Rw37Rw40Ra24.png,96.7493905816,20.6093404128
Rw37Rw40Ra25.png,94.2698507755,24.1460069656
Rw37Rw40Ra26.png,99.2106721273,20.7583071189
Rw37Rw40Ra27.png,109.3480226433,25.2839498536
Rw37Rw40Ra28.png,115.4400309155,21.2863449199
Rw37Rw40Ra29.png,99.3166964594,25.3591319329
Rw37Rw40Ra30.png,110.1952391215,19.8234376856
Rw13Rw16Ra02.png,95.0193621826,28.1876370029
Rw37Rw40Ra31.png,122.2450278179,16.0834319582
Rw37Rw40Ra32.png,108.5580764632,17.1227059705
Rw41Rw44Ra01.png,97.513672862,27.0156390545
Rw41Rw44Ra02.png,105.0711509211,29.1917052058
Rw41Rw44Ra03.png,94.9918180466,23.704653711
Rw41Rw44Ra04.png,96.3376917454,28.7599404776
Rw41Rw44Ra05.png,99.1429520696,35.0646391161
Rw41Rw44Ra06.png,102.5425546285,23.9656704254
Rw41Rw44Ra07.png,97.7030734359,34.2288522324
Rw41Rw44Ra08.png,98.1239722862,24.8069047874
Rw13Rw16Ra03.png,92.518271301,18.2534338937
Rw41Rw44Ra09.png,103.6335243311,26.1093547137
Rw41Rw44Ra10.png,97.1756136602,37.1609105573
Rw41Rw44Ra11.png,95.5583534297,18.0987701947
Rw41Rw44Ra12.png,96.2014635262,31.1833394601
Rw41Rw44Ra13.png,90.4907821796,31.7474229929
Rw41Rw44Ra14.png,92.163968581,28.8888498051
Rw41Rw44Ra15.png,107.6933176947,25.9546464759
Rw41Rw44Ra16.png,98.1726931477,20.4567461494
Rw41Rw44Ra17.png,92.9920329971,30.3588929488
Rw41Rw44Ra18.png,99.2609254895,24.4729967139
Rw13Rw16Ra04.png,92.5885667305,30.841536084
Rw101Rw104Ra05.png,92.5630252805,33.741915422
Rw41Rw44Ra19.png,101.7071910496,27.5848290044
Rw41Rw44Ra20.png,100.030986408,27.9575371801
Rw41Rw44Ra21.png,92.4230680703,26.2192768852
Rw41Rw44Ra22.png,91.2303307783,31.9468660075
Rw41Rw44Ra23.png,98.4270823041,23.9102488759
Rw41Rw44Ra24.png,91.1187406495,26.3491824343
Rw41Rw44Ra25.png,98.7115325315,20.4837980533
Rw41Rw44Ra26.png,94.8104522305,19.9738768375
Rw41Rw44Ra27.png,102.0048894307,20.0830464641
Rw41Rw44Ra28.png,100.7763255001,30.287754989
Rw13Rw16Ra05.png,99.2390113748,28.4634009265
Rw41Rw44Ra29.png,111.0628728822,24.5217473616
Rw41Rw44Ra30.png,101.3198207534,23.0826415949
Rw41Rw44Ra31.png,102.4431324198,17.6611393507
Rw41Rw44Ra32.png,98.4695652821,19.6786186146
Rw45Rw48Ra01.png,101.1327285285,29.3594281364
Rw45Rw48Ra02.png,97.6653129127,29.4645704629
Rw45Rw48Ra03.png,98.1589073826,28.1431071533
Rw45Rw48Ra04.png,99.7905774639,30.2871483754
Rw45Rw48Ra05.png,86.7246702356,28.0418737599
Rw45Rw48Ra06.png,90.2304553645,22.8959889685
Rw13Rw16Ra06.png,86.8000569606,18.1293610447
Rw45Rw48Ra07.png,94.737253116,27.0788647906
Rw45Rw48Ra08.png,100.8604573065,26.7395200102
Rw45Rw48Ra09.png,94.9546370455,24.4371993554
Rw45Rw48Ra10.png,98.028985804,34.8579594932
Rw45Rw48Ra11.png,90.3874195711,28.1247716737
Rw45Rw48Ra12.png,88.8118964367,27.119956483
Rw45Rw48Ra13.png,105.3060967779,23.6083398681
Rw45Rw48Ra14.png,101.9100710715,25.7449613712
Rw45Rw48Ra15.png,100.0623251968,29.0306239172
Rw45Rw48Ra16.png,86.3091284073,25.2036569057
Rw13Rw16Ra07.png,93.3768710256,39.1260309215
Rw45Rw48Ra17.png,93.9426010028,28.4253154737
Rw45Rw48Ra18.png,90.4887971998,32.8434370599
Rw45Rw48Ra19.png,99.2962824148,24.3508865012
Rw45Rw48Ra20.png,89.3575098732,32.3870600339
Rw45Rw48Ra21.png,90.02709919,20.4191864889
Rw45Rw48Ra22.png,83.3241758242,19.2880456956
Rw45Rw48Ra23.png,96.0983129448,17.9014126336
Rw45Rw48Ra24.png,94.8995089793,14.0487738611
Rw45Rw48Ra25.png,89.9062796281,23.2918527247
Rw45Rw48Ra26.png,91.8204742591,20.3627456983
Rw13Rw16Ra08.png,97.2575528453,27.1880009074
Rw45Rw48Ra27.png,95.4176373859,14.7275413395
Rw45Rw48Ra28.png,93.6668353214,24.1861196577
Rw45Rw48Ra29.png,99.2615416013,23.6316930747
Rw45Rw48Ra30.png,92.3761116734,26.3340790836
Rw45Rw48Ra31.png,94.2491754112,20.9178826673
Rw45Rw48Ra32.png,94.988507708,17.8038224659
Rw49Rw52Ra01.png,92.9377299968,35.8031054172
Rw49Rw52Ra02.png,108.3825494166,28.2086250784
Rw49Rw52Ra03.png,100.3423713069,29.9178904347
Rw49Rw52Ra04.png,97.1851006396,24.7524635728
Rw13Rw16Ra09.png,90.5904653527,30.1934524405
Rw49Rw52Ra05.png,88.8310283076,29.3623793563
Rw49Rw52Ra06.png,95.8406667077,22.5599737093
Rw49Rw52Ra07.png,88.0457092948,31.348637035
Rw49Rw52Ra08.png,95.6534884846,35.7484380917
Rw49Rw52Ra09.png,91.1116553726,25.2474362029
Rw49Rw52Ra10.png,93.0000768371,38.0290996059
Rw49Rw52Ra11.png,96.4654688115,35.6854112084
Rw49Rw52Ra12.png,92.0705070256,39.3004078629
Rw49Rw52Ra13.png,94.9582755464,24.197812689
Rw49Rw52Ra14.png,98.1093754732,25.6096081599
Rw13Rw16Ra10.png,96.9006357246,28.3623349049
Rw49Rw52Ra15.png,86.7814107654,33.0138890103
Rw49Rw52Ra16.png,92.394535857,23.7979993877
Rw49Rw52Ra17.png,89.9509642564,17.6734774998
Rw49Rw52Ra18.png,93.119863914,15.9258636718
Rw49Rw52Ra19.png,86.6075331766,25.4547822021
Rw49Rw52Ra20.png,91.8718483421,25.8142244478
Rw49Rw52Ra21.png,89.5473553053,21.2350574863
Rw49Rw52Ra22.png,85,22.1254649455
Rw49Rw52Ra23.png,88.3157508982,30.5865785768
Rw49Rw52Ra24.png,85.6761269611,25.100586803
Rw13Rw16Ra11.png,92.8457477433,40.6925033819
Rw49Rw52Ra25.png,92.5270874936,20.9330010208
Rw49Rw52Ra26.png,97.6848757247,20.2110839063
Rw49Rw52Ra27.png,99.8089637581,26.0539995667
Rw49Rw52Ra28.png,93.8232651386,24.7574371198
Rw49Rw52Ra29.png,91.3410273625,21.9343617945
Rw49Rw52Ra30.png,115.2598523515,21.5479827018
Rw49Rw52Ra31.png,97.5591489299,25.7426530848
Rw49Rw52Ra32.png,88.8836769778,25.3013915779
Rw53Rw56Ra01.png,98.0380149398,23.8577250192
Rw53Rw56Ra02.png,108.3516671201,25.7457007623
Rw13Rw16Ra12.png,91.4311907699,21.215031059
Rw53Rw56Ra03.png,92.3063083304,31.4125378957
Rw53Rw56Ra04.png,93.8544243467,32.9114954401
Rw53Rw56Ra05.png,0,0
Rw53Rw56Ra06.png,86.5188997419,16.695648593
Rw53Rw56Ra07.png,99.4690806616,26.9238593531
Rw53Rw56Ra08.png,96.4944649622,37.4173424283
Rw53Rw56Ra09.png,93.1155417046,30.7060044492
Rw53Rw56Ra10.png,99.0997226603,29.0788010265
Rw53Rw56Ra11.png,96.5103619308,30.8101109417
Rw53Rw56Ra12.png,97.8152734315,33.8576582717
Rw13Rw16Ra13.png,102.2486113597,30.0091017462
Rw53Rw56Ra13.png,86.563590686,35.4405105808
Rw53Rw56Ra14.png,87.7973817867,27.7351258339
Rw53Rw56Ra15.png,85.4639367661,21.2808773902
Rw53Rw56Ra16.png,92.3337167763,35.317183509
Rw53Rw56Ra17.png,93.9593403332,30.1805547008
Rw53Rw56Ra18.png,86.7089026979,31.3721569765
Rw53Rw56Ra19.png,87.8607966871,31.9589312987
Rw53Rw56Ra20.png,85.6915124976,31.7346692246
Rw53Rw56Ra21.png,93.3043518439,23.6411477404
Rw53Rw56Ra22.png,100.841881731,21.1531879313
Rw13Rw16Ra14.png,92.5894060002,38.1443235916
Rw101Rw104Ra06.png,93.2149146096,35.298093911
Rw53Rw56Ra23.png,88.4107604936,19.480617594
Rw53Rw56Ra24.png,0,0
Rw53Rw56Ra25.png,89.3384732206,20.9878813271
Rw53Rw56Ra26.png,89.6926646652,24.2354127751
Rw53Rw56Ra27.png,89.270624924,28.036584223
Rw53Rw56Ra28.png,92.4014875824,15.6923023462
Rw53Rw56Ra29.png,100.74425817,22.307866675
Rw53Rw56Ra30.png,99.8816464533,19.1362055916
Rw53Rw56Ra31.png,109.7488117874,23.6354525922
Rw53Rw56Ra32.png,108.6576088663,16.1448541353
Rw13Rw16Ra15.png,92.9497434946,31.9545596468
Rw57Rw60Ra01.png,88.0741858415,29.4418858767
Rw57Rw60Ra02.png,96.4254466712,25.9189648476
Rw57Rw60Ra03.png,93.4436403098,22.0810059823
Rw57Rw60Ra04.png,95.5728406237,29.2842967839
Rw57Rw60Ra05.png,98.7320103844,25.8045604201
Rw57Rw60Ra06.png,91.4367552285,25.4593425011
Rw57Rw60Ra07.png,100.7219411072,31.4556130602
Rw57Rw60Ra08.png,88.7216725187,28.3519989416
Rw57Rw60Ra09.png,99.4377964218,29.3499021626
Rw57Rw60Ra10.png,90.0566857195,26.1107656907
Rw13Rw16Ra16.png,97.452779167,34.4041312833
Rw57Rw60Ra11.png,89.0619643469,26.242615244
Rw57Rw60Ra12.png,111.895774491,25.4066488761
Rw57Rw60Ra13.png,95.8039547273,25.3253465833
Rw57Rw60Ra14.png,88.9299636756,29.7859307535
Rw57Rw60Ra15.png,92.4815994222,26.6895313173
Rw57Rw60Ra16.png,89.2651063761,29.8038630575
Rw57Rw60Ra17.png,91.9856772284,28.8720701624
Rw57Rw60Ra18.png,88.3963414633,28.685279562
Rw57Rw60Ra19.png,84.6866883117,28.0788996838
Rw57Rw60Ra20.png,88.69402711,21.6545527844
Rw13Rw16Ra17.png,96.496395941,39.4561647881
Rw57Rw60Ra21.png,88.856421295,24.3181090011
Rw57Rw60Ra22.png,91.2786237666,22.9477521258
Rw57Rw60Ra23.png,90.9240989539,27.0151083856
Rw57Rw60Ra24.png,92.3861562712,20.8358311633
Rw57Rw60Ra25.png,85.4688026101,17.9040262514
Rw57Rw60Ra26.png,0,0
Rw57Rw60Ra27.png,0,0
Rw57Rw60Ra28.png,96.6056528908,25.9253853616
Rw57Rw60Ra29.png,97.5609212339,25.3189814313
Rw57Rw60Ra30.png,104.2506334845,19.4204098678
Rw13Rw16Ra18.png,96.2799919597,31.6404608576
Rw57Rw60Ra31.png,102.9762533968,22.8602489481
Rw57Rw60Ra32.png,94.7251358914,18.8935577381
Rw5Rw8Ra01.png,90.267230311,28.2911687226
Rw5Rw8Ra02.png,86.6957185086,21.9792801509
Rw5Rw8Ra03.png,89.0782014347,26.7434515517
Rw5Rw8Ra04.png,104.4093057106,19.9824033606
Rw5Rw8Ra05.png,94.8529200503,23.9362990807
Rw5Rw8Ra06.png,85.7941371053,25.5749224263
Rw5Rw8Ra07.png,94.6652890259,14.406808494
Rw5Rw8Ra08.png,98.7093030857,32.1419291431
Rw13Rw16Ra19.png,85.9229570864,19.3091858016
Rw5Rw8Ra09.png,89.3569074967,19.9038838489
Rw5Rw8Ra10.png,89.5009384119,31.9684958965
Rw5Rw8Ra11.png,95.8789185184,19.0673067398
Rw5Rw8Ra12.png,0,0
Rw5Rw8Ra13.png,85.0386017221,31.6057461133
Rw5Rw8Ra14.png,100.4057570226,20.6924046667
Rw5Rw8Ra15.png,99.1060034862,19.5585047254
Rw5Rw8Ra16.png,99.3581697517,25.5110947257
Rw5Rw8Ra17.png,97.9150883066,33.3740844545
Rw5Rw8Ra18.png,87.42995762,15.5973321216
Rw13Rw16Ra20.png,108.16790586,26.5724759021
Rw5Rw8Ra19.png,105.7091549083,23.1364251913
Rw5Rw8Ra20.png,97.2343361648,21.9299298698
Rw5Rw8Ra21.png,97.6011643493,24.9033855348
Rw5Rw8Ra22.png,97.016206787,25.7464556371
Rw5Rw8Ra23.png,97.016206787,25.7464556371
Rw5Rw8Ra24.png,115.1803967627,24.5973477715
Rw5Rw8Ra25.png,115.1803967627,24.5973477715
Rw5Rw8Ra26.png,93.0578336782,19.4297990104
Rw5Rw8Ra27.png,94.0732809036,18.0406581928
Rw5Rw8Ra28.png,94.4862379185,17.7813051552
Rw13Rw16Ra21.png,108.16790586,26.5724759021
Rw5Rw8Ra29.png,103.52503051,10.9045480219
Rw5Rw8Ra30.png,107.9226919964,14.8886273333
Rw5Rw8Ra31.png,95.989465764,18.0932600064
Rw5Rw8Ra32.png,108.8231539621,12.4995214273
Rw61Rw64Ra01.png,95.5281177024,28.0155656931
Rw61Rw64Ra02.png,95.0234376085,27.3373504229
Rw61Rw64Ra03.png,93.2393303373,29.3476192488
Rw61Rw64Ra04.png,95.4150361927,25.6405640565
Rw61Rw64Ra05.png,109.2913912494,25.1260452423
Rw61Rw64Ra06.png,97.1278338432,29.32698706
Rw13Rw16Ra22.png,105.6858728851,26.1930975504
Rw61Rw64Ra07.png,91.8185398631,36.6705115634
Rw61Rw64Ra08.png,102.6658766849,33.4410423141
Rw61Rw64Ra09.png,103.1305821846,31.6743067733
Rw61Rw64Ra10.png,106.2836032214,26.9933559295
Rw61Rw64Ra11.png,100.9451621163,27.8599305221
Rw61Rw64Ra12.png,99.2460694267,29.5885406865
Rw61Rw64Ra13.png,88.9176069936,28.4150799796
Rw61Rw64Ra14.png,90.7889953501,24.4607014459
Rw61Rw64Ra15.png,91.2013736056,28.1016767263
Rw61Rw64Ra16.png,96.2679189,21.4776231779
Rw13Rw16Ra23.png,103.0920860286,36.3178567613
Rw61Rw64Ra17.png,86.4489795918,28.996831821
Rw61Rw64Ra18.png,91.1577098567,21.8172090339
Rw61Rw64Ra19.png,92.5240940354,24.5676591967
Rw61Rw64Ra20.png,100.8599868938,19.7520245209
Rw61Rw64Ra21.png,89.966902547,28.6709838716
Rw61Rw64Ra22.png,95.5300705976,26.7745620439
Rw61Rw64Ra23.png,88.6302797044,17.9136822957
Rw61Rw64Ra24.png,89.1201875852,20.7684878112
Rw61Rw64Ra25.png,93.9747121923,16.4127767144
Rw61Rw64Ra26.png,0,0
Rw13Rw16Ra24.png,110.4908524897,30.0424400342
Rw101Rw104Ra07.png,89.9427082297,35.84497023
Rw61Rw64Ra27.png,96.8858140899,18.9918589076
Rw61Rw64Ra28.png,112.9735914862,22.7446877369
Rw61Rw64Ra29.png,107.0443977529,24.1593885744
Rw61Rw64Ra30.png,91.9519831465,25.0504149803
Rw61Rw64Ra31.png,104.3565028598,23.1170855831
Rw61Rw64Ra32.png,97.2693575212,15.9752720719
Rw65Rw68Ra01.png,94.5917803629,23.9832849741
Rw65Rw68Ra02.png,89.7775098834,19.9250097746
Rw65Rw68Ra03.png,97.6504275925,31.2506893471
Rw65Rw68Ra04.png,97.2093795029,36.0615971728
Rw13Rw16Ra25.png,106.7776818169,25.0981100627
Rw65Rw68Ra05.png,104.1786319028,31.4605749477
Rw65Rw68Ra06.png,116.2389827248,25.6331393991
Rw65Rw68Ra07.png,94.3251651463,35.5678021038
Rw65Rw68Ra08.png,99.1988946686,32.3730515708
Rw65Rw68Ra09.png,109.6096318687,26.1935334967
Rw65Rw68Ra10.png,91.729722553,43.1879612871
Rw65Rw68Ra11.png,88.9854045681,30.475166154
Rw65Rw68Ra12.png,97.0763262252,28.8772523511
Rw65Rw68Ra13.png,94.2526481085,27.9555535413
Rw65Rw68Ra14.png,91.6325078088,25.2433311206
Rw13Rw16Ra26.png,104.1787216433,30.3599682285
Rw65Rw68Ra15.png,102.8398084413,27.04718756
Rw65Rw68Ra16.png,83.5897435897,22.3916337385
Rw65Rw68Ra17.png,91.3685654014,33.2086324747
Rw65Rw68Ra18.png,86.965541347,33.6133379116
Rw65Rw68Ra19.png,89.614734397,19.3857543347
Rw65Rw68Ra20.png,92.1306396661,24.9888399934
Rw65Rw68Ra21.png,90.3612401245,28.7631318461
Rw65Rw68Ra22.png,88.3740665529,35.4927661479
Rw65Rw68Ra23.png,90.5350343258,24.4906842768
Rw65Rw68Ra24.png,88.3152633989,28.0714303462
Rw13Rw16Ra27.png,98.0512134671,16.8850812203
Rw65Rw68Ra25.png,109.4141836969,16.8281863903
Rw65Rw68Ra26.png,89.803991719,22.0643400811
Rw65Rw68Ra27.png,94.5124976422,20.242572498
Rw65Rw68Ra28.png,103.7573075795,21.971405336
Rw65Rw68Ra29.png,97.7328499741,20.9371028434
Rw65Rw68Ra30.png,113.2135604838,19.9989889067
Rw65Rw68Ra31.png,98.2121123973,24.4173192096
Rw65Rw68Ra32.png,98.5401126727,15.4031310507
Rw69Rw72Ra01.png,92.6375659758,28.0541438076
Rw69Rw72Ra02.png,96.1001439803,35.7908827998
Rw13Rw16Ra28.png,116.5451692279,24.150982474
