Plot ID,PI,RA1,RW,XofY
SF-BE-r2-p2414,PI_585608,19,50,2 of 4
SF-BE-r2-p2415,PI_585608,19,51,3 of 4
SF-BE-r2-p2416,PI_585608,19,52,4 of 4
SF-BE-r2-p2417,PI_152591,19,53,1 of 4
SF-BE-r2-p2418,PI_152591,19,54,2 of 4
SF-BE-r2-p2419,PI_152591,19,55,3 of 4
SF-BE-r2-p2420,PI_152591,19,56,4 of 4
SF-BE-r2-p2421,PI_646242,19,57,1 of 4
SF-BE-r2-p2422,PI_646242,19,58,2 of 4
SF-BE-r2-p2423,PI_646242,19,59,3 of 4
SF-BE-r2-p2424,PI_646242,19,60,4 of 4
SF-BE-r2-p2425,PI_329843,19,61,1 of 4
SF-BE-r2-p2426,PI_329843,19,62,2 of 4
SF-BE-r2-p2427,PI_329843,19,63,3 of 4
SF-BE-r2-p2428,PI_329843,19,64,4 of 4
SF-BE-r2-p2429,PI_620072,19,65,1 of 4
SF-BE-r2-p2430,PI_620072,19,66,2 of 4
SF-BE-r2-p2431,PI_620072,19,67,3 of 4
SF-BE-r2-p2432,PI_620072,19,68,4 of 4
SF-BE-r2-p2433,PI_329570,19,69,1 of 4
SF-BE-r2-p2434,PI_329570,19,70,2 of 4
SF-BE-r2-p2435,PI_329570,19,71,3 of 4
SF-BE-r2-p2436,PI_329570,19,72,4 of 4
SF-BE-r2-p2437,PI_152816,19,73,1 of 4
SF-BE-r2-p2438,PI_152816,19,74,2 of 4
SF-BE-r2-p2439,PI_152816,19,75,3 of 4
SF-BE-r2-p2440,PI_152816,19,76,4 of 4
SF-BE-r2-p2441,PI_452619,19,77,1 of 4
SF-BE-r2-p2442,PI_452619,19,78,2 of 4
SF-BE-r2-p2443,PI_452619,19,79,3 of 4
SF-BE-r2-p2444,PI_452619,19,80,4 of 4
SF-BE-r2-p2445,PI_196583,19,81,1 of 4
SF-BE-r2-p2446,PI_196583,19,82,2 of 4
SF-BE-r2-p2447,PI_196583,19,83,3 of 4
SF-BE-r2-p2448,PI_196583,19,84,4 of 4
SF-BE-r2-p2449,PI_651491,19,85,1 of 4
SF-BE-r2-p2450,PI_651491,19,86,2 of 4
SF-BE-r2-p2451,PI_651491,19,87,3 of 4
SF-BE-r2-p2452,PI_651491,19,88,4 of 4
SF-BE-r2-p2453,PI_63715,19,89,1 of 4
SF-BE-r2-p2454,PI_63715,19,90,2 of 4
SF-BE-r2-p2455,PI_63715,19,91,3 of 4
SF-BE-r2-p2456,PI_63715,19,92,4 of 4
SF-BE-r2-p2457,CHECK,19,93,1 of 4
SF-BE-r2-p2458,CHECK,19,94,2 of 4
SF-BE-r2-p2459,CHECK,19,95,3 of 4
SF-BE-r2-p2460,CHECK,19,96,4 of 4
SF-BE-r2-p2461,PI_561840,19,97,1 of 4
SF-BE-r2-p2462,PI_561840,19,98,2 of 4
SF-BE-r2-p2463,PI_561840,19,99,3 of 4
SF-BE-r2-p2464,PI_561840,19,100,4 of 4
SF-BE-r2-p2465,PI_152860,20,49,1 of 4
SF-BE-r2-p2466,PI_152860,20,50,2 of 4
SF-BE-r2-p2467,PI_152860,20,51,3 of 4
SF-BE-r2-p2468,PI_152860,20,52,4 of 4
SF-BE-r2-p2469,PI_329546,20,53,1 of 4
SF-BE-r2-p2470,PI_329546,20,54,2 of 4
SF-BE-r2-p2471,PI_329546,20,55,3 of 4
SF-BE-r2-p2472,PI_329546,20,56,4 of 4
SF-BE-r2-p2473,PI_569433,20,57,1 of 4
SF-BE-r2-p2474,PI_569433,20,58,2 of 4
SF-BE-r2-p2475,PI_569433,20,59,3 of 4
SF-BE-r2-p2476,PI_569433,20,60,4 of 4
SF-BE-r2-p2477,PI_570085,20,61,1 of 4
SF-BE-r2-p2478,PI_570085,20,62,2 of 4
SF-BE-r2-p2479,PI_570085,20,63,3 of 4
SF-BE-r2-p2480,PI_570085,20,64,4 of 4
SF-BE-r2-p2481,PI_570371,20,65,1 of 4
SF-BE-r2-p2482,PI_570371,20,66,2 of 4
SF-BE-r2-p2483,PI_570371,20,67,3 of 4
SF-BE-r2-p2484,PI_570371,20,68,4 of 4
SF-BE-r2-p2485,PI_620157,20,69,1 of 4
SF-BE-r2-p2486,PI_620157,20,70,2 of 4
SF-BE-r2-p2487,PI_620157,20,71,3 of 4
SF-BE-r2-p2488,PI_620157,20,72,4 of 4
SF-BE-r2-p2489,PI_329518,20,73,1 of 4
SF-BE-r2-p2490,PI_329518,20,74,2 of 4
SF-BE-r2-p2491,PI_329518,20,75,3 of 4
SF-BE-r2-p2492,PI_329518,20,76,4 of 4
SF-BE-r2-p2493,PI_570096,20,77,1 of 4
SF-BE-r2-p2494,PI_570096,20,78,2 of 4
SF-BE-r2-p2495,PI_570096,20,79,3 of 4
SF-BE-r2-p2496,PI_570096,20,80,4 of 4
SF-BE-r2-p2497,PI_152651,20,81,1 of 4
SF-BE-r2-p2498,PI_152651,20,82,2 of 4
SF-BE-r2-p2499,PI_152651,20,83,3 of 4
SF-BE-r2-p2500,PI_152651,20,84,4 of 4
SF-BE-r2-p2501,PI_152862,20,85,1 of 4
SF-BE-r2-p2502,PI_152862,20,86,2 of 4
SF-BE-r2-p2503,PI_152862,20,87,3 of 4
SF-BE-r2-p2504,PI_152862,20,88,4 of 4
SF-BE-r2-p2505,PI_147224,20,89,1 of 4
SF-BE-r2-p2506,PI_147224,20,90,2 of 4
SF-BE-r2-p2507,PI_147224,20,91,3 of 4
SF-BE-r2-p2508,PI_147224,20,92,4 of 4
SF-BE-r2-p2509,PI_527045,20,93,1 of 4
SF-BE-r2-p2510,PI_527045,20,94,2 of 4
SF-BE-r2-p2511,PI_527045,20,95,3 of 4
SF-BE-r2-p2512,PI_527045,20,96,4 of 4
SF-BE-r2-p2513,PI_655978,20,97,1 of 4
SF-BE-r2-p2514,PI_655978,20,98,2 of 4
SF-BE-r2-p2515,PI_655978,20,99,3 of 4
SF-BE-r2-p2516,PI_655978,20,100,4 of 4
SF-BE-r2-p2517,PI_570047,21,49,1 of 4
SF-BE-r2-p2518,PI_570047,21,50,2 of 4
SF-BE-r2-p2519,PI_570047,21,51,3 of 4
SF-BE-r2-p2520,PI_570047,21,52,4 of 4
SF-BE-r2-p2521,PI_329351,21,53,1 of 4
SF-BE-r2-p2522,PI_329351,21,54,2 of 4
SF-BE-r2-p2523,PI_329351,21,55,3 of 4
SF-BE-r2-p2524,PI_329351,21,56,4 of 4
SF-BE-r2-p2525,PI_329473,21,57,1 of 4
SF-BE-r2-p2526,PI_329473,21,58,2 of 4
SF-BE-r2-p2527,PI_329473,21,59,3 of 4
SF-BE-r2-p2528,PI_329473,21,60,4 of 4
SF-BE-r2-p2529,PI_508366,21,61,1 of 4
SF-BE-r2-p2530,PI_508366,21,62,2 of 4
SF-BE-r2-p2531,PI_508366,21,63,3 of 4
SF-BE-r2-p2532,PI_508366,21,64,4 of 4
SF-BE-r2-p2533,PI_329614,21,65,1 of 4
SF-BE-r2-p2534,PI_329614,21,66,2 of 4
SF-BE-r2-p2535,PI_329614,21,67,3 of 4
SF-BE-r2-p2536,PI_329614,21,68,4 of 4
SF-BE-r2-p2537,PI_569454,21,69,1 of 4
SF-BE-r2-p2538,PI_569454,21,70,2 of 4
SF-BE-r2-p2539,PI_569454,21,71,3 of 4
SF-BE-r2-p2540,PI_569454,21,72,4 of 4
SF-BE-r2-p2541,PI_329326,21,73,1 of 4
SF-BE-r2-p2542,PI_329326,21,74,2 of 4
SF-BE-r2-p2543,PI_329326,21,75,3 of 4
SF-BE-r2-p2544,PI_329326,21,76,4 of 4
SF-BE-r2-p2545,PI_329300,21,77,1 of 4
SF-BE-r2-p2546,PI_329300,21,78,2 of 4
SF-BE-r2-p2547,PI_329300,21,79,3 of 4
SF-BE-r2-p2548,PI_329300,21,80,4 of 4
SF-BE-r2-p2549,ATLAS,21,81,1 of 4
SF-BE-r2-p2550,ATLAS,21,82,2 of 4
SF-BE-r2-p2551,ATLAS,21,83,3 of 4
SF-BE-r2-p2552,ATLAS,21,84,4 of 4
SF-BE-r2-p2553,PI_145619,21,85,1 of 4
SF-BE-r2-p2554,PI_145619,21,86,2 of 4
SF-BE-r2-p2555,PI_145619,21,87,3 of 4
SF-BE-r2-p2556,PI_145619,21,88,4 of 4
SF-BE-r2-p2557,PI_641824,21,89,1 of 4
SF-BE-r2-p2558,PI_641824,21,90,2 of 4
SF-BE-r2-p2559,PI_641824,21,91,3 of 4
SF-BE-r2-p2560,PI_641824,21,92,4 of 4
SF-BE-r2-p2561,PI_533998,21,93,1 of 4
SF-BE-r2-p2562,PI_533998,21,94,2 of 4
SF-BE-r2-p2563,PI_533998,21,95,3 of 4
SF-BE-r2-p2564,PI_533998,21,96,4 of 4
SF-BE-r2-p2565,PI_329435,21,97,1 of 4
SF-BE-r2-p2566,PI_329435,21,98,2 of 4
SF-BE-r2-p2567,PI_329435,21,99,3 of 4
SF-BE-r2-p2568,PI_329435,21,100,4 of 4
SF-BE-r2-p2569,PI_330168,22,49,1 of 4
SF-BE-r2-p2570,PI_330168,22,50,2 of 4
SF-BE-r2-p2571,PI_330168,22,51,3 of 4
SF-BE-r2-p2572,PI_330168,22,52,4 of 4
SF-BE-r2-p2573,PI_155516,22,53,1 of 4
SF-BE-r2-p2574,PI_155516,22,54,2 of 4
SF-BE-r2-p2575,PI_155516,22,55,3 of 4
SF-BE-r2-p2576,PI_155516,22,56,4 of 4
SF-BE-r2-p2577,PI_562994,22,57,1 of 4
SF-BE-r2-p2578,PI_562994,22,58,2 of 4
SF-BE-r2-p2579,PI_562994,22,59,3 of 4
SF-BE-r2-p2580,PI_562994,22,60,4 of 4
SF-BE-r2-p2581,PI_562991,22,61,1 of 4
SF-BE-r2-p2582,PI_562991,22,62,2 of 4
SF-BE-r2-p2583,PI_562991,22,63,3 of 4
SF-BE-r2-p2584,PI_562991,22,64,4 of 4
SF-BE-r2-p2585,PI_570393,22,65,1 of 4
SF-BE-r2-p2586,PI_570393,22,66,2 of 4
SF-BE-r2-p2587,PI_570393,22,67,3 of 4
SF-BE-r2-p2588,PI_570393,22,68,4 of 4
SF-BE-r2-p2589,PI_329480,22,69,1 of 4
SF-BE-r2-p2590,PI_329480,22,70,2 of 4
SF-BE-r2-p2591,PI_329480,22,71,3 of 4
SF-BE-r2-p2592,PI_329480,22,72,4 of 4
SF-BE-r2-p2593,PI_511355,22,73,1 of 4
SF-BE-r2-p2594,PI_511355,22,74,2 of 4
SF-BE-r2-p2595,PI_511355,22,75,3 of 4
SF-BE-r2-p2596,PI_511355,22,76,4 of 4
SF-BE-r2-p2597,PI_329673,22,77,1 of 4
SF-BE-r2-p2598,PI_329673,22,78,2 of 4
SF-BE-r2-p2599,PI_329673,22,79,3 of 4
SF-BE-r2-p2600,PI_329673,22,80,4 of 4
SF-BE-r2-p2601,PI_152694,22,81,1 of 4
SF-BE-r2-p2602,PI_152694,22,82,2 of 4
SF-BE-r2-p2603,PI_152694,22,83,3 of 4
SF-BE-r2-p2604,PI_152694,22,84,4 of 4
SF-BE-r2-p2605,PI_655983,22,85,1 of 4
SF-BE-r2-p2606,PI_655983,22,86,2 of 4
SF-BE-r2-p2607,PI_655983,22,87,3 of 4
SF-BE-r2-p2608,PI_655983,22,88,4 of 4
SF-BE-r2-p2609,PI_196586,22,89,1 of 4
SF-BE-r2-p2610,PI_196586,22,90,2 of 4
SF-BE-r2-p2611,PI_196586,22,91,3 of 4
SF-BE-r2-p2612,PI_196586,22,92,4 of 4
SF-BE-r2-p2613,PI_535794,22,93,1 of 4
SF-BE-r2-p2614,PI_535794,22,94,2 of 4
SF-BE-r2-p2615,PI_535794,22,95,3 of 4
SF-BE-r2-p2616,PI_535794,22,96,4 of 4
SF-BE-r2-p2617,PI_535792,22,97,1 of 4
SF-BE-r2-p2618,PI_535792,22,98,2 of 4
SF-BE-r2-p2619,PI_535792,22,99,3 of 4
SF-BE-r2-p2620,PI_535792,22,100,4 of 4
SF-BE-r2-p2621,PI_267573,23,49,1 of 4
SF-BE-r2-p2622,PI_267573,23,50,2 of 4
SF-BE-r2-p2623,PI_267573,23,51,3 of 4
SF-BE-r2-p2624,PI_267573,23,52,4 of 4
SF-BE-r2-p2625,PI_329615,23,53,1 of 4
SF-BE-r2-p2626,PI_329615,23,54,2 of 4
SF-BE-r2-p2627,PI_329615,23,55,3 of 4
SF-BE-r2-p2628,PI_329615,23,56,4 of 4
SF-BE-r2-p2629,PI_329478,23,57,1 of 4
SF-BE-r2-p2630,PI_329478,23,58,2 of 4
SF-BE-r2-p2631,PI_329478,23,59,3 of 4
SF-BE-r2-p2632,PI_329478,23,60,4 of 4
SF-BE-r2-p2633,PI_330196,23,61,1 of 4
SF-BE-r2-p2634,PI_330196,23,62,2 of 4
SF-BE-r2-p2635,PI_330196,23,63,3 of 4
SF-BE-r2-p2636,PI_330196,23,64,4 of 4
SF-BE-r2-p2637,PI_570042,23,65,1 of 4
SF-BE-r2-p2638,PI_570042,23,66,2 of 4
SF-BE-r2-p2639,PI_570042,23,67,3 of 4
SF-BE-r2-p2640,PI_570042,23,68,4 of 4
SF-BE-r2-p2641,PI_154987,23,69,1 of 4
SF-BE-r2-p2642,PI_154987,23,70,2 of 4
SF-BE-r2-p2643,PI_154987,23,71,3 of 4
SF-BE-r2-p2644,PI_154987,23,72,4 of 4
SF-BE-r2-p2645,PI_524475,23,73,1 of 4
SF-BE-r2-p2646,PI_524475,23,74,2 of 4
SF-BE-r2-p2647,PI_524475,23,75,3 of 4
SF-BE-r2-p2648,PI_524475,23,76,4 of 4
SF-BE-r2-p2649,PI_155149,23,77,1 of 4
SF-BE-r2-p2650,PI_155149,23,78,2 of 4
SF-BE-r2-p2651,PI_155149,23,79,3 of 4
SF-BE-r2-p2652,PI_155149,23,80,4 of 4
SF-BE-r2-p2653,PI_152971,23,81,1 of 4
SF-BE-r2-p2654,PI_152971,23,82,2 of 4
SF-BE-r2-p2655,PI_152971,23,83,3 of 4
SF-BE-r2-p2656,PI_152971,23,84,4 of 4
SF-BE-r2-p2657,PI_302252,23,85,1 of 4
SF-BE-r2-p2658,PI_302252,23,86,2 of 4
SF-BE-r2-p2659,PI_302252,23,87,3 of 4
SF-BE-r2-p2660,PI_302252,23,88,4 of 4
SF-BE-r2-p2661,PI_218112,23,89,1 of 4
SF-BE-r2-p2662,PI_218112,23,90,2 of 4
SF-BE-r2-p2663,PI_218112,23,91,3 of 4
SF-BE-r2-p2664,PI_218112,23,92,4 of 4
SF-BE-r2-p2665,PI_576401,23,93,1 of 4
SF-BE-r2-p2666,PI_576401,23,94,2 of 4
SF-BE-r2-p2667,PI_576401,23,95,3 of 4
SF-BE-r2-p2668,PI_576401,23,96,4 of 4
SF-BE-r2-p2669,PI_180348,23,97,1 of 4
SF-BE-r2-p2670,PI_180348,23,98,2 of 4
SF-BE-r2-p2671,PI_180348,23,99,3 of 4
SF-BE-r2-p2672,PI_180348,23,100,4 of 4
SF-BE-r2-p2673,PI_568717,24,49,1 of 4
SF-BE-r2-p2674,PI_568717,24,50,2 of 4
SF-BE-r2-p2675,PI_568717,24,51,3 of 4
SF-BE-r2-p2676,PI_568717,24,52,4 of 4
SF-BE-r2-p2677,PI_255239,24,53,1 of 4
SF-BE-r2-p2678,PI_255239,24,54,2 of 4
SF-BE-r2-p2679,PI_255239,24,55,3 of 4
SF-BE-r2-p2680,PI_255239,24,56,4 of 4
SF-BE-r2-p2681,PI_329632,24,57,1 of 4
SF-BE-r2-p2682,PI_329632,24,58,2 of 4
SF-BE-r2-p2683,PI_329632,24,59,3 of 4
SF-BE-r2-p2684,PI_329632,24,60,4 of 4
SF-BE-r2-p2685,CHECK,24,61,1 of 4
SF-BE-r2-p2686,CHECK,24,62,2 of 4
SF-BE-r2-p2687,CHECK,24,63,3 of 4
SF-BE-r2-p2688,CHECK,24,64,4 of 4
SF-BE-r2-p2689,PI_154846,24,65,1 of 4
SF-BE-r2-p2690,PI_154846,24,66,2 of 4
SF-BE-r2-p2691,PI_154846,24,67,3 of 4
SF-BE-r2-p2692,PI_154846,24,68,4 of 4
SF-BE-r2-p2693,PI_330185,24,69,1 of 4
SF-BE-r2-p2694,PI_330185,24,70,2 of 4
SF-BE-r2-p2695,PI_330185,24,71,3 of 4
SF-BE-r2-p2696,PI_330185,24,72,4 of 4
SF-BE-r2-p2697,PI_570106,24,73,1 of 4
SF-BE-r2-p2698,PI_570106,24,74,2 of 4
SF-BE-r2-p2699,PI_570106,24,75,3 of 4
SF-BE-r2-p2700,PI_570106,24,76,4 of 4
SF-BE-r2-p2701,PI_570071,24,77,1 of 4
SF-BE-r2-p2702,PI_570071,24,78,2 of 4
SF-BE-r2-p2703,PI_570071,24,79,3 of 4
SF-BE-r2-p2704,PI_570071,24,80,4 of 4
SF-BE-r2-p2705,PI_146890,24,81,1 of 4
SF-BE-r2-p2706,PI_146890,24,82,2 of 4
SF-BE-r2-p2707,PI_146890,24,83,3 of 4
SF-BE-r2-p2708,PI_146890,24,84,4 of 4
SF-BE-r2-p2709,PI_641892,24,85,1 of 4
SF-BE-r2-p2710,PI_641892,24,86,2 of 4
SF-BE-r2-p2711,PI_641892,24,87,3 of 4
SF-BE-r2-p2712,PI_641892,24,88,4 of 4
SF-BE-r2-p2713,PI_641829,24,89,1 of 4
SF-BE-r2-p2714,PI_641829,24,90,2 of 4
SF-BE-r2-p2715,PI_641829,24,91,3 of 4
SF-BE-r2-p2716,PI_641829,24,92,4 of 4
SF-BE-r2-p2717,PI_154988,24,93,1 of 4
SF-BE-r2-p2718,PI_154988,24,94,2 of 4
SF-BE-r2-p2719,PI_154988,24,95,3 of 4
SF-BE-r2-p2720,PI_154988,24,96,4 of 4
SF-BE-r2-p2721,PI_576399,24,97,1 of 4
SF-BE-r2-p2722,PI_576399,24,98,2 of 4
SF-BE-r2-p2723,PI_576399,24,99,3 of 4
SF-BE-r2-p2724,PI_576399,24,100,4 of 4
SF-BE-r2-p2725,PI_569444,25,49,1 of 4
SF-BE-r2-p2726,PI_569444,25,50,2 of 4
SF-BE-r2-p2727,PI_569444,25,51,3 of 4
SF-BE-r2-p2728,PI_569444,25,52,4 of 4
SF-BE-r2-p2729,PI_563355,25,53,1 of 4
SF-BE-r2-p2730,PI_563355,25,54,2 of 4
SF-BE-r2-p2731,PI_563355,25,55,3 of 4
SF-BE-r2-p2732,PI_563355,25,56,4 of 4
SF-BE-r2-p2733,PI_329646,25,57,1 of 4
SF-BE-r2-p2734,PI_329646,25,58,2 of 4
SF-BE-r2-p2735,PI_329646,25,59,3 of 4
SF-BE-r2-p2736,PI_329646,25,60,4 of 4
SF-BE-r2-p2737,PI_569465,25,61,1 of 4
SF-BE-r2-p2738,PI_569465,25,62,2 of 4
SF-BE-r2-p2739,PI_569465,25,63,3 of 4
SF-BE-r2-p2740,PI_569465,25,64,4 of 4
SF-BE-r2-p2741,PI_563006,25,65,1 of 4
SF-BE-r2-p2742,PI_563006,25,66,2 of 4
SF-BE-r2-p2743,PI_563006,25,67,3 of 4
SF-BE-r2-p2744,PI_563006,25,68,4 of 4
SF-BE-r2-p2745,PI_329665,25,69,1 of 4
SF-BE-r2-p2746,PI_329665,25,70,2 of 4
SF-BE-r2-p2747,PI_329665,25,71,3 of 4
SF-BE-r2-p2748,PI_329665,25,72,4 of 4
SF-BE-r2-p2749,PI_156487,25,73,1 of 4
SF-BE-r2-p2750,PI_156487,25,74,2 of 4
SF-BE-r2-p2751,PI_156487,25,75,3 of 4
SF-BE-r2-p2752,PI_156487,25,76,4 of 4
SF-BE-r2-p2753,PI_506114,25,77,1 of 4
SF-BE-r2-p2754,PI_506114,25,78,2 of 4
SF-BE-r2-p2755,PI_506114,25,79,3 of 4
SF-BE-r2-p2756,PI_506114,25,80,4 of 4
SF-BE-r2-p2757,PI_569244,25,81,1 of 4
SF-BE-r2-p2758,PI_569244,25,82,2 of 4
SF-BE-r2-p2759,PI_569244,25,83,3 of 4
SF-BE-r2-p2760,PI_569244,25,84,4 of 4
SF-BE-r2-p2761,PI_229841,25,85,1 of 4
SF-BE-r2-p2762,PI_229841,25,86,2 of 4
SF-BE-r2-p2763,PI_229841,25,87,3 of 4
SF-BE-r2-p2764,PI_229841,25,88,4 of 4
SF-BE-r2-p2765,PI_642998,25,89,1 of 4
SF-BE-r2-p2766,PI_642998,25,90,2 of 4
SF-BE-r2-p2767,PI_642998,25,91,3 of 4
SF-BE-r2-p2768,PI_642998,25,92,4 of 4
SF-BE-r2-p2769,PI_535796,25,93,1 of 4
SF-BE-r2-p2770,PI_535796,25,94,2 of 4
SF-BE-r2-p2771,PI_535796,25,95,3 of 4
SF-BE-r2-p2772,PI_535796,25,96,4 of 4
SF-BE-r2-p2773,PI_656026,25,97,1 of 4
SF-BE-r2-p2774,PI_656026,25,98,2 of 4
SF-BE-r2-p2775,PI_656026,25,99,3 of 4
SF-BE-r2-p2776,PI_656026,25,100,4 of 4
SF-BE-r2-p2777,PI_329394,26,49,1 of 4
SF-BE-r2-p2778,PI_329394,26,50,2 of 4
SF-BE-r2-p2779,PI_329394,26,51,3 of 4
SF-BE-r2-p2780,PI_329394,26,52,4 of 4
SF-BE-r2-p2781,PI_329644,26,53,1 of 4
SF-BE-r2-p2782,PI_329644,26,54,2 of 4
SF-BE-r2-p2783,PI_329644,26,55,3 of 4
SF-BE-r2-p2784,PI_329644,26,56,4 of 4
SF-BE-r2-p2785,PI_563032,26,57,1 of 4
SF-BE-r2-p2786,PI_563032,26,58,2 of 4
SF-BE-r2-p2787,PI_563032,26,59,3 of 4
SF-BE-r2-p2788,PI_563032,26,60,4 of 4
SF-BE-r2-p2789,PI_329702,26,61,1 of 4
SF-BE-r2-p2790,PI_329702,26,62,2 of 4
SF-BE-r2-p2791,PI_329702,26,63,3 of 4
SF-BE-r2-p2792,PI_329702,26,64,4 of 4
SF-BE-r2-p2793,PI_329440,26,65,1 of 4
SF-BE-r2-p2794,PI_329440,26,66,2 of 4
SF-BE-r2-p2795,PI_329440,26,67,3 of 4
SF-BE-r2-p2796,PI_329440,26,68,4 of 4
SF-BE-r2-p2797,PI_154844,26,69,1 of 4
SF-BE-r2-p2798,PI_154844,26,70,2 of 4
SF-BE-r2-p2799,PI_154844,26,71,3 of 4
SF-BE-r2-p2800,PI_154844,26,72,4 of 4
SF-BE-r2-p2801,PI_585577,26,73,1 of 4
SF-BE-r2-p2802,PI_585577,26,74,2 of 4
SF-BE-r2-p2803,PI_585577,26,75,3 of 4
SF-BE-r2-p2804,PI_585577,26,76,4 of 4
SF-BE-r2-p2805,PI_619838,26,77,1 of 4
SF-BE-r2-p2806,PI_619838,26,78,2 of 4
SF-BE-r2-p2807,PI_619838,26,79,3 of 4
SF-BE-r2-p2808,PI_619838,26,80,4 of 4
SF-BE-r2-p2809,PI_155760,26,81,1 of 4
SF-BE-r2-p2810,PI_155760,26,82,2 of 4
SF-BE-r2-p2811,PI_155760,26,83,3 of 4
SF-BE-r2-p2812,PI_155760,26,84,4 of 4
SF-BE-r2-p2813,PI_641862,26,85,1 of 4
SF-BE-r2-p2814,PI_641862,26,86,2 of 4
SF-BE-r2-p2815,PI_641862,26,87,3 of 4
SF-BE-r2-p2816,PI_641862,26,88,4 of 4
SF-BE-r2-p2817,PI_213900,26,89,1 of 4
SF-BE-r2-p2818,PI_213900,26,90,2 of 4
SF-BE-r2-p2819,PI_213900,26,91,3 of 4
SF-BE-r2-p2820,PI_213900,26,92,4 of 4
SF-BE-r2-p2821,PI_533792,26,93,1 of 4
SF-BE-r2-p2822,PI_533792,26,94,2 of 4
SF-BE-r2-p2823,PI_533792,26,95,3 of 4
SF-BE-r2-p2824,PI_533792,26,96,4 of 4
SF-BE-r2-p2825,PI_52606,26,97,1 of 4
SF-BE-r2-p2826,PI_52606,26,98,2 of 4
SF-BE-r2-p2827,PI_52606,26,99,3 of 4
SF-BE-r2-p2828,PI_52606,26,100,4 of 4
SF-BE-r2-p2829,PI_525049,27,49,1 of 4
SF-BE-r2-p2830,PI_525049,27,50,2 of 4
SF-BE-r2-p2831,PI_525049,27,51,3 of 4
SF-BE-r2-p2832,PI_525049,27,52,4 of 4
SF-BE-r2-p2833,PI_329864,27,53,1 of 4
SF-BE-r2-p2834,PI_329864,27,54,2 of 4
SF-BE-r2-p2835,PI_329864,27,55,3 of 4
SF-BE-r2-p2836,PI_329864,27,56,4 of 4
SF-BE-r2-p2837,PI_273465,27,57,1 of 4
SF-BE-r2-p2838,PI_273465,27,58,2 of 4
SF-BE-r2-p2839,PI_273465,27,59,3 of 4
SF-BE-r2-p2840,PI_273465,27,60,4 of 4
SF-BE-r2-p2841,PI_329584,27,61,1 of 4
SF-BE-r2-p2842,PI_329584,27,62,2 of 4
SF-BE-r2-p2843,PI_329584,27,63,3 of 4
SF-BE-r2-p2844,PI_329584,27,64,4 of 4
SF-BE-r2-p2845,PI_329541,27,65,1 of 4
SF-BE-r2-p2846,PI_329541,27,66,2 of 4
SF-BE-r2-p2847,PI_329541,27,67,3 of 4
SF-BE-r2-p2848,PI_329541,27,68,4 of 4
SF-BE-r2-p2849,PI_562985,27,69,1 of 4
SF-BE-r2-p2850,PI_562985,27,70,2 of 4
SF-BE-r2-p2851,PI_562985,27,71,3 of 4
SF-BE-r2-p2852,PI_562985,27,72,4 of 4
SF-BE-r2-p2853,PI_646266,27,73,1 of 4
SF-BE-r2-p2854,PI_646266,27,74,2 of 4
SF-BE-r2-p2855,PI_646266,27,75,3 of 4
SF-BE-r2-p2856,PI_646266,27,76,4 of 4
SF-BE-r2-p2857,PI_145633,27,77,1 of 4
SF-BE-r2-p2858,PI_145633,27,78,2 of 4
SF-BE-r2-p2859,PI_145633,27,79,3 of 4
SF-BE-r2-p2860,PI_145633,27,80,4 of 4
SF-BE-r2-p2861,PI_197542,27,81,1 of 4
SF-BE-r2-p2862,PI_197542,27,82,2 of 4
SF-BE-r2-p2863,PI_197542,27,83,3 of 4
SF-BE-r2-p2864,PI_197542,27,84,4 of 4
SF-BE-r2-p2865,PI_562730,27,85,1 of 4
SF-BE-r2-p2866,PI_562730,27,86,2 of 4
SF-BE-r2-p2867,PI_562730,27,87,3 of 4
SF-BE-r2-p2868,PI_562730,27,88,4 of 4
SF-BE-r2-p2869,PI_569090,27,89,1 of 4
SF-BE-r2-p2870,PI_569090,27,90,2 of 4
SF-BE-r2-p2871,PI_569090,27,91,3 of 4
SF-BE-r2-p2872,PI_569090,27,92,4 of 4
SF-BE-r2-p2873,PI_540518,27,93,1 of 4
SF-BE-r2-p2874,PI_540518,27,94,2 of 4
SF-BE-r2-p2875,PI_540518,27,95,3 of 4
SF-BE-r2-p2876,PI_540518,27,96,4 of 4
SF-BE-r2-p2877,PI_152828,27,97,1 of 4
SF-BE-r2-p2878,PI_152828,27,98,2 of 4
SF-BE-r2-p2879,PI_152828,27,99,3 of 4
SF-BE-r2-p2880,PI_152828,27,100,4 of 4
SF-BE-r2-p2881,PI_156326,28,49,1 of 4
SF-BE-r2-p2882,PI_156326,28,50,2 of 4
SF-BE-r2-p2883,PI_156326,28,51,3 of 4
SF-BE-r2-p2884,PI_156326,28,52,4 of 4
SF-BE-r2-p2885,PI_562732,28,53,1 of 4
SF-BE-r2-p2886,PI_562732,28,54,2 of 4
SF-BE-r2-p2887,PI_562732,28,55,3 of 4
SF-BE-r2-p2888,PI_562732,28,56,4 of 4
SF-BE-r2-p2889,PI_563295,28,57,1 of 4
SF-BE-r2-p2890,PI_563295,28,58,2 of 4
SF-BE-r2-p2891,PI_563295,28,59,3 of 4
SF-BE-r2-p2892,PI_563295,28,60,4 of 4
SF-BE-r2-p2893,PI_585454,28,61,1 of 4
SF-BE-r2-p2894,PI_585454,28,62,2 of 4
SF-BE-r2-p2895,PI_585454,28,63,3 of 4
