PlotID,PI,Ra,Rw,XofY,TAG,Con,Barcode,End
SF-BE-r2-p2389,PI_563350,18,77,1 of 4,,,SF-BE-r2-p2389,
SF-BE-r2-p2391,PI_563350,18,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2391,ANTHESIS
SF-BE-r2-p2391,PI_563350,18,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2391,MATURITY
SF-BE-r2-p2391,PI_563350,18,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2391,
SF-BE-r2-p2393,PI_170787,18,81,1 of 4,,,SF-BE-r2-p2393,
SF-BE-r2-p2395,PI_170787,18,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2395,ANTHESIS
SF-BE-r2-p2395,PI_170787,18,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2395,MATURITY
SF-BE-r2-p2395,PI_170787,18,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2395,
SF-BE-r2-p2397,PI_505735,18,85,1 of 4,,,SF-BE-r2-p2397,
SF-BE-r2-p2399,PI_505735,18,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2399,ANTHESIS
SF-BE-r2-p2399,PI_505735,18,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2399,MATURITY
SF-BE-r2-p2399,PI_505735,18,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2399,
SF-BE-r2-p2401,PI_152771,18,89,1 of 4,,,SF-BE-r2-p2401,
SF-BE-r2-p2403,PI_152771,18,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2403,ANTHESIS
SF-BE-r2-p2403,PI_152771,18,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2403,MATURITY
SF-BE-r2-p2403,PI_152771,18,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2403,
SF-BE-r2-p2405,PI_656015,18,93,1 of 4,,,SF-BE-r2-p2405,
SF-BE-r2-p2407,PI_656015,18,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2407,ANTHESIS
SF-BE-r2-p2407,PI_656015,18,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2407,MATURITY
SF-BE-r2-p2407,PI_656015,18,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2407,
SF-BE-r2-p2409,FILL,18,97,1 of 4,,,SF-BE-r2-p2409,
SF-BE-r2-p2411,FILL,18,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2411,ANTHESIS
SF-BE-r2-p2411,FILL,18,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2411,MATURITY
SF-BE-r2-p2411,FILL,18,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2411,
SF-BE-r1-p0865,PI_535794,19,1,1 of 4,,,SF-BE-r1-p0865,
SF-BE-r1-p0867,PI_535794,19,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0867,ANTHESIS
SF-BE-r1-p0867,PI_535794,19,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0867,MATURITY
SF-BE-r1-p0867,PI_535794,19,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0867,
SF-BE-r1-p0869,PI_540518,19,5,1 of 4,,,SF-BE-r1-p0869,
SF-BE-r1-p0871,PI_540518,19,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0871,ANTHESIS
SF-BE-r1-p0871,PI_540518,19,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0871,MATURITY
SF-BE-r1-p0871,PI_540518,19,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0871,
SF-BE-r1-p0873,PI_641830,19,9,1 of 4,,,SF-BE-r1-p0873,
SF-BE-r1-p0875,PI_641830,19,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0875,ANTHESIS
SF-BE-r1-p0875,PI_641830,19,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0875,MATURITY
SF-BE-r1-p0875,PI_641830,19,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0875,
SF-BE-r1-p0877,PI_19770,19,13,1 of 4,,,SF-BE-r1-p0877,
SF-BE-r1-p0879,PI_19770,19,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0879,ANTHESIS
SF-BE-r1-p0879,PI_19770,19,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0879,MATURITY
SF-BE-r1-p0879,PI_19770,19,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0879,
SF-BE-r1-p0881,PI_505717,19,17,1 of 4,,,SF-BE-r1-p0881,
SF-BE-r1-p0883,PI_505717,19,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0883,ANTHESIS
SF-BE-r1-p0883,PI_505717,19,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0883,MATURITY
SF-BE-r1-p0883,PI_505717,19,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0883,
SF-BE-r1-p0885,PI_563350,19,21,1 of 4,,,SF-BE-r1-p0885,
SF-BE-r1-p0887,PI_563350,19,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0887,ANTHESIS
SF-BE-r1-p0887,PI_563350,19,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0887,MATURITY
SF-BE-r1-p0887,PI_563350,19,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0887,
SF-BE-r1-p0889,PI_521280,19,25,1 of 4,,,SF-BE-r1-p0889,
SF-BE-r1-p0891,PI_521280,19,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0891,ANTHESIS
SF-BE-r1-p0891,PI_521280,19,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0891,MATURITY
SF-BE-r1-p0891,PI_521280,19,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0891,
SF-BE-r1-p0893,PI_562997,19,29,1 of 4,,,SF-BE-r1-p0893,
SF-BE-r1-p0895,PI_562997,19,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0895,ANTHESIS
SF-BE-r1-p0895,PI_562997,19,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0895,MATURITY
SF-BE-r1-p0895,PI_562997,19,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0895,
SF-BE-r1-p0897,PI_570096,19,33,1 of 4,,,SF-BE-r1-p0897,
SF-BE-r1-p0899,PI_570096,19,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0899,ANTHESIS
SF-BE-r1-p0899,PI_570096,19,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0899,MATURITY
SF-BE-r1-p0899,PI_570096,19,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0899,
SF-BE-r1-p0901,PI_563348,19,37,1 of 4,,,SF-BE-r1-p0901,
SF-BE-r1-p0903,PI_563348,19,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0903,ANTHESIS
SF-BE-r1-p0903,PI_563348,19,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0903,MATURITY
SF-BE-r1-p0903,PI_563348,19,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0903,
SF-BE-r1-p0905,PI_646251,19,41,1 of 4,,,SF-BE-r1-p0905,
SF-BE-r1-p0907,PI_646251,19,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0907,ANTHESIS
SF-BE-r1-p0907,PI_646251,19,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0907,MATURITY
SF-BE-r1-p0907,PI_646251,19,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0907,
SF-BE-r1-p0909,PI_563331,19,45,1 of 4,,,SF-BE-r1-p0909,
SF-BE-r1-p0911,PI_563331,19,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0911,ANTHESIS
SF-BE-r1-p0911,PI_563331,19,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0911,MATURITY
SF-BE-r1-p0911,PI_563331,19,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0911,
SF-BE-r2-p2413,PI_585608,19,49,1 of 4,,,SF-BE-r2-p2413,
SF-BE-r2-p2415,PI_585608,19,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2415,ANTHESIS
SF-BE-r2-p2415,PI_585608,19,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2415,MATURITY
SF-BE-r2-p2415,PI_585608,19,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2415,
SF-BE-r2-p2417,PI_152591,19,53,1 of 4,,,SF-BE-r2-p2417,
SF-BE-r2-p2419,PI_152591,19,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2419,ANTHESIS
SF-BE-r2-p2419,PI_152591,19,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2419,MATURITY
SF-BE-r2-p2419,PI_152591,19,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2419,
SF-BE-r2-p2421,PI_646242,19,57,1 of 4,,,SF-BE-r2-p2421,
SF-BE-r2-p2423,PI_646242,19,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2423,ANTHESIS
SF-BE-r2-p2423,PI_646242,19,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2423,MATURITY
SF-BE-r2-p2423,PI_646242,19,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2423,
SF-BE-r2-p2425,PI_329843,19,61,1 of 4,,,SF-BE-r2-p2425,
SF-BE-r2-p2427,PI_329843,19,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2427,ANTHESIS
SF-BE-r2-p2427,PI_329843,19,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2427,MATURITY
SF-BE-r2-p2427,PI_329843,19,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2427,
SF-BE-r2-p2429,PI_620072,19,65,1 of 4,,,SF-BE-r2-p2429,
SF-BE-r2-p2431,PI_620072,19,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2431,ANTHESIS
SF-BE-r2-p2431,PI_620072,19,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2431,MATURITY
SF-BE-r2-p2431,PI_620072,19,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2431,
SF-BE-r2-p2433,PI_329570,19,69,1 of 4,,,SF-BE-r2-p2433,
SF-BE-r2-p2435,PI_329570,19,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2435,ANTHESIS
SF-BE-r2-p2435,PI_329570,19,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2435,MATURITY
SF-BE-r2-p2435,PI_329570,19,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2435,
SF-BE-r2-p2437,PI_152816,19,73,1 of 4,,,SF-BE-r2-p2437,
SF-BE-r2-p2439,PI_152816,19,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2439,ANTHESIS
SF-BE-r2-p2439,PI_152816,19,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2439,MATURITY
SF-BE-r2-p2439,PI_152816,19,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2439,
SF-BE-r2-p2441,PI_452619,19,77,1 of 4,,,SF-BE-r2-p2441,
SF-BE-r2-p2443,PI_452619,19,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2443,ANTHESIS
SF-BE-r2-p2443,PI_452619,19,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2443,MATURITY
SF-BE-r2-p2443,PI_452619,19,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2443,
SF-BE-r2-p2445,PI_196583,19,81,1 of 4,,,SF-BE-r2-p2445,
SF-BE-r2-p2447,PI_196583,19,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2447,ANTHESIS
SF-BE-r2-p2447,PI_196583,19,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2447,MATURITY
SF-BE-r2-p2447,PI_196583,19,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2447,
SF-BE-r2-p2449,PI_651491,19,85,1 of 4,,,SF-BE-r2-p2449,
SF-BE-r2-p2451,PI_651491,19,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2451,ANTHESIS
SF-BE-r2-p2451,PI_651491,19,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2451,MATURITY
SF-BE-r2-p2451,PI_651491,19,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2451,
SF-BE-r2-p2453,PI_63715,19,89,1 of 4,,,SF-BE-r2-p2453,
SF-BE-r2-p2455,PI_63715,19,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2455,ANTHESIS
SF-BE-r2-p2455,PI_63715,19,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2455,MATURITY
SF-BE-r2-p2455,PI_63715,19,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2455,
SF-BE-r2-p2457,CHECK,19,93,1 of 4,,,SF-BE-r2-p2457,
SF-BE-r2-p2459,CHECK,19,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2459,ANTHESIS
SF-BE-r2-p2459,CHECK,19,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2459,MATURITY
SF-BE-r2-p2459,CHECK,19,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2459,
SF-BE-r2-p2461,PI_561840,19,97,1 of 4,,,SF-BE-r2-p2461,
SF-BE-r2-p2463,PI_561840,19,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2463,ANTHESIS
SF-BE-r2-p2463,PI_561840,19,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2463,MATURITY
SF-BE-r2-p2463,PI_561840,19,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2463,
SF-BE-r1-p0913,PI_576401,20,1,1 of 4,,,SF-BE-r1-p0913,
SF-BE-r1-p0915,PI_576401,20,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0915,ANTHESIS
SF-BE-r1-p0915,PI_576401,20,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0915,MATURITY
SF-BE-r1-p0915,PI_576401,20,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0915,
SF-BE-r1-p0917,PI_655981,20,5,1 of 4,,,SF-BE-r1-p0917,
SF-BE-r1-p0919,PI_655981,20,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0919,ANTHESIS
SF-BE-r1-p0919,PI_655981,20,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0919,MATURITY
SF-BE-r1-p0919,PI_655981,20,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0919,
SF-BE-r1-p0921,PI_179749,20,9,1 of 4,,,SF-BE-r1-p0921,
SF-BE-r1-p0923,PI_179749,20,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0923,ANTHESIS
SF-BE-r1-p0923,PI_179749,20,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0923,MATURITY
SF-BE-r1-p0923,PI_179749,20,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0923,
SF-BE-r1-p0925,PI_35038,20,13,1 of 4,,,SF-BE-r1-p0925,
SF-BE-r1-p0927,PI_35038,20,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0927,ANTHESIS
SF-BE-r1-p0927,PI_35038,20,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0927,MATURITY
SF-BE-r1-p0927,PI_35038,20,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0927,
SF-BE-r1-p0929,PI_330181,20,17,1 of 4,,,SF-BE-r1-p0929,
SF-BE-r1-p0931,PI_330181,20,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0931,ANTHESIS
SF-BE-r1-p0931,PI_330181,20,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0931,MATURITY
SF-BE-r1-p0931,PI_330181,20,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0931,
SF-BE-r1-p0933,PI_563332,20,21,1 of 4,,,SF-BE-r1-p0933,
SF-BE-r1-p0935,PI_563332,20,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0935,ANTHESIS
SF-BE-r1-p0935,PI_563332,20,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0935,MATURITY
SF-BE-r1-p0935,PI_563332,20,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0935,
SF-BE-r1-p0937,PI_330169,20,25,1 of 4,,,SF-BE-r1-p0937,
SF-BE-r1-p0939,PI_330169,20,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0939,ANTHESIS
SF-BE-r1-p0939,PI_330169,20,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0939,MATURITY
SF-BE-r1-p0939,PI_330169,20,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0939,
SF-BE-r1-p0941,PI_570371,20,29,1 of 4,,,SF-BE-r1-p0941,
SF-BE-r1-p0943,PI_570371,20,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0943,ANTHESIS
SF-BE-r1-p0943,PI_570371,20,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0943,MATURITY
SF-BE-r1-p0943,PI_570371,20,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0943,
SF-BE-r1-p0945,PI_329711,20,33,1 of 4,,,SF-BE-r1-p0945,
SF-BE-r1-p0947,PI_329711,20,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0947,ANTHESIS
SF-BE-r1-p0947,PI_329711,20,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0947,MATURITY
SF-BE-r1-p0947,PI_329711,20,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0947,
SF-BE-r1-p0949,PI_570373,20,37,1 of 4,,,SF-BE-r1-p0949,
SF-BE-r1-p0951,PI_570373,20,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0951,ANTHESIS
SF-BE-r1-p0951,PI_570373,20,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0951,MATURITY
SF-BE-r1-p0951,PI_570373,20,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0951,
SF-BE-r1-p0953,PI_276837,20,41,1 of 4,,,SF-BE-r1-p0953,
SF-BE-r1-p0955,PI_276837,20,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0955,ANTHESIS
SF-BE-r1-p0955,PI_276837,20,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0955,MATURITY
SF-BE-r1-p0955,PI_276837,20,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0955,
SF-BE-r1-p0957,PI_562781,20,45,1 of 4,,,SF-BE-r1-p0957,
SF-BE-r1-p0959,PI_562781,20,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0959,ANTHESIS
SF-BE-r1-p0959,PI_562781,20,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0959,MATURITY
SF-BE-r1-p0959,PI_562781,20,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0959,
SF-BE-r2-p2465,PI_152860,20,49,1 of 4,,,SF-BE-r2-p2465,
SF-BE-r2-p2467,PI_152860,20,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2467,ANTHESIS
SF-BE-r2-p2467,PI_152860,20,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2467,MATURITY
SF-BE-r2-p2467,PI_152860,20,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2467,
SF-BE-r2-p2469,PI_329546,20,53,1 of 4,,,SF-BE-r2-p2469,
SF-BE-r2-p2471,PI_329546,20,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2471,ANTHESIS
SF-BE-r2-p2471,PI_329546,20,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2471,MATURITY
SF-BE-r2-p2471,PI_329546,20,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2471,
SF-BE-r2-p2473,PI_569433,20,57,1 of 4,,,SF-BE-r2-p2473,
SF-BE-r2-p2475,PI_569433,20,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2475,ANTHESIS
SF-BE-r2-p2475,PI_569433,20,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2475,MATURITY
SF-BE-r2-p2475,PI_569433,20,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2475,
SF-BE-r2-p2477,PI_570085,20,61,1 of 4,,,SF-BE-r2-p2477,
SF-BE-r2-p2479,PI_570085,20,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2479,ANTHESIS
SF-BE-r2-p2479,PI_570085,20,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2479,MATURITY
SF-BE-r2-p2479,PI_570085,20,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2479,
SF-BE-r2-p2481,PI_570371,20,65,1 of 4,,,SF-BE-r2-p2481,
SF-BE-r2-p2483,PI_570371,20,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2483,ANTHESIS
SF-BE-r2-p2483,PI_570371,20,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2483,MATURITY
SF-BE-r2-p2483,PI_570371,20,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2483,
SF-BE-r2-p2485,PI_620157,20,69,1 of 4,,,SF-BE-r2-p2485,
SF-BE-r2-p2487,PI_620157,20,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2487,ANTHESIS
SF-BE-r2-p2487,PI_620157,20,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2487,MATURITY
SF-BE-r2-p2487,PI_620157,20,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2487,
SF-BE-r2-p2489,PI_329518,20,73,1 of 4,,,SF-BE-r2-p2489,
SF-BE-r2-p2491,PI_329518,20,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2491,ANTHESIS
SF-BE-r2-p2491,PI_329518,20,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2491,MATURITY
SF-BE-r2-p2491,PI_329518,20,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2491,
SF-BE-r2-p2493,PI_570096,20,77,1 of 4,,,SF-BE-r2-p2493,
SF-BE-r2-p2495,PI_570096,20,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2495,ANTHESIS
SF-BE-r2-p2495,PI_570096,20,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2495,MATURITY
SF-BE-r2-p2495,PI_570096,20,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2495,
SF-BE-r2-p2497,PI_152651,20,81,1 of 4,,,SF-BE-r2-p2497,
SF-BE-r2-p2499,PI_152651,20,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2499,ANTHESIS
SF-BE-r2-p2499,PI_152651,20,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2499,MATURITY
SF-BE-r2-p2499,PI_152651,20,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2499,
SF-BE-r2-p2501,PI_152862,20,85,1 of 4,,,SF-BE-r2-p2501,
SF-BE-r2-p2503,PI_152862,20,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2503,ANTHESIS
SF-BE-r2-p2503,PI_152862,20,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2503,MATURITY
SF-BE-r2-p2503,PI_152862,20,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2503,
SF-BE-r2-p2505,PI_147224,20,89,1 of 4,,,SF-BE-r2-p2505,
SF-BE-r2-p2507,PI_147224,20,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2507,ANTHESIS
SF-BE-r2-p2507,PI_147224,20,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2507,MATURITY
SF-BE-r2-p2507,PI_147224,20,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2507,
SF-BE-r2-p2509,PI_527045,20,93,1 of 4,,,SF-BE-r2-p2509,
SF-BE-r2-p2511,PI_527045,20,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2511,ANTHESIS
SF-BE-r2-p2511,PI_527045,20,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2511,MATURITY
SF-BE-r2-p2511,PI_527045,20,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2511,
SF-BE-r2-p2513,PI_655978,20,97,1 of 4,,,SF-BE-r2-p2513,
SF-BE-r2-p2515,PI_655978,20,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2515,ANTHESIS
SF-BE-r2-p2515,PI_655978,20,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2515,MATURITY
SF-BE-r2-p2515,PI_655978,20,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2515,
SF-BE-r1-p0961,PI_154988,21,1,1 of 4,,,SF-BE-r1-p0961,
SF-BE-r1-p0963,PI_154988,21,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0963,ANTHESIS
SF-BE-r1-p0963,PI_154988,21,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0963,MATURITY
SF-BE-r1-p0963,PI_154988,21,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0963,
SF-BE-r1-p0965,PI_642998,21,5,1 of 4,,,SF-BE-r1-p0965,
SF-BE-r1-p0967,PI_642998,21,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0967,ANTHESIS
SF-BE-r1-p0967,PI_642998,21,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0967,MATURITY
SF-BE-r1-p0967,PI_642998,21,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0967,
SF-BE-r1-p0969,PI_152694,21,9,1 of 4,,,SF-BE-r1-p0969,
SF-BE-r1-p0971,PI_152694,21,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0971,ANTHESIS
SF-BE-r1-p0971,PI_152694,21,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0971,MATURITY
SF-BE-r1-p0971,PI_152694,21,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0971,
SF-BE-r1-p0973,CHECK,21,13,1 of 4,,,SF-BE-r1-p0973,
SF-BE-r1-p0975,CHECK,21,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0975,ANTHESIS
SF-BE-r1-p0975,CHECK,21,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0975,MATURITY
SF-BE-r1-p0975,CHECK,21,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0975,
SF-BE-r1-p0977,PI_152860,21,17,1 of 4,,,SF-BE-r1-p0977,
SF-BE-r1-p0979,PI_152860,21,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0979,ANTHESIS
